¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Æ(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.30103
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.49888
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.2533
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.27289
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.238935
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.686571
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.914724
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57991
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35519
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3146
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75548
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04126
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.32889
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.95853
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.4853
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.23556
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.25434
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.224781
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.665532
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.886206
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54449
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31427
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24331
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66619
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.09207
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.43062
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.95709
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.47707
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.21635
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.23409
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.210155
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.296991
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.856899
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50826
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27232
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17027
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57488
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14183
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4339
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.95431
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.47523
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.20726
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.21215
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.195064
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.270436
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.826984
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47104
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22938
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10812
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48175
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18471
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.43109
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.02287
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.47189
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.20595
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.18852
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.179522
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.243299
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.796366
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43308
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18553
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05695
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38681
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18734
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.43884
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.20304
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.46469
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.1909
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.15903
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.725819
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.215563
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.76507
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39432
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14082
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00479
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29025
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18867
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4455
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.39125
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.44593
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.16822
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.12725
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.702951
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.187222
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.733157
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3547
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09518
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95162
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19208
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.1888
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4512
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.60531
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.44057
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.14416
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.09392
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.688134
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.158392
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.700665
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31438
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04864
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89748
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09248
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18905
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.45583
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.77821
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.4338
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.11873
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.06189
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.672788
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.128922
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.667486
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27516
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00139
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84245
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99165
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.19966
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.45943
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.78241
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.42561
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.09195
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.02591
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.656983
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.109041
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.633755
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23689
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9533
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78653
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88954
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2092
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4574
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.78495
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.41067
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.06009
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.97857
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.640689
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.090899
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.599433
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19802
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90443
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7298
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77702
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29242
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4517
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.76231
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.43338
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.02901
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.92994
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.623899
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.072285
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.571278
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15857
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85491
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67229
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66471
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15053
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.45113
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.7387
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.58829
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.99895
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.87705
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.606651
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.0531
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.549869
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11855
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80467
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61397
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57079
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00827
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.42498
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.71407
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.7612
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.9676
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.82122
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.588976
 (380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.033426
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.527943
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08124
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75382
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55501
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48727
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86594
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.39776
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.68846
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.94134
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.92923
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.76631
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.570829
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.013289
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.505395
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05593
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70232
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49534
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41737
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72344
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.36951
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.66179
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.12178
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.88104
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.71061
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.552245
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.99263
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.482332
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03004
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65022
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43505
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34682
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60023
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.34031
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.63421
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.08989
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.83076
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.65279
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.534659
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.971545
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.458769
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00355
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60863
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37419
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27557
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48134
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.31012
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.60566
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.05234
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.77958
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.5937
¤(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.517202
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.94993
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.434651
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.974766
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57315
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31276
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20378
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36205
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.28066
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.57618
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.00584
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.7275
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.53373
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.499388
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.927908
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.410059
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.942864
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5372
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25921
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13147
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24237
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.26384
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.54576
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.95847
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.83962
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.4722
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.481236
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.905447
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.384472
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.910558
