¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¶(437.32, 15.10, 251.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.740206
(437.60, 15.00, 251.24) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 18.91542
(437.60, 15.00, 251.24) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 18.90077
(437.60, 15.00, 251.24) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 18.88896
(437.60, 15.00, 251.24) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 18.87998
‰(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.563545
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.744167
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.937828
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.147064
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.375978
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.620939
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.886544
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.175448
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.490822
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.836439
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.216756
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.637259
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.104553
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24668
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84297
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51475
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27728
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14999
(437.60, 15.00, 251.24) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 13.27641
(437.60, 15.00, 251.24) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 13.2577
(437.60, 15.00, 251.24) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 13.24101
(437.60, 15.00, 251.24) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 13.22634
(437.60, 15.00, 251.24) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 13.21367
(437.60, 15.00, 251.24) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 13.20299
(437.60, 15.00, 251.24) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.00078
(437.60, 15.00, 251.24) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 18.97749
(437.60, 15.00, 251.24) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 18.95708
(437.60, 15.00, 251.24) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 18.93955
(437.60, 15.00, 251.24) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 18.92486
(437.60, 15.00, 251.24) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 18.91302
(437.60, 15.00, 251.24) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 18.90402
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.568163
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.749113
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.943133
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.152275
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.381753
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.62719
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.893329
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.182846
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.498908
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.845316
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.226548
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.648107
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.116638
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2611
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85917
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53307
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2981
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17397
(437.60, 15.00, 251.24) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 13.15658
(437.60, 15.00, 251.24) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 13.12587
«(437.60, 15.00, 251.24) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 13.09725
(437.60, 15.00, 251.24) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 13.07071
(437.60, 15.00, 251.24) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 13.04621
(437.60, 15.00, 251.24) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 13.05386
(437.60, 15.00, 251.24) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 13.44349
(437.60, 15.00, 251.24) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.0046
(437.60, 15.00, 251.24) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 18.98415
(437.60, 15.00, 251.24) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 18.96657
(437.60, 15.00, 251.24) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 18.95185
(437.60, 15.00, 251.24) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 18.93998
(437.60, 15.00, 251.24) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 18.93094
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.572836
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.754116
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.948503
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.157535
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.387593
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.63351
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.900193
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.190329
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.507088
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.854298
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.236458
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.659086
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.739993
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27577
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87564
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55169
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31934
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19836
(437.60, 15.00, 251.24) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 13.84457
(437.60, 15.00, 251.24) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 13.80423
(437.60, 15.00, 251.24) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 13.76619
(437.60, 15.00, 251.24) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 13.73039
(437.60, 15.00, 251.24) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 13.69682
(437.60, 15.00, 251.24) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 13.66545
(437.60, 15.00, 251.24) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 13.63625
(437.60, 15.00, 251.24) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.03464
(437.60, 15.00, 251.24) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.01414
(437.60, 15.00, 251.24) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 18.99652
(437.60, 15.00, 251.24) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 18.98175
(437.60, 15.00, 251.24) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 18.96984
(437.60, 15.00, 251.24) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 18.96077
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.577564
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.759178
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.953936
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.16328
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.393497
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.639904
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.907135
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.197898
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.515363
¹(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.863383
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.246487
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.670197
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.753378
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2907
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89237
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57064
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34091
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22317
(437.60, 15.00, 251.24) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 14.15375
(437.60, 15.00, 251.24) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 14.11207
(437.60, 15.00, 251.24) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 14.07274
(437.60, 15.00, 251.24) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 14.03571
(437.60, 15.00, 251.24) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 14.00096
(437.60, 15.00, 251.24) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 13.96846
(437.60, 15.00, 251.24) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 13.93819
(437.60, 15.00, 251.24) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 13.94762
(437.60, 15.00, 251.24) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.04708
(437.60, 15.00, 251.24) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.0294
(437.60, 15.00, 251.24) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.01459
(437.60, 15.00, 251.24) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.00264
(437.60, 15.00, 251.24) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 18.99353
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.582346
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.7643
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.959433
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.169194
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.399469
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.646368
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.914154
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.205547
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.523733
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.872573
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.256627
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.681438
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.766951
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30583
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90938
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58985
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36281
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2484
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27293
(437.60, 15.00, 251.24) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 14.43619
(437.60, 15.00, 251.24) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 14.39548
(437.60, 15.00, 251.24) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 14.35713
(437.60, 15.00, 251.24) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 14.32112
(437.60, 15.00, 251.24) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 14.28741
(437.60, 15.00, 251.24) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 14.25599
(437.60, 15.00, 251.24) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 14.22682
(437.60, 15.00, 251.24) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 16.35847
(437.60, 15.00, 251.24) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.06525
(437.60, 15.00, 251.24) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.05039
‰(437.60, 15.00, 251.24) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.0384
(437.60, 15.00, 251.24) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.02925
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.587182
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.769479
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.96499
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.175176
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.405502
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.6529
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.921249
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.213279
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.532192
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.881866
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.266879
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.289545
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.780739
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32121
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92664
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6094
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3851
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27402
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30271
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52249
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.00169
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.65586
(437.60, 15.00, 251.24) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.22217
(437.60, 15.00, 251.24) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.1927
(437.60, 15.00, 251.24) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.16618
(437.60, 15.00, 251.24) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.14258
(437.60, 15.00, 251.24) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.12189
(437.60, 15.00, 251.24) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.1041
(437.60, 15.00, 251.24) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.08919
(437.60, 15.00, 251.24) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.07714
(437.60, 15.00, 251.24) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.06796
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.592072
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.774715
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.970613
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.181224
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.411496
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.659503
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.928421
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.221094
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.540746
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.891262
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.277246
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.301825
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.794692
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33685
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94419
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62922
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40775
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30007
§(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33302
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55829
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05979
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.71074
(437.60, 15.00, 251.24) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.26443
(437.60, 15.00, 251.24) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.23487
(437.60, 15.00, 251.24) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.20826
(437.60, 15.00, 251.24) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.18459
(437.60, 15.00, 251.24) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.16383
(437.60, 15.00, 251.24) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.14597
(437.60, 15.00, 251.24) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.131
(437.60, 15.00, 251.24) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.1189
(437.60, 15.00, 251.24) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.10967
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.597014
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.780008
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.976296
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.187339
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.417437
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.666173
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.935668
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.228995
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.549392
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.900759
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.856648
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.314233
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.808895
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35268
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96204
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6494
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43075
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32654
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36383
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59457
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.1188
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.78027
(437.60, 15.00, 251.24) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.30978
(437.60, 15.00, 251.24) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.28012
(437.60, 15.00, 251.24) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.25343
(437.60, 15.00, 251.24) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.22967
(437.60, 15.00, 251.24) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.20883
(437.60, 15.00, 251.24) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.1909
(437.60, 15.00, 251.24) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.17587
(437.60, 15.00, 251.24) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.16372
(437.60, 15.00, 251.24) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.15443
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.602007
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.785358
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.982038
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.193521
