¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
”(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.003747
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.98736
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.18939
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.958069
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.213759
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.532821
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.882617
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.267805
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.582561
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.982397
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.432854
Ÿ(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.903216
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42478
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96177
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55889
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22667
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12557
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29035
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.10674
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.96687
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.16299
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.950399
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.210532
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.529318
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.878777
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.263561
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.590095
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.999884
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.439642
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.897755
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43131
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96899
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56691
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2357
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13065
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29635
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.18332
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.94394
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.13812
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.942707
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.207164
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.525563
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.874687
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.259041
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.605927
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.017316
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.434671
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.892239
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43786
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97624
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.575
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24481
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13518
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29779
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.26509
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.91862
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.12733
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.935026
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.203551
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.521626
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.870341
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.254259
Ÿ(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.621686
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.014225
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.429645
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.88672
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44445
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98356
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58316
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25393
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13916
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29177
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.35695
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.89168
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.12011
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.927354
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.199741
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.517488
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.865785
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.249214
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.630921
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.009634
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.424598
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.881173
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44456
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9909
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59137
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26315
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1426
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28541
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.45222
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.86336
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.10906
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.919704
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.195742
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.513138
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.860961
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.243893
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.626713
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.005054
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.419542
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.877645
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44333
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99832
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59962
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27243
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14208
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28405
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.55098
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.83878
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.09419
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.912006
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.191574
¡(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.508523
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.855937
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.231956
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.622496
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.000415
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.414495
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.876381
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44193
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00576
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6079
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28174
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13554
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28185
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.65318
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.81251
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.07554
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.904337
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.187199
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.503721
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.850658
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.213923
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.618256
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.995786
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.409369
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.874903
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44026
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01324
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6163
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29111
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12852
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27882
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.7574
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.78384
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.06318
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.896667
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.182599
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.498743
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.839818
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.195753
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.614003
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.99112
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.404286
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.873273
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43839
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02076
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62468
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29578
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12105
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27494
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.86536
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.75281
¨(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.07626
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.889008
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.177869
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.493535
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.823204
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.177507
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.599081
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.986486
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.399163
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.871414
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43634
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02834
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63311
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29922
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11314
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27029
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95418
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.71945
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.08491
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.884161
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.172899
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.48407
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.806506
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.159216
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.58022
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.981804
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.394011
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.869377
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43406
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03596
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6392
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3027
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10476
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2648
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92995
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.68985
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.08913
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.879458
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.167767
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.468733
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.789691
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.140794
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.56111
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.977093
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.388867
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.867174
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43155
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04361
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64239
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30627
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09591
¦(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25853
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90871
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.66389
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.06752
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.874561
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.159974
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.453292
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.772859
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.122351
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.541754
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.972393
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.38373
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.864765
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42887
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05093
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64563
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30993
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10211
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25138
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88541
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.63541
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.04145
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.869511
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.145707
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.437776
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.755919
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.103775
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.522131
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.967703
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.378544
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.862163
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.426
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05394
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64897
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31361
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10963
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24347
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86001
(402.49, 12.36, 331.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.60446
