¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
”(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.819234
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.220522
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.487144
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.775407
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.087804
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.426094
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.795288
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.199753
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.641974
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07731
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55545
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08296
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6678
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16756
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68676
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03102
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39656
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78532
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18693
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56212
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96001
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38262
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83222
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17535
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64297
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.60801
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.144964
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.737616
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.964462
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.211077
ˆ(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.476004
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.761806
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.07163
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.408459
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.776039
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.178653
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.621467
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07111
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54862
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07541
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65142
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13087
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65348
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08311
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45167
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84379
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22107
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59817
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99806
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42288
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8749
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.28449
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55888
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.514769
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.726926
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.954364
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.198903
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.462364
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.747068
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.055595
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.391055
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.756987
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.157747
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.598435
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06517
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54211
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06823
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61853
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09517
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61458
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13689
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50867
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89911
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25701
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63609
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03817
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46532
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92829
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59446
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76466
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.504642
†(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.71604
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.942739
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.186358
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.448858
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.732466
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.039755
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.373748
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.738106
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.137039
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.575646
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05957
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53592
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06138
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58654
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06046
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57671
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1412
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56755
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93498
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29478
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67593
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09983
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56154
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05484
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.77994
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9775
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.494589
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.705279
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.93117
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.173946
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.435438
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.717945
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.024024
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.356652
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.719443
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.116546
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.553042
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03506
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53003
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05488
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55546
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02666
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53992
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10095
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62828
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97425
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36265
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77552
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21512
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68414
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25496
‡(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97164
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.19776
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.484631
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.694605
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.919737
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.161615
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.422179
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.703583
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.008429
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.339727
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.700931
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.096279
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.530725
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01033
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52448
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04873
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5252
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99385
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50415
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06189
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69298
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07417
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46837
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88752
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33409
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81131
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46627
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18052
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.474763
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.684047
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.908392
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.149426
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.408997
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.689373
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.993031
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.32291
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.682603
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.076161
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.508593
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.985867
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51524
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04292
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49582
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96196
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4806
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08223
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70052
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17707
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57726
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00299
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45674
ı(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01289
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68514
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41911
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.88432
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.146776
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.424248
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.722635
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.044363
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.374088
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.68824
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1273
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64987
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2311
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.25775
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.2415
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.25749
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.63833
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.893423
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.162786
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.447534
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.747728
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.071416
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.39451
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.758817
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24198
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7772
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09794
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.48441
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.42809
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.32237
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.69238
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.902569
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.172606
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.46308
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.772987
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.0987
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.416739
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.86476
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35917
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90743
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57386
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.65863
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.57173
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.42272
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.82904
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.911745
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.18248
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.473692
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.787774
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.12622
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.514913
…(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.972914
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47889
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04072
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01429
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.83631
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.62249
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.54548
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.91607
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.920948
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.192388
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.484359
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.799278
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.153733
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.614944
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08331
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60124
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3679
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.05237
(425.13, 9.55, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.9207
