¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.79795
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.949535
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.177624
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.426464
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.696358
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.991007
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.314722
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.664486
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.050363
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.47703
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.955592
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.491834
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.10183
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.79575
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.59072
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36679
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47198
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77893
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.34827
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.26746
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.40097
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.00186
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.88013
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.86585
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.6127
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.743173
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.88199
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.029952
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.188943
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.358951
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.540203
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.735031
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.94498
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.172558
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.420965
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.690373
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.984466
§(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.307458
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.656596
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.041641
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.467497
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.944931
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.480011
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08842
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.78078
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.57443
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34782
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44972
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75249
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31629
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.22799
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.61776
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.83054
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.17899
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.80825
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.610223
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.740543
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.879194
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.026971
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.1857
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.355445
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.536442
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.730988
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.940621
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.167699
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.415693
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.684636
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.978197
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.30049
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.649048
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.033298
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.458382
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.934745
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.468717
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07561
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7665
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38831
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32989
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42871
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72748
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.28606
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.19069
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.57065
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.62865
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.37494
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.607863
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.738035
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.876526
‘(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.024128
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.1826
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.352096
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.532851
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.727127
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.93646
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.163045
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.410651
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.679144
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.972199
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.293816
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.641842
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.025332
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.449689
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.925027
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.457948
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.0634
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7529
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37374
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31299
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40888
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70394
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2576
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.15561
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.52633
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.57087
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.605614
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.735648
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.873986
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.021421
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.17964
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.348905
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.529429
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.723448
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.932495
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.158596
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.405834
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.673903
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.966472
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.287439
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.634977
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.017745
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.441414
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.915779
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.447704
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.05178
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53123
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36002
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29712
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39028
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68184
‘(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.23085
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.12265
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.4847
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.47968
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.60348
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.733382
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.871575
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.018853
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.176821
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.345874
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.526179
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.719953
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.928727
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.154354
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.401245
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.668908
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.961016
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.281353
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.628454
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.010536
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.433558
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.907
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.437984
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.04076
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52145
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34724
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28227
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37287
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66115
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.20592
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.0919
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.44585
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.35982
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.601461
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.731237
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.869294
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.016421
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.174145
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.342999
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.523097
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.71664
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.925157
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.150414
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.396883
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.664159
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.955829
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.275564
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.622271
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.003704
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.426117
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.898685
®(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.428785
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77034
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51241
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33527
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26846
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35665
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64187
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18266
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.06326
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.40974
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.24446
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.599554
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.729213
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.867142
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.014128
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.171609
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.340282
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.520183
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.713509
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.921782
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.146766
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.392746
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.659658
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.950912
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.270066
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.616426
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.997245
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.41909
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.890835
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11313
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76304
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50408
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32423
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25564
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34166
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62406
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.16113
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.03673
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.37626
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.13344
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.597762
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.72731
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.865117
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.011971
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.169215
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.337723
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.517438
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.710559
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.918602
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.143331
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.388836
°(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.655404
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.946266
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.264862
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.61092
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.991163
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.412479
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.88345
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10722
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75637
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49139
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30647
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24382
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32782
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60761
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14125
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.01233
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.3455
(419.61, 8.44, 365.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.02671
