¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ğ(337.94, 7.59, 333.08) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.934391
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.78951
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.071657
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.285284
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.515501
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.764272
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.036414
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.335514
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.662367
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.019487
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.411983
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.844186
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.314928
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.843931
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44867
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13998
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.92817
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.82162
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.86346
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.12806
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.60301
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.4577
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.1628
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.78292
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.071415
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.285025
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.51522
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.763967
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.036525
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.335635
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.662501
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.019668
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.412185
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.8437
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.31439
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.84312
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44775
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13931
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.92757
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.81996
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.86084
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.12489
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.60357
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.45549
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.18642
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.77619
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.071164
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.284753
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.514928
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.763652
í(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.036605
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.335724
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.662595
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.019818
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.412351
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.843205
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.313841
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.842262
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44679
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13857
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.92692
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.81829
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.8581
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.12159
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.60395
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.45317
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.20975
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.76929
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.070904
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.284475
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.514627
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.763326
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.036655
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.335779
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.662654
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.019934
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.412478
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.842704
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.313281
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.841361
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44577
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13776
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.9262
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.81659
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.85524
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.11814
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.60415
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.45073
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.22665
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.76222
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.070637
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.284187
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.514317
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.76299
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.036676
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.335802
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.662681
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.02002
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.412571
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.842194
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.312714
å(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.840417
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4447
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13687
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.92543
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.81486
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.85227
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.11457
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.60417
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.44818
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.23186
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.75501
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.070361
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.28389
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.513995
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.762642
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.036667
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.33579
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.662668
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.020071
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.412628
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.841675
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.312137
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.839428
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44358
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13591
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.92459
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.81312
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.84918
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.11085
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.604
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.44551
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.23759
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.74763
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.070078
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.283585
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.513667
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.762286
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.036627
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.335747
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.66262
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.02009
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.41265
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.841149
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.31155
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.838398
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44252
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13488
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.9237
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.81136
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.84597
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.107
î(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.60365
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.44273
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.24385
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.069786
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.283271
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.513329
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.761921
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.036559
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.335672
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.662538
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.02008
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.412639
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.840612
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.310956
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.837324
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44155
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13377
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.92275
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.80958
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.84265
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.10302
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.60312
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.43984
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.25063
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.069486
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.282949
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.51298
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.761759
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.036458
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.335564
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.66242
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.020034
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.412588
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.84007
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.310351
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.836205
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44051
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13258
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.92173
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.80777
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.83922
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.0989
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.60242
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.43683
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.67846
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.37556
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.069179
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.282618
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.512624
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.761641
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.03633
ñ(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.335423
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.662266
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.019957
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.412503
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.839519
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.309739
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.835047
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43941
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13133
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.92067
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.80594
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.83567
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.09465
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.60153
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.43372
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.93954
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.30764
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.068863
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.282279
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.512257
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.761495
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.03617
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.335248
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.662075
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.019848
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.412383
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.838961
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.309116
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.833842
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43824
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.91953
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.8041
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.83201
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.09027
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.60046
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.65341
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.74143
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.38728
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.068541
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.281931
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.511881
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.761321
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.03598
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.335041
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.661849
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.019707
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.412227
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.838394
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.308487
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.832945
ó(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43701
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.1286
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.91835
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.80223
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.82824
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.08576
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.59921
(338.00, 7.50, 334.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.63051
