¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¨(338.91, 6.88, 312.53) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 9.597088
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.256928
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.906343
(338.45, 6.89, 312.73) (324.96, 1.25, 332.60) (0.81, 2.16, 0.81) Human 10.06492
(338.45, 6.89, 312.73) (324.96, 1.25, 332.60) (0.81, 2.16, 0.81) Human 9.929234
(338.45, 6.89, 312.73) (324.96, 1.25, 332.60) (0.81, 2.16, 0.81) Human 9.875139
(338.45, 6.89, 312.73) (324.96, 1.25, 332.60) (0.81, 2.16, 0.81) Human 9.851684
(338.45, 6.89, 312.73) (324.96, 1.25, 332.60) (0.81, 2.16, 0.81) Human 9.830316
(338.45, 6.89, 312.73) (324.96, 1.25, 332.60) (0.81, 2.16, 0.81) Human 9.810539
(338.45, 6.89, 312.73) (324.96, 1.25, 332.60) (0.81, 2.16, 0.81) Human 9.792305
(338.45, 6.89, 312.73) (324.96, 1.25, 332.60) (0.81, 2.16, 0.81) Human 9.775657
(338.45, 6.89, 312.73) (324.96, 1.25, 332.60) (0.81, 2.16, 0.81) Human 9.760531
(338.45, 6.89, 312.73) (324.96, 1.25, 332.60) (0.81, 2.16, 0.81) Human 9.746937
(338.45, 6.89, 312.73) (324.96, 1.25, 332.60) (0.81, 2.16, 0.81) Human 9.734842
(338.45, 6.89, 312.73) (324.96, 1.25, 332.60) (0.81, 2.16, 0.81) Human 9.724274
(338.45, 6.89, 312.73) (324.96, 1.25, 332.60) (0.81, 2.16, 0.81) Human 9.715214
(338.45, 6.89, 312.73) (324.96, 1.25, 332.60) (0.81, 2.16, 0.81) Human 9.707618
(338.45, 6.89, 312.73) (324.96, 1.25, 332.60) (0.81, 2.16, 0.81) Human 9.708407
(338.45, 6.89, 312.73) (324.96, 1.25, 332.60) (0.81, 2.16, 0.81) Human 9.745522
(338.45, 6.89, 312.73) (324.96, 1.25, 332.60) (0.81, 2.16, 0.81) Human 9.838882
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 16.51407
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 16.51215
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 16.51269
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 16.5157
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.504488
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.727749
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.967952
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.227074
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.51557
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.885331
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.294677
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.721433
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.260012
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.909868
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8413
(338.45, 6.89, 312.73) (324.96, 1.25, 332.60) (0.81, 2.16, 0.81) Human 9.996696
(338.45, 6.89, 312.73) (324.96, 1.25, 332.60) (0.81, 2.16, 0.81) Human 9.93049
(338.45, 6.89, 312.73) (324.96, 1.25, 332.60) (0.81, 2.16, 0.81) Human 9.904981
(338.45, 6.89, 312.73) (324.96, 1.25, 332.60) (0.81, 2.16, 0.81) Human 9.882148
Ë(338.45, 6.89, 312.73) (324.96, 1.25, 332.60) (0.81, 2.16, 0.81) Human 9.860985
(338.45, 6.89, 312.73) (324.96, 1.25, 332.60) (0.81, 2.16, 0.81) Human 9.841384
(338.45, 6.89, 312.73) (324.96, 1.25, 332.60) (0.81, 2.16, 0.81) Human 9.823436
(338.45, 6.89, 312.73) (324.96, 1.25, 332.60) (0.81, 2.16, 0.81) Human 9.806993
(338.45, 6.89, 312.73) (324.96, 1.25, 332.60) (0.81, 2.16, 0.81) Human 9.792106
(338.45, 6.89, 312.73) (324.96, 1.25, 332.60) (0.81, 2.16, 0.81) Human 9.778802
(338.45, 6.89, 312.73) (324.96, 1.25, 332.60) (0.81, 2.16, 0.81) Human 9.766973
(338.45, 6.89, 312.73) (324.96, 1.25, 332.60) (0.81, 2.16, 0.81) Human 9.756737
(338.45, 6.89, 312.73) (324.96, 1.25, 332.60) (0.81, 2.16, 0.81) Human 9.747966
(338.45, 6.89, 312.73) (324.96, 1.25, 332.60) (0.81, 2.16, 0.81) Human 9.74871
(338.45, 6.89, 312.73) (324.96, 1.25, 332.60) (0.81, 2.16, 0.81) Human 9.791042
(338.45, 6.89, 312.73) (324.96, 1.25, 332.60) (0.81, 2.16, 0.81) Human 9.906744
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 16.60059
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 16.59866
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 16.59921
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 16.60224
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.505582
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.728925
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.96924
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.228491
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.524015
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.89464
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.295366
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.713324
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.262598
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.912843
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87816
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97895
(338.45, 6.89, 312.73) (324.96, 1.25, 332.60) (0.81, 2.16, 0.81) Human 10.06612
(338.45, 6.89, 312.73) (324.96, 1.25, 332.60) (0.81, 2.16, 0.81) Human 10.03186
(338.45, 6.89, 312.73) (324.96, 1.25, 332.60) (0.81, 2.16, 0.81) Human 10.00553
(338.45, 6.89, 312.73) (324.96, 1.25, 332.60) (0.81, 2.16, 0.81) Human 9.980908
(338.45, 6.89, 312.73) (324.96, 1.25, 332.60) (0.81, 2.16, 0.81) Human 9.958146
(338.45, 6.89, 312.73) (324.96, 1.25, 332.60) (0.81, 2.16, 0.81) Human 9.937113
(338.45, 6.89, 312.73) (324.96, 1.25, 332.60) (0.81, 2.16, 0.81) Human 9.91781
(338.45, 6.89, 312.73) (324.96, 1.25, 332.60) (0.81, 2.16, 0.81) Human 9.900162
(338.45, 6.89, 312.73) (324.96, 1.25, 332.60) (0.81, 2.16, 0.81) Human 9.884218
(338.45, 6.89, 312.73) (324.96, 1.25, 332.60) (0.81, 2.16, 0.81) Human 9.869894
(338.45, 6.89, 312.73) (324.96, 1.25, 332.60) (0.81, 2.16, 0.81) Human 9.857172
(338.45, 6.89, 312.73) (324.96, 1.25, 332.60) (0.81, 2.16, 0.81) Human 9.846117
(338.45, 6.89, 312.73) (324.96, 1.25, 332.60) (0.81, 2.16, 0.81) Human 9.847525
(338.45, 6.89, 312.73) (324.96, 1.25, 332.60) (0.81, 2.16, 0.81) Human 9.912665
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 16.69495
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 16.69053
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 16.68859
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 16.68915
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 16.6922
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.506699
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.730158
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.970543
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.229856
­(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.532263
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.903804
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.287924
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.705109
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.264706
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.915243
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91323
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0013
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86307
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79688
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81559
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.0608
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.47737
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.17114
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.16203
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.13615
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 16.99771
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 16.97793
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 16.83136
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 16.81683
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 16.80484
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 16.79536
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 16.78841
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 16.78396
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 16.78202
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 16.78258
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 16.78565
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.507866
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.731371
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.971861
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.23129
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.540368
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.903202
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.280375
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.696742
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.265549
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.917089
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94641
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02339
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87216
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81395
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84207
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09548
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51858
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.22083
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.38429
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.35883
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.09593
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.07605
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 16.92863
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 16.91402
¨(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 16.90196
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 16.89244
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 16.88545
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 16.88098
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 16.87903
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 16.8796
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 16.88269
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.509007
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.732604
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.973172
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.232715
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.548282
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.896237
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.272744
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.688252
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.264137
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.918378
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97766
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04057
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.881
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83089
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86829
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13011
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55966
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.44275
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.35645
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.33172
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.19788
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.17788
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.02959
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.0149
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.00277
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 16.99319
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 16.98616
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 16.98167
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 16.97972
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 16.9803
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 16.98341
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.51016
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.733844
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.974552
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.234184
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.547183
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.889173
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.26495
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.679658
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.262164
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.919097
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.007
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.048
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8895
¾(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84773
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89425
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16459
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6006
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.48255
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.43958
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.41353
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.30364
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.28352
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.13433
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.11955
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.10736
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.09772
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.09066
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.08614
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.08418
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.08477
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.0879
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.511313
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.735117
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.975897
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.235657
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.540675
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.882041
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.257079
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.670959
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.25963
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.919236
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03432
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05514
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89769
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86442
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91997
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19893
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64141
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.58662
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.53905
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.51176
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.41333
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.3931
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.24295
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.22809
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.21582
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.20613
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.19903
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.19449
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.19252
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.19312
(338.45, 6.89, 312.73) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.19628
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.512506
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.736373
§(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.977262
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.222919
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.53405
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.874818
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.249118
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.66214
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.25648
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.918833
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05964
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06198
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90558
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87828
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94541
