¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¶(325.85, 7.56, 366.67) (347.00, 0.43, 382.73) (0.61, 0.87, 0.61) Tools 12.05693
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.28278
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.28068
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.28145
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.984694
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.20123
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.427671
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.662299
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.914428
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.193781
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.503363
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.841262
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.211878
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.613236
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.068398
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.581697
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.15597
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.81572
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.58268
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.46131
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.45862
ì(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.70802
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.23595
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.1999
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.4756
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.28138
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.25909
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.23972
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.22325
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.20967
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.19898
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.19116
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.18621
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.18412
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.1849
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.981428
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.197708
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.423359
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.657521
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.909262
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.188914
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.498018
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.835408
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.205485
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.606183
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.061203
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.573478
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.14673
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.80528
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.5698
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.44502
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.4391
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.68223
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.19904
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.14922
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.41212
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.18809
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.1659
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.14664
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.13026
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.11675
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.10612
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.09835
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.09343
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.09137
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.09215
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.978137
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.19394
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.419051
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.652783
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.90414
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.18405
Ô(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.492686
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.829564
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.199132
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.599174
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.054006
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.565265
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.1375
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7948
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.55684
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.42872
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.41962
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.65632
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.16203
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.09873
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.34894
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.09852
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.07646
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.05728
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.04099
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.02756
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.01698
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.00926
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.00437
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.00233
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.00311
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.974822
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.189946
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.414745
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.648088
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.899064
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.17919
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.487367
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.823771
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.192814
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.592203
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.046806
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.557064
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12827
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.78427
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.54382
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.41243
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.40017
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.63029
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.12492
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.04849
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.28608
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.01262
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.99066
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.97158
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.95537
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.94201
Ë(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.93149
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.92381
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.91895
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.91692
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.91771
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.97148
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.185957
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.410443
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.643436
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.894034
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.174332
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.48206
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.818079
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.186534
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.585274
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.039607
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.548877
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.11905
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.77369
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.53072
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.39613
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.38075
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.60415
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.08772
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.99847
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.22361
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.9303
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.90844
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.88946
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.87332
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.86003
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.84956
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.84192
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.83709
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.83508
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.83588
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.968115
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.181972
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.406144
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.638827
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.889052
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.169483
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.476768
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.812391
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.180293
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.57839
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.032409
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.5407
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.10984
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76306
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.51757
ó(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.37985
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.36138
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.57789
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.05045
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.94871
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.16142
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.85149
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.82974
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.81084
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.79478
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.78155
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.77113
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.76352
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.75873
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.75673
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.75753
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.964726
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.17799
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.401852
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.634262
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.884118
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.164637
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.471492
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.806714
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.174093
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.571551
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.025214
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.532537
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.10064
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75239
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.50435
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.36357
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.34207
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.55154
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.0131
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.89921
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.09959
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.77613
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.75447
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.73565
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.71967
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.70649
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.69613
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.68856
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.68379
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.68181
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.68261
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.961314
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.174016
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.397564
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.629741
Å(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.879231
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.159799
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.466232
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.801044
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.167933
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.564981
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.018022
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.52439
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09145
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.74168
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.49108
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.3473
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.32281
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.52509
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.97569
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.84994
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.03813
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.70416
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.68259
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.66385
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.64792
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.63481
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.62449
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.61696
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.61222
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.61025
(325.44, 7.53, 366.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.61106
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.95788
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.170044
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.393284
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.625266
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.874393
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.154969
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.460989
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.795383
