¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ö(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.817641
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.591882
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.671978
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.884916
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.405788
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.520173
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.569649
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.554259
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.542492
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.531599
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.521572
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.512402
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.504082
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.496607
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.579036
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.57324
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.587555
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.603285
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.619946
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.637551
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.656113
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.675648
ç(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.696169
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.7177
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.722494
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.696606
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.673045
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.650518
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.631613
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.615605
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.600522
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.586352
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.597919
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.729894
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.487164
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.488552
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.495599
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.55535
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.530303
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.518587
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.50774
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.497756
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.488626
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.480342
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.472899
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.761997
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.74996
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.765899
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.783033
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.802228
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.822422
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.843634
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.865877
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.889174
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.913543
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.705242
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.680695
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.6572
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.634737
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.614642
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.598667
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.583615
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.631365
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.478547
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.471305
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.464872
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.466725
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.480943
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.594274
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.50737
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.495704
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.484903
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.47496
í(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.465867
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.457617
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.450205
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.969081
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.958271
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.971079
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.990783
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.011514
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.033294
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.05614
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.080069
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.105075
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.131207
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.690198
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.665716
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.642283
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.619878
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.598588
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.582646
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.474278
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.465364
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.457265
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.449989
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.443544
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.498092
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.611629
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.730826
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.485444
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.473823
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.463065
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.453162
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.444105
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.435889
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.428506
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.683319
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.677311
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.672163
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.667868
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.664425
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.66183
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.660082
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.59152
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.591464
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.592241
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.712174
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.696546
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.681849
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.505591
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.484066
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.463738
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.453976
ã(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.44502
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.465669
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.516562
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.56925
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.630482
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.749887
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.875363
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.464503
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.452926
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.44221
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.432344
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.423322
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.415137
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.407782
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.661623
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.655638
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.650509
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.64623
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.6428
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.640216
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.638475
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.570174
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.570118
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.570894
(337.02, 7.52, 342.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.571225
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.531442
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.507976
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.485524
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.48163
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.488
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.533007
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.584094
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.636944
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.691643
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.748281
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.806932
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.895978
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.247181
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.44453
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.432996
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.422318
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.412489
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.403501
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.395345
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.388018
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.640929
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.634966
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.629857
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.625594
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.622177
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.619602
â(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.617867
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.549816
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.54976
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.550532
(337.02, 7.52, 342.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.586204
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.675958
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.680347
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.685803
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.69262
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.700303
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.708863
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.762316
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.819254
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.878217
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.939281
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.257174
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.240751
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.225341
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.425511
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.414018
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.403377
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.393582
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.384624
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.376498
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.369195
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.710872
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.713814
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.717614
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.722274
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.727796
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.734186
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.741447
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.749587
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.758609
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.768525
(337.02, 7.52, 342.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.600661
(337.02, 7.52, 342.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.99295
(337.02, 7.52, 342.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.436006
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.915832
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.92337
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.931814
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.941171
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.952958
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.291595
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.272118
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.216043
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.2363
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.219934
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.419744
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.407429
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.395973
Ù(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.385368
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.382686
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.382626
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.383368
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.384915
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.864993
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.162672
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.156176
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.150758
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.146413
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.143141
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.140936
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.139797
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.139725
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.140719
(337.02, 7.52, 342.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.614583
(337.02, 7.52, 342.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.00865
(337.02, 7.52, 342.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.453845
(337.02, 7.52, 342.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.961834
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.780172
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.750431
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.722447
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.695811
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.271606
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.252193
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.196939
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.216492
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.200178
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.18487
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.64035
(337.02, 7.52, 342.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.638199
