¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
º(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.350797
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.590215
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.927299
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.297075
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.704342
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.155093
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.358962
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.558182
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.767594
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.987898
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21991
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46458
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93679
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5103
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84694
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.282486
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.507221
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.749684
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.011992
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.296643
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.606572
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.945235
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.316773
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.726109
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.11661
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.304
º(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.500738
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.707457
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.924875
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15377
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39507
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67467
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21982
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14696
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.29347
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.519067
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.762444
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.025839
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.311696
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.623013
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.963223
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.336538
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.747942
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.06538
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.250509
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.444818
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.648895
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.863527
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08944
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32753
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57874
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94425
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51927
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52038
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.304444
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.530875
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.775242
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.039725
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.32677
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.639479
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.981229
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.356358
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.769852
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.015463
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.198422
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.390331
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.591947
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.803842
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02687
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26185
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50972
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77149
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22924
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74373
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.315448
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.542748
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.788084
µ(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.053592
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.341889
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.655935
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.999318
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.376235
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.7918
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.966883
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.147679
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.337339
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.536481
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.745799
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.966021
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19798
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44261
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70088
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97394
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0505
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.326465
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.554611
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.800928
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.067526
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.357017
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.672451
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.0174
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.396137
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.748997
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.919579
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.098297
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.285763
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.482536
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.689351
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.906859
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1359
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37738
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6323
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90171
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3429
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43401
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.337504
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.566503
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.813765
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.081451
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.372182
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.689013
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.035553
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.416074
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.704828
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.873502
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.050256
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.233887
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.415425
¼(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.605712
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.805382
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01499
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23536
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46724
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71148
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96908
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25484
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31765
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.348522
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.578398
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.826619
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.095397
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.387351
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.705604
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.053215
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.431555
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.614939
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.758119
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.91826
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.085758
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.261069
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.444731
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.637298
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.839363
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05164
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27481
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50974
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75733
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02533
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31902
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20284
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.359545
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.590309
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.839467
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.109354
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.400125
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.716175
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.061703
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.440923
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.556106
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.656418
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.781202
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.943136
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.112556
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.289937
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.475833
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.670748
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.875387
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09041
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31658
µ(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55472
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8062
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08791
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38644
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0902
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.370595
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.601258
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.848681
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.116479
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.407226
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.723932
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.070139
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.40364
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.498946
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.597754
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.700204
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.806477
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.969612
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.14107
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.320614
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.508826
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.706266
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.913589
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1315
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36078
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60231
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86731
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15368
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45734
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98023
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.377137
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.606782
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.854672
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.122965
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.414276
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.731603
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.07858
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.349557
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.443473
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.540786
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.64172
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.746372
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.854937
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.99775
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.171343
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.353182
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.543799
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.743913
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.954048
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17501
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40761
¶(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65656
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93158
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22287
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53186
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87335
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.382273
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.61235
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.860647
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.129423
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.421293
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.739305
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.087004
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.297
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.389542
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.485494
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.584948
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.688038
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.794992
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.905974
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.027687
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.203475
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.387727
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.58094
