¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Û(393.44, 7.05, 360.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.326483
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.764253
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.885658
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.012131
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.143975
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.28146
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.424952
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.574806
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.731451
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.93008
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.207816
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.52483
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.865934
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23401
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63223
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.00672
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.113118
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.224255
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.340483
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.462143
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.589542
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.723084
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.863232
…(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.007852
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.098623
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.192871
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.29075
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.392453
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.49818
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.608107
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.722475
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.841572
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.96554
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.094741
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.229455
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.370006
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.516742
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.669998
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.82716
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.971079
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.296802
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.620086
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.968263
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34413
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75119
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.062746
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.171394
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.28495
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.403742
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.528096
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.658402
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.795085
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.938495
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.070218
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.162833
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.258996
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.358895
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.462679
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.570591
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.682884
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.799712
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.921333
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.048012
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.180095
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.317842
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.461539
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.600511
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.727806
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.860291
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.998216
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.388744
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.718655
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07414
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45826
…(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87449
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.06502
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.231196
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.347268
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.468706
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.595891
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.729198
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.869057
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.015931
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.134458
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.228943
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.327098
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.429071
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.535092
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.645314
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.759999
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.879398
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.003685
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.133213
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.26823
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.39098
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.509658
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.633017
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.761321
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.894844
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.033873
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.437325
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.820567
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18376
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57643
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0023
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.060504
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.239889
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.411205
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.535437
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.665539
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.802014
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.94521
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.095651
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.200586
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.297087
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.397327
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.501493
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.609778
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.722389
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.839588
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.961625
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.088733
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.197104
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.307876
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.422942
…(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.542563
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.666891
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.796265
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.930924
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.07112
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.456147
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.926043
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29723
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6989
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13492
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.056127
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.235207
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.426246
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.603982
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.737164
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.876864
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.023566
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.173803
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.268724
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.367279
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.469656
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.576086
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.686757
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.801905
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.917582
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.017374
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.120956
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.228471
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.340158
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.456197
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.576777
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.702217
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.832703
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.968466
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.10989
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.47631
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.961433
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41473
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82585
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27247
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.051881
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.230659
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.421377
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.625148
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.810781
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.953876
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.104199
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.24194
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.338884
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.439575
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.544225
ü(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.653025
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.757176
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.85068
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.947653
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.048264
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.152733
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.26115
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.373812
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.49081
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.61245
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.738993
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.870585
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.007607
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.150308
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.497674
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.985056
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52684
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95744
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.047727
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.226257
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.41671
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.62016
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.837992
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.033084
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.187226
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.31209
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.411182
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.514103
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.608164
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.695826
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.786782
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.881074
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.978867
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.080405
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.185751
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.295129
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.408726
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.5268
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.649543
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.777166
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.910034
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.048307
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.192346
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.520302
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01011
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5547
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09391
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.04373
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.222
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.412152
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.615286
†(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.832747
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.06611
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.272708
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.38434
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.469612
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.551984
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.637334
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.725795
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.817514
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.912637
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.011344
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.113705
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.220011
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.330394
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.445024
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.564177
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.688085
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.816904
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.950971
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.090586
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.236026
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.544218
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03658
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58413
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19665
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.039835
