¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
œ (398.50, 14.70, 306.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.955208
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.381963
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.899992
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48024
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11084
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77545
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52664
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38281
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13906
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9391
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83764
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72617
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.65377
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.75946
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.38327
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.39627
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.56551
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.264723
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.580629
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.479227
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.897893
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.361052
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.876575
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45392
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08108
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74193
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4932
•(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35096
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10238
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89803
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79136
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66762
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.59707
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.72819
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.30038
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.32211
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.42797
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.249799
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.564308
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.462297
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.878761
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.339781
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.852847
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42719
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05316
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71581
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46503
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3076
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06595
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85731
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73747
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.60147
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.54133
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.69714
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.2179
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.25622
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.27904
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.234711
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.547813
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.44472
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.859344
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.318227
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.82877
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40015
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03087
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69068
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43646
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25672
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01798
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81693
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67905
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53635
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.4866
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.6663
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.17228
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.18981
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.1593
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.219462
¤(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.04557
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.426916
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.839673
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.29637
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.804363
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37274
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99868
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66524
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40757
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20619
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96133
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77683
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62149
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47217
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.4236
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.62753
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.09553
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.12288
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.03933
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.204062
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.03216
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.408857
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.819694
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.274199
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.77964
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34494
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96493
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63945
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37835
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15597
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90509
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73717
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56473
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40895
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35274
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.56239
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.02565
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.05549
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.9261
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.188509
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.019964
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.390558
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.799488
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.251774
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.754594
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31683
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93086
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61341
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34876
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1061
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84924
©(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68406
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50884
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3467
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.28297
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.49794
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.98266
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.99199
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.81305
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.666798
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.007494
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.372041
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.779028
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.229053
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.729252
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28841
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89661
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57884
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3189
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0566
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79381
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6216
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45374
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.28537
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.21429
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.43413
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.93923
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.94098
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.74593
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.655167
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.994771
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.356216
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.758312
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.206086
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.703624
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25967
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86209
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53975
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28872
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00747
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73884
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57667
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39951
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.225
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.1467
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37096
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.89535
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.88949
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.67833
(399.84, 14.59, 307.07) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 24.53358
(399.84, 14.59, 307.07) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 24.5489
(399.84, 14.59, 307.07) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 24.58154
Â(399.84, 14.59, 307.07) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 24.6249
(399.84, 14.59, 307.07) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 24.67383
(399.84, 14.59, 307.07) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 24.73322
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.643358
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.980923
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.340468
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.737389
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.182864
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.677713
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23011
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82733
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50042
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2582
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95865
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69845
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53669
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33919
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16555
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.08487
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.30848
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.85107
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.83755
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.60733
(399.84, 14.59, 307.07) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 24.34803
(399.84, 14.59, 307.07) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 24.34123
(399.84, 14.59, 307.07) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 24.35814
(399.84, 14.59, 307.07) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 24.39023
(399.84, 14.59, 307.07) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 24.43281
(399.84, 14.59, 307.07) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 24.4792
(399.84, 14.59, 307.07) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 24.52943
(399.84, 14.59, 307.07) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 24.58355
(399.84, 14.59, 307.07) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 24.64407
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.63131
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.96639
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.324532
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.717779
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.159386
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.651571
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19901
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79239
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46086
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2196
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92194
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66315
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49682
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2792
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10703
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03114
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.24667
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.77094
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.78515
Ì(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.5176
(399.84, 14.59, 307.07) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 24.19177
(399.84, 14.59, 307.07) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 24.18332
(399.84, 14.59, 307.07) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 24.18286
(399.84, 14.59, 307.07) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 24.20544
(399.84, 14.59, 307.07) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 24.24726
(399.84, 14.59, 307.07) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 24.29384
(399.84, 14.59, 307.07) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 24.34882
(399.84, 14.59, 307.07) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 24.40769
(399.84, 14.59, 307.07) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 24.47051
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.619022
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.951658
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.308372
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.69997
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.135652
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.625135
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1677
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75719
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42111
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17968
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89055
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62797
(399.84, 14.59, 307.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45716
