¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Þ(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63381
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.482144
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.679907
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.893385
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.125395
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.377083
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.650437
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.949719
ß(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.278364
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.640198
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.046762
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.492603
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.996486
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.559234
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.1969
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71978
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60731
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64249
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86529
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.33156
(331.05, 7.84, 366.58) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.25828
(331.05, 7.84, 366.58) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.2397
(331.05, 7.84, 366.58) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.22343
(331.05, 7.84, 366.58) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.20946
(331.05, 7.84, 366.58) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.19779
(331.05, 7.84, 366.58) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.18841
(331.05, 7.84, 366.58) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.18129
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.684164
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.823972
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.973147
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.131579
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.299432
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.47963
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.677198
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.89046
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.122024
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.373585
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.646624
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.945394
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.273736
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.635086
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.040684
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.485817
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.988274
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.54907
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9348
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70176
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58644
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61803
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83622
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29641
(331.05, 7.84, 366.58) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.3054
(331.05, 7.84, 366.58) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.28674
(331.05, 7.84, 366.58) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.27039
(331.05, 7.84, 366.58) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.25636
(331.05, 7.84, 366.58) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.24462
(331.05, 7.84, 366.58) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.23517
(331.05, 7.84, 366.58) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.22801
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.682331
°(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.822019
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.971062
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.129937
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.297674
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.477597
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.67462
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.887675
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.118801
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.370256
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.642992
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.941264
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.269327
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.630217
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.034879
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.479339
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.98041
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.540179
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91962
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68435
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56625
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59439
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80811
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26252
(331.05, 7.84, 366.58) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.35513
(331.05, 7.84, 366.58) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.33637
(331.05, 7.84, 366.58) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.31994
(331.05, 7.84, 366.58) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.30583
(331.05, 7.84, 366.58) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.29402
(331.05, 7.84, 366.58) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.28452
(331.05, 7.84, 366.58) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.2773
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.680621
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.820158
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.969077
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.128281
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.29604
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.475842
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.672174
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.885031
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.11573
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.367093
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.639544
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.937433
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.26514
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.625593
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.029191
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.473167
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.972899
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.531687
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90499
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66757
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54682
×(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57161
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78105
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22984
(331.05, 7.84, 366.58) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.40749
(331.05, 7.84, 366.58) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.38864
(331.05, 7.84, 366.58) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.37212
(331.05, 7.84, 366.58) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.35793
(331.05, 7.84, 366.58) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.34605
(331.05, 7.84, 366.58) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.33648
(331.05, 7.84, 366.58) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.3292
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.679083
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.818391
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.967191
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.126264
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.294528
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.47422
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.669857
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.882529
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.112808
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.363956
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.636276
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.933858
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.261172
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.621212
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.022471
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.467301
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.965735
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.523591
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89083
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65136
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52805
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54964
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75499
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1984
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.85533
(331.05, 7.84, 366.58) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.44358
(331.05, 7.84, 366.58) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.42697
(331.05, 7.84, 366.58) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.41269
(331.05, 7.84, 366.58) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.40074
(331.05, 7.84, 366.58) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.3911
(331.05, 7.84, 366.58) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.38377
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.677636
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.816718
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.965404
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.124353
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.29314
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.472733
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.66767
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.880167
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.110168
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.360943
Ö(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.633191
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.93048
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.257382
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.617074
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.016
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.46174
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.958921
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21302
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87724
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63578
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51001
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52852
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72993
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16817
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.826
(331.05, 7.84, 366.58) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.50124
(331.05, 7.84, 366.58) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.48453
(331.05, 7.84, 366.58) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.47017
(331.05, 7.84, 366.58) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.45813
(331.05, 7.84, 366.58) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.44842
(331.05, 7.84, 366.58) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.44103
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.676278
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.815136
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.963718
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.12255
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.291876
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.471376
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.665615
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.877948
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.107762
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.358093
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.630288
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.927303
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.253708
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.613178
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.011162
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.456488
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.95161
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20146
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86417
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6208
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49269
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50821
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70585
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1391
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.79818
(331.05, 7.84, 366.58) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.56167
(331.05, 7.84, 366.58) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.54486
(331.05, 7.84, 366.58) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.5304
(331.05, 7.84, 366.58) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.51828
(331.05, 7.84, 366.58) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.5085
µ(331.05, 7.84, 366.58) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.50103
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.675011
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.81365
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.96213
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.120853
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.290736
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.470152
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.663691
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.875869
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.10551
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.355407
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.627568
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.924325
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.250255
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.609526
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.00711
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.451538
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.946052
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19044
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85162
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60642
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47601
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48872
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68273
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11126
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.70555
(331.05, 7.84, 366.58) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.62492
(331.05, 7.84, 366.58) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.608
(331.05, 7.84, 366.58) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.59345
(331.05, 7.84, 366.58) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.58124
(331.05, 7.84, 366.58) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.57138
(331.05, 7.84, 366.58) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.56384
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.673834
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.812255
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.960643
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.119261
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.289175
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.46906
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.661895
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.873931
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.103411
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.352882
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.625028
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.921546
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.247018
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.606115
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.003325
