¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¿(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.539878
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43146
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85254
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3052
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37415
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72393
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96255
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.21068
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.46879
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.749216
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.872952
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.004074
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.143619
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.301249
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.85525
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.050625
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.260444
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.486312
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.730154
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.302954
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.550277
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.775007
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.014774
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.275122
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.671921
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.110098
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.586153
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86051
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23989
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64623
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08301
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1298
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40798
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63506
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87104
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.11646
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3717
è(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.754259
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.878284
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.009721
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.149226
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.305408
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.861145
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.056903
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.267199
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.493617
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.858544
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.409625
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.624992
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.854499
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.099471
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.361524
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.683458
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.122876
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.59829
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0565
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44901
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88203
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89673
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1084
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.32467
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5494
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78288
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.02565
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27816
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.759466
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.88379
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.015552
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.155412
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.684128
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.867202
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.063412
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.274168
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.501115
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.171255
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.481911
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.701783
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.9362
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.186616
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.454612
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.742122
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.136176
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88082
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26027
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68949
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18968
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82411
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03035
ğ(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24447
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4669
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.69798
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.93828
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18814
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.764839
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.889472
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.02157
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.161797
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.689966
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.873452
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.070096
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.281384
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.738576
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.345219
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.55612
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.78065
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.020213
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.276211
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.550451
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.844872
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.161685
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07945
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50483
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98874
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56708
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75098
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9552
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16723
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.38747
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61631
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85418
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.10152
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.96317
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.770375
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.895328
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.027773
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.523993
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.695959
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.879888
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.077034
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.353502
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.036907
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.416975
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.632308
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.861685
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.106542
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.368433
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.649174
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.950727
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90606
ö(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32745
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79601
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38623
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55841
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73688
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92191
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11376
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31275
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53769
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.77327
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01824
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.21285
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.776078
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.90136
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.034162
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.529811
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.702167
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.88651
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.084135
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.61604
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.283998
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.490632
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.710549
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.944958
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.195333
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.463352
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.750799
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.085773
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15694
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61097
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10225
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37977
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55183
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73013
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.915
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10668
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.30549
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51176
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72587
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.94816
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.52197
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.781946
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.907567
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.373967
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.535775
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.708511
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.893324
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.240953
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.899992
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.355222
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.566233
ø(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.790891
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.030549
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.286689
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.561012
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.876611
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99276
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43306
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9089
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12156
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37535
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5473
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7255
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91024
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10179
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.30052
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.50666
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72062
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92106
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.09657
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.787979
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.91395
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.379723
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.541902
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.715081
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.904476
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.49096
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.208002
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.428311
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.643828
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.873415
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.11849
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.380626
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.678061
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.023716
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26178
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72301
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42128
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2071
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37296
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54486
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72303
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90769
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.0992
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29779
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5039
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67096
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83875
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01257
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.794178
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.233042
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.385638
ş(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.548221
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.721791
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.125968
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.760614
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.296343
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.503307
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.723495
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.958216
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.208959
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.48928
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.818793
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09672
(391.52, 7.28, 359.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54408
