¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ë(353.29, 9.36, 316.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.722131
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.327644
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.625752
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.954432
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.318501
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.724064
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.178514
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.691156
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.273831
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.766359
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19981
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74469
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35285
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.183345
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.256641
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.333899
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.415436
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.501595
›(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.592765
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.689375
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.791906
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.900897
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.016956
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.14077
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.273118
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.414886
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.567088
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.730891
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.90764
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.0989
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.306495
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.532573
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.303371
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.599105
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.925
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.285941
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.687777
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.137784
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.645155
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.22141
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.720871
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18648
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72987
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33633
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.177128
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.250106
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.327024
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.40819
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.493951
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.584689
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.680829
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.782848
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.89128
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.006729
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.129871
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.261481
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.402432
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.55373
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.716527
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.892152
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.08215
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.288324
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.512791
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.279786
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.573195
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.896493
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.254339
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.652544
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.098312
¤(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.600597
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.170723
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.686081
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1746
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71672
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32165
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.171075
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.243744
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.320329
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.401138
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.486511
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.576828
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.672512
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.774035
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.881925
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.996781
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.119273
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.250165
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.390327
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.540748
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.702569
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.877107
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.065882
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.270679
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.493588
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.256912
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.54812
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.868833
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.223723
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.618459
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.060112
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.557487
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.121716
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.676723
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16428
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70528
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30885
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.165185
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.237554
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.313816
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.394276
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.479273
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.569183
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.664424
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.765465
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.87283
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.987111
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.108973
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.239171
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.378565
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.528137
·(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.689015
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.862497
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.050092
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.253558
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.474959
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.234725
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.523784
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.84203
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.194059
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.585439
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.023123
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.515781
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.074319
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.640826
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15543
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69545
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2979
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.159456
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.231534
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.307483
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.387606
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.472237
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.561752
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.656564
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.757138
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.863993
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.977717
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.098967
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.228494
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.367146
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.515896
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.675859
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.848321
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.034773
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.236953
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.456896
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.213233
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.500231
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.816071
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.165335
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.553465
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.987363
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.475455
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.028565
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.596904
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10802
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67831
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28883
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.153887
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.225683
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.301328
—(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.381124
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.465402
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.554533
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.648929
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.749051
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.855413
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.968596
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.089255
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.21813
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.356064
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.504018
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.663097
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.834573
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.01992
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.220855
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.439392
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.677909
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.477383
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.790929
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.137537
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.522576
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.952799
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.436511
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.984338
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.554648
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06115
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62601
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25992
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.148479
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.220002
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.295353
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.37483
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.458766
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.547525
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.641519
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.741202
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.847086
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.959747
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.079833
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.208078
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.345317
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.492502
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.650727
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.821249
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.005527
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.205261
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.42244
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.659411
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.455293
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.766638
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.110642
¥(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.492695
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.919381
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.398905
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.941672
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.514121
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01618
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57591
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24161
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.14323
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.214487
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.289553
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.368724
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.452327
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.540727
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.634331
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.73359
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.839012
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.951168
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.070699
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.198335
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.334902
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.481344
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.638743
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.808343
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.991591
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.190165
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.406032
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.641513
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.433911
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.743117
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.08464
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.46381
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.887065
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.362576
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.900501
(352.58, 9.29, 316.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.475175
