°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ú (379.80, 10.23, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.17198
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.85978
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.280973
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.735132
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.244352
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7367
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80366
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28215
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1977
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.965585
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.133667
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.314347
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.509061
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.719473
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.94752
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.195471
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.466001
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.76229
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.088147
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.448165
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.83729
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.241571
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.691373
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.196898
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6767
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73104
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16612
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89015
(379.60, 10.18, 325.69) (351.45, 3.27, 321.41) (0.81, 2.16, 0.81) Human 12.32844
(379.60, 10.18, 325.69) (351.45, 3.27, 321.41) (0.81, 2.16, 0.81) Human 12.28845
(379.60, 10.18, 325.69) (351.45, 3.27, 321.41) (0.81, 2.16, 0.81) Human 12.26732
(379.60, 10.18, 325.69) (351.45, 3.27, 321.41) (0.81, 2.16, 0.81) Human 12.24807
(379.60, 10.18, 325.69) (351.45, 3.27, 321.41) (0.81, 2.16, 0.81) Human 12.23067
È (379.60, 10.18, 325.69) (351.45, 3.27, 321.41) (0.81, 2.16, 0.81) Human 12.21518
(379.60, 10.18, 325.69) (351.45, 3.27, 321.41) (0.81, 2.16, 0.81) Human 12.20154
(379.60, 10.18, 325.69) (351.45, 3.27, 321.41) (0.81, 2.16, 0.81) Human 12.18976
(379.60, 10.18, 325.69) (351.45, 3.27, 321.41) (0.81, 2.16, 0.81) Human 12.17976
(379.60, 10.18, 325.69) (351.45, 3.27, 321.41) (0.81, 2.16, 0.81) Human 12.17166
(379.60, 10.18, 325.69) (351.45, 3.27, 321.41) (0.81, 2.16, 0.81) Human 12.1722
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.961057
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.128807
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.309116
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.503419
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.713367
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.940894
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.188255
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.458115
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.753639
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.078612
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.437608
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.802221
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.202697
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.649676
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.846041
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61717
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65886
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05081
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58938
(379.60, 10.18, 325.69) (351.45, 3.27, 321.41) (0.81, 2.16, 0.81) Human 12.317
(379.60, 10.18, 325.69) (351.45, 3.27, 321.41) (0.81, 2.16, 0.81) Human 12.21213
(379.60, 10.18, 325.69) (351.45, 3.27, 321.41) (0.81, 2.16, 0.81) Human 12.18193
(379.60, 10.18, 325.69) (351.45, 3.27, 321.41) (0.81, 2.16, 0.81) Human 12.1614
(379.60, 10.18, 325.69) (351.45, 3.27, 321.41) (0.81, 2.16, 0.81) Human 12.14273
(379.60, 10.18, 325.69) (351.45, 3.27, 321.41) (0.81, 2.16, 0.81) Human 12.12595
(379.60, 10.18, 325.69) (351.45, 3.27, 321.41) (0.81, 2.16, 0.81) Human 12.11098
(379.60, 10.18, 325.69) (351.45, 3.27, 321.41) (0.81, 2.16, 0.81) Human 12.09791
(379.60, 10.18, 325.69) (351.45, 3.27, 321.41) (0.81, 2.16, 0.81) Human 12.08665
(379.60, 10.18, 325.69) (351.45, 3.27, 321.41) (0.81, 2.16, 0.81) Human 12.07721
(379.60, 10.18, 325.69) (351.45, 3.27, 321.41) (0.81, 2.16, 0.81) Human 12.06961
(379.60, 10.18, 325.69) (351.45, 3.27, 321.41) (0.81, 2.16, 0.81) Human 12.06917
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.956556
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.123976
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.303917
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.497809
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.707299
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.934309
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.181085
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.450281
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.745043
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.069142
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.408688
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.767604
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.165396
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.608548
ª (379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.800214
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56376
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58715
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93614
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29539
(379.60, 10.18, 325.69) (351.45, 3.27, 321.41) (0.81, 2.16, 0.81) Human 12.27473
(379.60, 10.18, 325.69) (351.45, 3.27, 321.41) (0.81, 2.16, 0.81) Human 12.1818
(379.60, 10.18, 325.69) (351.45, 3.27, 321.41) (0.81, 2.16, 0.81) Human 12.15321
(379.60, 10.18, 325.69) (351.45, 3.27, 321.41) (0.81, 2.16, 0.81) Human 12.13287
(379.60, 10.18, 325.69) (351.45, 3.27, 321.41) (0.81, 2.16, 0.81) Human 12.1145
(379.60, 10.18, 325.69) (351.45, 3.27, 321.41) (0.81, 2.16, 0.81) Human 12.09793
(379.60, 10.18, 325.69) (351.45, 3.27, 321.41) (0.81, 2.16, 0.81) Human 12.08322
(379.60, 10.18, 325.69) (351.45, 3.27, 321.41) (0.81, 2.16, 0.81) Human 12.07033
(379.60, 10.18, 325.69) (351.45, 3.27, 321.41) (0.81, 2.16, 0.81) Human 12.05929
(379.60, 10.18, 325.69) (351.45, 3.27, 321.41) (0.81, 2.16, 0.81) Human 12.05005
(379.60, 10.18, 325.69) (351.45, 3.27, 321.41) (0.81, 2.16, 0.81) Human 12.04263
(379.60, 10.18, 325.69) (351.45, 3.27, 321.41) (0.81, 2.16, 0.81) Human 12.04209
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.952081
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.119173
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.298751
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.492236
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.70127
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.927766
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.173962
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.442498
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.736506
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.054235
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.37769
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.733867
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.128981
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.567985
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.754706
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51082
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51592
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82224
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0081
(379.60, 10.18, 325.69) (351.45, 3.27, 321.41) (0.81, 2.16, 0.81) Human 12.31851
(379.60, 10.18, 325.69) (351.45, 3.27, 321.41) (0.81, 2.16, 0.81) Human 12.21318
(379.60, 10.18, 325.69) (351.45, 3.27, 321.41) (0.81, 2.16, 0.81) Human 12.18305
(379.60, 10.18, 325.69) (351.45, 3.27, 321.41) (0.81, 2.16, 0.81) Human 12.16282
(379.60, 10.18, 325.69) (351.45, 3.27, 321.41) (0.81, 2.16, 0.81) Human 12.14448
(379.60, 10.18, 325.69) (351.45, 3.27, 321.41) (0.81, 2.16, 0.81) Human 12.128
(379.60, 10.18, 325.69) (351.45, 3.27, 321.41) (0.81, 2.16, 0.81) Human 12.11337
(379.60, 10.18, 325.69) (351.45, 3.27, 321.41) (0.81, 2.16, 0.81) Human 12.10056
(379.60, 10.18, 325.69) (351.45, 3.27, 321.41) (0.81, 2.16, 0.81) Human 12.08962
(379.60, 10.18, 325.69) (351.45, 3.27, 321.41) (0.81, 2.16, 0.81) Human 12.08047
(379.60, 10.18, 325.69) (351.45, 3.27, 321.41) (0.81, 2.16, 0.81) Human 12.07309
(379.60, 10.18, 325.69) (351.45, 3.27, 321.41) (0.81, 2.16, 0.81) Human 12.07289
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.947634
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.114399
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.293616
· (379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.486698
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.695278
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.921266
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.166885
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.434767
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.728027
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.02633
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.347085
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.701423
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.09305
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.527983
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.709531
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45831
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4452
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70906
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72734
(379.60, 10.18, 325.69) (351.45, 3.27, 321.41) (0.81, 2.16, 0.81) Human 12.3317
(379.60, 10.18, 325.69) (351.45, 3.27, 321.41) (0.81, 2.16, 0.81) Human 12.29162
(379.60, 10.18, 325.69) (351.45, 3.27, 321.41) (0.81, 2.16, 0.81) Human 12.27131
(379.60, 10.18, 325.69) (351.45, 3.27, 321.41) (0.81, 2.16, 0.81) Human 12.25293
(379.60, 10.18, 325.69) (351.45, 3.27, 321.41) (0.81, 2.16, 0.81) Human 12.23636
(379.60, 10.18, 325.69) (351.45, 3.27, 321.41) (0.81, 2.16, 0.81) Human 12.22172
(379.60, 10.18, 325.69) (351.45, 3.27, 321.41) (0.81, 2.16, 0.81) Human 12.2089
(379.60, 10.18, 325.69) (351.45, 3.27, 321.41) (0.81, 2.16, 0.81) Human 12.19795
(379.60, 10.18, 325.69) (351.45, 3.27, 321.41) (0.81, 2.16, 0.81) Human 12.1889
(379.60, 10.18, 325.69) (351.45, 3.27, 321.41) (0.81, 2.16, 0.81) Human 12.1816
(379.60, 10.18, 325.69) (351.45, 3.27, 321.41) (0.81, 2.16, 0.81) Human 12.18284
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.943216
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.109657
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.288514
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.481194
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.689327
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.914809
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.159857
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.427089
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.708139
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.998773
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.317924
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.669399
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.057605
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.488536
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.664726
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40621
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37495
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5967
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46801
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.938825
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.104946
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.283446
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.475729
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.683416
Î (379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.908397
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.152879
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.418691
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.683215
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.972073
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.289222
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.637794
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.022635
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.454723
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.620243
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35456
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30523
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49535
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31527
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.934464
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.100267
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.278413
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.470301
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.677547
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.902029
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.14595
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.396053
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.658648
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.946221
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.260888
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.606606
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.991845
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.423536
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.576153
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30337
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23601
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4107
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16463
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.930132
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.09562
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.273415
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.464911
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.671719
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.895709
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.133674
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.37369
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.635257
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.920693
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.232917
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.578362
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.9642
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.909408
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.534916
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25657
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17073
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33186
Ì (379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02544
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.925832
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.091005
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.268451
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.45956
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.665932
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.889433
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.113282
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.352099
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.612155
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.895487
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.206833
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.553708
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.936908
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.882356
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.503874
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22055
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11215
