¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
 (420.33, 14.09, 323.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.57333
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58524
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06951
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87344
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88527
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43631
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.80526
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.60712
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.71579
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.69134
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.74537
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.471844
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.728183
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.006723
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.310477
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.642946
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.008341
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.289635
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.484841
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.825617
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.251146
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.596859
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.942493
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31555
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71934
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32461
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18583
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2976
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.62534
¹(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.96612
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.9889
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.02155
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.01234
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.556089
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.819677
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.106473
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.419572
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.762735
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.140467
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.43548
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.765503
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.072159
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.377965
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.706579
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06064
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4431
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91565
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59192
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51493
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88868
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.76786
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.15089
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.38611
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.35398
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.42611
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.642454
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.913602
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.208934
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.531791
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.886168
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.276846
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.606006
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.878373
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.169985
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.482855
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.819324
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18215
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57443
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16338
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87232
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86202
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53349
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83376
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.48029
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.74026
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.75247
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.8629
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.730997
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.009985
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.314244
´(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.647283
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.006315
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.31468
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.693748
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.972147
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.27034
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.590536
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.935168
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30711
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76591
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4227
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16675
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37413
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.827
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.88559
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.88884
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.11941
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.16703
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.821737
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.108912
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.422457
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.731125
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.017133
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.326365
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.772641
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.068235
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.373322
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.701135
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05429
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43572
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00631
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6944
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48979
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75867
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02976
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.93727
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.47407
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.49956
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.59856
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.914799
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.210445
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.475281
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.74122
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.02803
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.357191
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.810165
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.166795
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.478974
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.814715
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1767
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61967
¶(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25779
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97937
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83487
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93242
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06081
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.19384
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.95829
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.8512
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.76602
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.005847
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.236812
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.484714
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.751394
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.038994
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.390816
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.847716
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.267853
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.587462
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.931439
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30256
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85294
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52097
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24883
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9853
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1103
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29396
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.65995
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.2651
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.89832
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.77262
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.014138
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.245716
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.494252
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.761629
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.050088
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.424477
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.88526
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.371548
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.698827
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05135
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4765
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09662
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7618
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31759
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14244
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29234
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.52039
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.22196
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.45194
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.84276
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.75043
µ(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.022475
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.254665
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.50388
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.771998
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.061282
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.458086
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.922791
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.443058
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.813171
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17458
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70266
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3137
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82543
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3876
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30685
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47871
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.85966
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.81375
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.484
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.78975
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.69324
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.030893
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.263661
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.513571
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.782443
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.072539
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.49166
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.960297
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.485227
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.930611
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33586
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90011
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37278
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89021
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50223
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47518
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95955
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.21065
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.95429
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.5173
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.73924
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.63873
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.039378
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.272761
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.523311
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.792964
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.10093
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.525169
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.997793
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.527343
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05122
±(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51724
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95516
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43285
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95603
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6501
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64751
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46838
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5739
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.9755
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.55176
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.6912
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.047936
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.281931
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.533171
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.803567
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.131035
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.558668
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.035217
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.56945
(420.45, 14.12, 322.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15616
