¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ù(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.19527
§(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17055
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84758
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69728
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57212
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56789
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77058
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41477
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.34855
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.08274
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.623528
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.874513
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.152152
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.495441
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.879759
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.306946
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.865562
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.546249
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18991
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86733
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72777
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63354
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62072
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85732
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53432
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.69961
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.23639
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.62746
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.878787
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.15821
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.498302
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.882963
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.310526
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.873473
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.555477
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20684
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88664
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75738
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69604
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67344
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94419
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63379
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.09908
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.38843
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.631343
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.88295
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.164042
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.500923
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.885863
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.313751
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.88059
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.563776
©(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2234
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90552
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78612
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75848
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72603
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03125
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7329
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.62644
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.53872
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.635106
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.887048
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.169693
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.503204
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.888413
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.31663
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.886944
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.571143
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23956
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92398
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81397
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80691
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77848
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11845
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83165
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.2134
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.71422
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.638855
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.891066
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.175184
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.505231
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.890641
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.3191
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.892479
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.567632
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2553
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94196
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84093
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85198
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83082
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20573
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92998
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.32775
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.82677
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.642466
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.895004
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.180463
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.510422
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.89257
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.321247
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.897238
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.558878
¶(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27064
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95946
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86696
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89688
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88579
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.296
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.02785
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.44047
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.26095
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.646045
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.898885
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.185575
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.515999
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.894159
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.322993
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.901171
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.549446
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28556
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97653
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89206
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94161
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95014
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3563
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.1252
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.55151
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.34763
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.649532
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.902651
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.190433
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.521393
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.895413
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.32442
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.904316
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.539328
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28836
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99308
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9162
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98619
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01399
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40608
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22193
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.66074
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.36281
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.652951
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.906385
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.195168
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.526546
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.896371
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.32545
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.906641
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.528568
¸(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27516
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00917
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92413
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99677
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07725
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45371
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31806
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.76808
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.17657
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.656303
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.909986
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.19966
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.531482
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.896956
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.326165
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.906824
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.517138
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26099
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02476
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9255
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99951
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13996
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49914
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40369
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.87346
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.92907
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.65957
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.91354
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.203972
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.536222
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.901851
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.326464
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.896267
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.505014
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24587
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03988
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92612
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00081
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20201
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54227
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.48006
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.87447
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.68798
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.662772
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.916985
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.208083
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.54073
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.906797
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.326408
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.885157
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.492302
¸(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22982
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05445
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92604
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00064
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23729
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58316
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55561
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.77485
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.45306
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.665871
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.920321
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.211977
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.545005
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.911566
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.325998
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.87349
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.478929
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21286
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06856
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92518
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99897
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25852
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62169
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.63018
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.67658
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.22414
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.38364
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.668907
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.923614
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.215653
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.549069
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.916032
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.325233
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.861261
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.464911
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19497
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0803
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92362
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99588
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27915
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65782
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.70377
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.557
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.83956
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.13629
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.671842
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.926822
(437.84, 13.98, 296.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.219175
