¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ç(365.22, 9.90, 323.00) (326.42, 1.99, 304.25) (6.00, 2.95, 8.43) Truck 22.9857
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34622
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.868632
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.061913
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.311772
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.540327
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.784832
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.046966
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.328654
ñ(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.949924
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.279917
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.636657
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02349
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33686
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64156
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96645
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31353
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6851
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08377
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45698
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80745
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10016
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37171
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65679
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95646
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27178
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60386
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03659
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52228
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15438
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.93081
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.866633
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.070444
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.317828
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.546794
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.791751
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.054387
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.336634
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.98291
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.298197
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.637882
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00453
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.288
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58963
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91116
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25458
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62211
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01628
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42908
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76908
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02491
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29315
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57479
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87077
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18207
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50984
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86541
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33987
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96914
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72744
Ø(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.864804
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.094179
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.324058
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.553447
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.79887
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.062022
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.344842
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.048777
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.368981
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.714189
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0423
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31436
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60095
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90561
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23001
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57608
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95051
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36944
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69911
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95199
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21713
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49542
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78783
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09526
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41894
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76015
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16376
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7903
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53127
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.34792
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.863145
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.115228
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.330461
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.560285
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.80619
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.069873
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.353283
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.683519
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.441204
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.782705
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08621
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37108
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66107
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96936
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2978
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64829
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02306
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42468
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69938
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94451
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20132
×(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47055
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75311
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0499
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36199
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69047
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03667
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61754
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.342
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.13962
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.880318
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.121399
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.337037
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.567308
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.813705
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.077937
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.361954
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.717196
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.514879
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.824776
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13107
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42926
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72267
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03477
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36735
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72237
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10219
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43402
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71871
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97526
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23333
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50395
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78796
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08633
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40006
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73039
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07627
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55095
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25345
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.02508
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.902462
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.127728
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.343787
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.574517
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.821421
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.086213
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.387447
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.751196
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.578238
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.867803
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17691
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48882
å(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78583
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10184
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43869
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79843
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17142
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44222
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72729
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00774
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26715
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53919
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82475
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12475
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44027
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.772
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11732
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48974
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18658
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95176
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.924666
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.134224
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.350711
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.581913
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.829338
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.094705
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.421071
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.785521
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.619511
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.911703
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22379
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54985
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85053
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17058
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51182
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87642
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18052
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45174
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73727
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03819
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30277
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57636
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8635
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16526
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48265
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81342
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16072
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52702
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12264
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88165
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.937384
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.14088
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.357805
Ü(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.589492
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.837452
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.103413
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.452788
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.820168
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.661629
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.95656
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27171
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60906
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91684
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24106
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58686
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93255
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19092
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46265
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74871
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05017
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34022
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61539
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90429
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20786
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52553
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85712
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20651
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57508
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06152
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.8146
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.94379
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.147696
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.365074
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.597258
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.845765
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.13835
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.484792
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.855134
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.260727
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00243
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32063
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66139
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98478
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31327
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66378
