¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ª(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.27458
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.59319
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.696464
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.80402
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.916164
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.033168
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.155217
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.282735
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.463114
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.657583
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.835707
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.02354
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.221893
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.431532
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.653505
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.888841
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.138745
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.68897
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.19519
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.96287
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.8917
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.915197
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.017542
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.124413
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.236049
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.352842
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.475054
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.603086
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.737274
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.85995
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.974131
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.093253
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.217649
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.36898
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.551037
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.723187
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.904572
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.095904
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.298
…(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.511738
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.738123
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.978294
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.02032
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4408
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.93327
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.56087
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.45161
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.906213
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.00819
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.114671
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.22593
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.34229
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.46406
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.591586
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.725303
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.865565
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.012905
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.155105
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.281831
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.448945
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.615396
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.790665
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.975398
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.170389
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.376406
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.594382
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.825404
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.070572
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76351
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.20133
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.68066
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.18893
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.03206
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.897641
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.999288
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.105395
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.216269
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.332229
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.453569
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.580667
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.713858
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.853628
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.000397
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.154683
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.325287
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.512068
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.681573
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.860089
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.048324
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.247078
„(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.457193
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.679624
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.915435
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.1743
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.52888
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97017
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.43704
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.93176
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.63185
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.91164
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.889478
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.990789
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.096584
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.207097
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.322654
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.443601
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.570241
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.703017
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.842283
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.988506
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.143616
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.316955
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.514001
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.723138
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.93153
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.123401
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.326076
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.540434
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.767479
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.00831
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.82037
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31665
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.74695
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.20197
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.68378
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.24964
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.46588
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.88174
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.982734
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.088199
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.19834
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.313576
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.434098
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.560352
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.692672
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.831475
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.977217
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.135253
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.309205
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.50579
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.714403
›(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.93619
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.172376
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.407476
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.626235
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.85809
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.104106
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7469
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.07838
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.50417
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.96491
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.44461
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.94223
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.04114
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.1658
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.314444
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.471461
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.637478
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.813301
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.999744
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.197794
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.444593
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.897094
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.456422
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.151911
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.712412
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42426
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53423
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28246
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30611
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46304
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76634
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.27097
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.55159
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.50519
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.47663
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.37902
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.35931
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.22341
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.20933
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.19798
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.18937
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.18347
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.18029
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.17983
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.153631
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.30165
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.457944
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.623224
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.798231
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.983761
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.18084
«(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.416351
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.886563
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.479167
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.149123
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.653094
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35578
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49096
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30001
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32651
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48804
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80902
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.32121
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.10505
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.56499
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.53861
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.41876
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.39899
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.26279
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.24867
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.2373
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.22866
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.22274
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.21955
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.21908
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.141767
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.289161
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.444805
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.609341
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.783502
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.968211
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.164301
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.389351
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.898699
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.53926
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.130476
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.594195
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28784
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44666
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3175
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34685
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51327
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85191
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37189
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.16621
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.73052
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.70477
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.46143
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.44161
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.30509
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.29093
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.27952
¥(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.27085
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.26492
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.26171
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.26123
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.13018
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.276983
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.431946
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.595729
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.769158
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.952976
