¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(408.31, 6.84, 365.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.16273
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.348887
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.674187
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.03086
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.098491
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.302248
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.725359
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.28993
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.971543
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.80035
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.83131
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.1055
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.64824
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.51299
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.64944
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.9895
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.20798
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.429049
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.570458
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.722348
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.884214
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.04661
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.2192
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.402883
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.598803
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.808109
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.032216
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.291887
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.611833
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.962461
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.348181
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.4721
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.672983
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.171734
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.827667
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61749
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.6068
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.83498
Ç(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.30994
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.15396
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.25039
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.55353
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.85107
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.8229
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.413708
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.553844
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.702343
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.859259
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.020158
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.191127
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.373011
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.566983
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.774127
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.99587
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.235919
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.550738
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.895429
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.274418
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.692929
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.8579
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.056735
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.688083
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44728
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.39682
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.57393
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.98809
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.79793
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.79264
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.07165
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.45478
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.4673
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.398641
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.537954
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.685488
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.832607
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.99416
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.163517
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.343708
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.535734
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.740806
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.960232
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.19549
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.490847
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.829802
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.202158
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.613075
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.105002
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.215055
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.552245
Æ(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.28967
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.20011
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.32663
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.69738
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.4081
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.37719
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.62803
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.08854
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.13049
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.383865
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.522288
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.668941
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.806599
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.964436
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.136453
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.314933
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.505104
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.708125
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.92527
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.158053
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.43214
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.765518
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.131468
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.53497
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.001406
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.530124
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.625754
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.13701
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0103
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.09104
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.41778
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.03734
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.00025
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.21132
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.70761
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.80563
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.369323
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.506955
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.652677
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.788325
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.932534
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.103326
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.285192
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.475056
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.67605
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.890996
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.121348
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.374583
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.702524
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.062267
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.4586
É(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.900382
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.449232
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.873121
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.04604
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.82707
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.86455
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.1377
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.7022
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.61811
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.7684
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.16062
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.43349
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.355049
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.491883
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.636713
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.770508
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.901196
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.07003
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.249776
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.441485
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.644625
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.857424
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.085373
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.330161
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.640828
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.994553
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.38393
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.814553
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.338043
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.96321
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.24397
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.6501
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.64668
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.86943
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.39127
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.21899
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.32473
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.71781
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.07407
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.341025
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.477076
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.621075
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.753127
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.879815
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.037359
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.214995
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.404452
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.606795
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.823374
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.050157
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.29235
Ğ(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.580413
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.928258
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.31089
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.733681
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.229761
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.835617
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55021
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.68053
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.43698
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.61226
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.06599
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.83924
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.94593
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.30245
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.73592
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.80186
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.327257
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.462534
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.605716
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.736194
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.862057
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.00528
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.180928
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.368115
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.568019
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.781909
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.011314
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.255319
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.521224
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.863382
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.239448
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.65464
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.124235
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.711522
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40706
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.94831
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.23502
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.36557
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.75552
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.50817
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.55636
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.87527
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.33772
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.4608
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.313739
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.448274
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.590603
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.719656
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.844732
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.976307
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.147446
Ï(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.332458
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.529982
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.74125
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.967734
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.211053
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.473166
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.799852
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.169584
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.577404
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.029558
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.590874
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26837
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0794
(409.28, 7.00, 365.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.37576
