¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¸(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.198431
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.18688
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.50979
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.406116
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.632602
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.876737
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.140652
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.426777
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.73797
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.07766
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.449882
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.845348
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.272197
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.749788
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14157
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46002
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77743
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11644
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5563
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37882
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89659
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32962
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.30136
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.40248
×(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.628667
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.872499
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.136042
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.421782
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.732549
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.071737
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.443374
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.838551
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.26471
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.737858
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1339
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43803
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75403
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09148
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72091
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3976
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83007
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22307
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.4163
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.87471
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.398824
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.624754
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.868242
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.13148
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.416797
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.72713
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.065798
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.436863
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.831842
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.257296
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.727345
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1216
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41686
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73153
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06747
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.65208
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.61777
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.58552
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.55531
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.52711
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.50089
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.47664
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.45434
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.43398
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.41553
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.39898
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.38433
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.37155
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.36064
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.35159
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.3444
á(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.395167
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.620794
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.864022
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.126863
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.411818
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.721704
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.059878
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.430325
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.825171
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.249947
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.719215
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10247
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39656
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70989
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04444
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.40719
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.379
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.35279
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.32851
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.30617
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.28573
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.26719
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.25054
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.23575
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.22282
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.21174
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.2025
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.19509
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.18951
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.18575
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.18381
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.391507
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.616873
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.859756
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.12228
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.406822
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.716244
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.053913
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.423783
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.818539
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.242657
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.711143
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0841
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37707
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68918
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02236
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.26261
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.23732
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.21395
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.1925
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.17292
ê(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.15522
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.13939
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.1254
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.11325
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.10292
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.09443
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.08774
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.08286
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.0798
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.07853
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.07907
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.387842
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.612913
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.855495
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.117638
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.401809
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.710812
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.047932
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.417259
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.811998
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.23542
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.70312
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06408
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3584
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66935
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00121
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.18749
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.16236
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.13915
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.11782
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.09838
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.0808
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.06506
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.05116
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.0391
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.02885
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.0204
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.01377
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.00893
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.00588
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.00463
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.00517
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.384153
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.608966
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.851225
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.113033
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.396862
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.705341
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.041973
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.41072
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.805473
ö(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.228251
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.689285
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04248
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34057
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65038
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98101
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.13369
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.11044
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.08908
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.0696
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.05197
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.03619
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.02225
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.01012
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 11.99981
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 11.99131
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 11.9846
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 11.97969
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 11.97657
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 11.97524
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 11.9757
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 11.97795
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.380473
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.604994
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.846953
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.108397
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.393977
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.699862
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.035992
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.404139
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.79904
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.221151
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.660103
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02168
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32085
(416.72, 14.69, 245.91) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 9.969543
(416.72, 14.69, 245.91) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 9.873158
(416.72, 14.69, 245.91) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 9.805436
(416.72, 14.69, 245.91) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 9.765244
(416.72, 14.69, 245.91) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 9.734924
(416.72, 14.69, 245.91) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 9.738082
(416.72, 14.69, 245.91) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 9.7427
(416.72, 14.69, 245.91) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 9.780558
(416.72, 14.69, 245.91) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 9.829536
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 11.99139
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 11.9811
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 11.97261
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 11.96591
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 11.96101
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 11.95789
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 11.95656
î(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 11.95702
(416.72, 14.69, 245.91) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 11.95926
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.376793
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.601033
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.842677
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.105294
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.39114
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.694391
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.030024
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.397583
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.792666
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.21411
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.631481
(416.72, 14.69, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00164
(416.72, 14.69, 245.91) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 10.08504
(416.72, 14.69, 245.91) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 9.933085
(416.72, 14.69, 245.91) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 9.837319
(416.72, 14.69, 245.91) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 9.771508
(416.72, 14.69, 245.91) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 9.731529
(416.72, 14.69, 245.91) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 9.70223
(416.72, 14.69, 245.91) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 9.705316
(416.72, 14.69, 245.91) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 9.709851
(416.72, 14.69, 245.91) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 9.747976
(416.72, 14.69, 245.91) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 9.796588
(416.72, 14.69, 245.91) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 9.876163
(416.72, 14.69, 245.91) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 9.984716
(416.72, 14.69, 245.91) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 10.17303
