¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ô(337.06, 7.09, 320.00) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.234955
(337.13, 7.09, 320.39) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 14.58245
(337.13, 7.09, 320.39) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 14.539
(337.13, 7.09, 320.39) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 14.52298
(337.13, 7.09, 320.39) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 14.62506
(337.13, 7.09, 320.39) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 14.80843
(337.13, 7.09, 320.39) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.37512
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.455713
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.744668
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.058163
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.399456
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.772274
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.158571
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.538905
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.953746
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40794
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9073
(337.13, 7.09, 320.39) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.98871
(337.13, 7.09, 320.39) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.93382
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93012
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02614
(337.13, 7.09, 320.39) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 14.98751
(337.13, 7.09, 320.39) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 14.93396
(337.13, 7.09, 320.39) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 19.08562
(337.13, 7.09, 320.39) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 14.66856
(337.13, 7.09, 320.39) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 14.48792
(337.13, 7.09, 320.39) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 14.44898
(337.13, 7.09, 320.39) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 14.43304
(337.13, 7.09, 320.39) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 14.53562
(337.13, 7.09, 320.39) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 14.71785
§(337.13, 7.09, 320.39) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.22957
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.449496
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.737908
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.050859
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.391449
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.76351
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.142679
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.521648
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.934883
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38727
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8845
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4253
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0813
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81923
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87717
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47984
(337.13, 7.09, 320.39) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 19.24485
(337.13, 7.09, 320.39) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 19.05754
(337.13, 7.09, 320.39) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 15.18579
(337.13, 7.09, 320.39) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 15.42346
(337.13, 7.09, 320.39) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 15.51936
(337.13, 7.09, 320.39) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 15.50222
(337.13, 7.09, 320.39) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 15.40002
(337.13, 7.09, 320.39) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 14.67439
(337.13, 7.09, 320.39) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.08881
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.443145
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.731071
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.043393
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.383304
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.754622
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.12692
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.504475
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.916139
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3667
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86188
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36814
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98467
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71023
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73031
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48233
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.86713
(337.13, 7.09, 320.39) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 19.03238
(337.13, 7.09, 320.39) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 15.11097
(337.13, 7.09, 320.39) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 15.33698
(337.13, 7.09, 320.39) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 15.42898
(337.13, 7.09, 320.39) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 15.41192
(337.13, 7.09, 320.39) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 15.30933
(337.13, 7.09, 320.39) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 15.05152
(337.13, 7.09, 320.39) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 15.9527
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.436735
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.724099
¤(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.035838
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.375054
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.745582
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.11126
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.487431
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.89752
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34629
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83938
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33965
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88956
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.603
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58553
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4836
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.24209
(337.13, 7.09, 320.39) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 19.0101
(337.13, 7.09, 320.39) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 18.98249
(337.13, 7.09, 320.39) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.21637
(337.13, 7.09, 320.39) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 15.75763
(337.13, 7.09, 320.39) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.83641
(337.13, 7.09, 320.39) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.85678
(337.13, 7.09, 320.39) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 15.72618
(337.13, 7.09, 320.39) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 15.82107
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.272496
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.71703
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.028142
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.366699
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.736435
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.095705
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.470484
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.879018
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32604
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81708
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31148
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84659
(337.13, 7.09, 320.39) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 12.00058
(337.13, 7.09, 320.39) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.90658
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48367
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.65359
(337.13, 7.09, 320.39) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 18.99069
(337.13, 7.09, 320.39) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 18.9631
(337.13, 7.09, 320.39) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.04667
(337.13, 7.09, 320.39) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.55825
(337.13, 7.09, 320.39) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.7051
(337.13, 7.09, 320.39) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.7211
(337.13, 7.09, 320.39) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.65716
(337.13, 7.09, 320.39) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.42145
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.668132
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.709874
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.020363
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.358196
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.727128
¢(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.080249
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.45369
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.860676
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30591
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79494
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28367
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81607
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4031
(337.13, 7.09, 320.39) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 12.31724
(337.13, 7.09, 320.39) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.8408
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.26745
(337.13, 7.09, 320.39) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 18.97414
(337.13, 7.09, 320.39) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 18.94657
(337.13, 7.09, 320.39) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 19.01725
(337.13, 7.09, 320.39) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.4336
(337.13, 7.09, 320.39) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.57806
(337.13, 7.09, 320.39) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.59004
(337.13, 7.09, 320.39) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.52516
(337.13, 7.09, 320.39) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.32154
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.563878
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.055727
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.012472
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.349615
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.717733
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.064885
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.43699
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.842447
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28594
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77298
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25627
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7859
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3698
(337.13, 7.09, 320.39) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 13.03565
(337.13, 7.09, 320.39) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 12.53598
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33488
(337.13, 7.09, 320.39) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 18.96043
(337.13, 7.09, 320.39) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 18.93287
(337.13, 7.09, 320.39) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 19.00056
(337.13, 7.09, 320.39) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 19.24252
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.04001
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.6813
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.463229
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.564442
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.700727
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.340915
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.708192
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.049647
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.420429
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.824381
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26613
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74903
˜(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22926
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75621
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33699
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43243
(337.13, 7.09, 320.39) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 13.55656
(337.13, 7.09, 320.39) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 12.01879
(337.13, 7.09, 320.39) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 18.94955
(337.13, 7.09, 320.39) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 18.92201
(337.13, 7.09, 320.39) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 18.98647
(337.13, 7.09, 320.39) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 19.21958
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.29705
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.60881
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.2018
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.85816
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.366111
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.463848
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.822527
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.332091
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.694273
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.034511
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.403961
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.806408
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24648
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72466
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20258
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72693
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28091
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37282
(337.13, 7.09, 320.39) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 14.28403
(337.13, 7.09, 320.39) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.96935
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.74284
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.21496
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.84338
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.48854
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.09206
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.39806
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.71589
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.04609
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.38929
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.272305
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.366727
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.465044
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.404075
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.680403
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.019499
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.38761
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.788604
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22696
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70067
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17629
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69805
’(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19929
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11328
(337.13, 7.09, 320.39) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.69191
(337.13, 7.09, 320.39) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 12.16816
(337.13, 7.09, 320.39) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 12.9717
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.99628
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.61123
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.20581
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.82668
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.19413
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.50614
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.83032
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.16718
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.51742
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.92363
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.181701
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.272998
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.367964
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.578411
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.081197
