¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¥(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.25694
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.692852
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.892699
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.105976
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.333994
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.578288
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.872571
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.205689
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.569571
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.850386
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.144106
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.459511
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.911056
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43245
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37043
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82599
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31663
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.76006
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.77256
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.74925
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.72865
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.71074
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.6955
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.68293
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.673
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.66573
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.66109
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.6591
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.65974
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.66302
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.28273
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.499536
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.686843
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.886324
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.09918
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.326725
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.598655
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.90746
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.243698
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.590941
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.866173
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.161078
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.477713
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.850218
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36496
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40759
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83005
…(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31481
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.00035
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.05289
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.60659
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.284277
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.494093
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.681052
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.880157
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.092599
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.344094
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.631143
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.942747
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.282186
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.606272
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.882569
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.178614
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.496525
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.838784
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29867
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42236
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8339
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31295
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.99809
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.05009
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.60305
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.285807
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.488811
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.675447
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.874196
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.106931
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.374389
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.663966
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.978436
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.32114
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.622108
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.899515
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.196718
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.515998
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.859716
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23355
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40115
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83753
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.311
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.99571
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.04717
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.5994
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.287344
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.483748
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.670042
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.885483
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.135303
İ(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.405054
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.697193
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.014604
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.360596
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.638498
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.916992
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.215481
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.5361
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.881385
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25417
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40162
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84094
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30894
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.99325
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.04414
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.59556
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.288839
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.478854
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.678231
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.912085
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.163946
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.436061
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.730787
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.051178
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.393911
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.655409
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.935062
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.234803
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.556882
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.903721
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25093
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4842
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84417
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30678
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.99067
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.041
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.59159
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.906651
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.954304
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.978592
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.186195
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.439751
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.713047
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.008429
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.328628
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.696261
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.163863
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.709631
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34355
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.01343
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.7452
­(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.60349
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34204
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46314
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.77706
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.33799
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.22252
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.10503
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.76111
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.87685
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.998582
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.003515
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.162214
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.413951
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.685218
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.978326
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.295965
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.69401
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.169739
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.731683
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36813
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0125
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.74414
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.60713
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3465
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46831
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78317
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.34531
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.23144
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.10089
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.83014
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.847269
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.044485
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.029409
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.138493
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.388438
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.657706
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.948575
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.271098
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.691672
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.189151
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.753613
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36725
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0115
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.78522
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.61078
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35096
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47352
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78931
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35266
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.24039
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.1471
¬(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.90069
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.81798
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.056889
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.062033
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.115031
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.363212
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.63051
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.919174
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.268912
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.704863
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.208446
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.775418
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3663
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.01043
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.81813
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.61445
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35545
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47872
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.79545
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.36003
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.24938
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.52715
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.97274
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.788889
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.025629
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.11112
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.132346
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.338268
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.603629
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.890122
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.269981
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.721943
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.227619
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.793854
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36529
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.04222
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.82135
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.61813
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35995
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48398
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80166
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.36744
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.25839
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.58717
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.98646
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.760069
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.994592
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.161973
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.161713
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.313613
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.577064
¦(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.884316
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.285179
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.738904
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.246666
(327.63, 7.32, 382.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.792898
