¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¹(372.15, 8.70, 340.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.95976
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.98709
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.50768
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.96734
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.2546
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.55269
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.85703
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.1608
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.4761
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.80347
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.574381
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.025505
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.522077
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09072
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74928
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50163
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37819
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43044
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67866
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.0422
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.21194
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.65779
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.96259
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.20738
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.73909
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.30045
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.63969
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.94483
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.24781
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.56228
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.8888
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.593197
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.051311
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.551001
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12297
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78602
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54391
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44605
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51066
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77683
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15104
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33769
…(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.79739
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.51491
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.43416
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.97748
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.55137
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.03852
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.33257
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.63014
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.93884
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.611513
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.074374
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.579351
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15459
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82205
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59057
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51322
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59012
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87225
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26058
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.48302
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.9376
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.0955
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.66775
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.22312
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.85512
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.34842
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.6768
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.98348
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.629344
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.094225
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.607234
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1855
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85733
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63917
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57969
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66879
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96682
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37072
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.70488
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.07824
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.37041
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.94063
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.56557
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.2276
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.61728
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.646659
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.113542
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.634563
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21575
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89747
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68692
„(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63735
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74663
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0605
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51688
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.93093
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.25031
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.67893
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.28686
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.93191
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.4961
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.89503
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.663417
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.13224
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.656271
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24528
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93813
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73385
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69218
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82356
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15321
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.71146
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.16119
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.47488
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.67196
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.64565
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.31195
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.77342
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.679653
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.150351
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.676575
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27976
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97799
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77991
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74582
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89955
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24482
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88127
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.3924
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.70401
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.61329
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.01772
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.65826
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.695322
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.16789
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.696341
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31174
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01707
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82509
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79824
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97451
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3354
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.99265
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.59539
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.93948
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.32275
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.20585
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.9443
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.710474
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.184772
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.720412
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33797
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05532
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86931
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8494
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03779
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4247
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.10276
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80219
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.25619
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.91007
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.13775
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.725023
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.201242
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.743813
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36329
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09274
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91263
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89924
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10036
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51277
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.21144
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.02846
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.58187
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.01512
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.31718
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.247956
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.221376
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.7665
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3877
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12354
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95489
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94776
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17156
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59948
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31855
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.31357
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.91134
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.34097
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.62497
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.267257
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.24088
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.788459
£(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41115
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15054
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99617
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99487
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24127
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68476
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42408
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.55047
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.20394
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.64068
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.93736
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.28618
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.259733
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.809669
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43368
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17647
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03506
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04249
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30937
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76857
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.5308
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.70187
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.50435
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.82421
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.304724
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.724242
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.830158
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45522
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20128
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06394
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0975
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37582
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.85078
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.65364
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.85252
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.74219
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.01081
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.322876
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.744368
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.84989
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47637
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22497
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09154
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15101
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44055
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93138
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.77484
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.0023
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.91109
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.20055
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.340632
É(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.764053
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.234213
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49789
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24752
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11827
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20304
(371.64, 8.76, 339.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50349
