¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ß(353.31, 7.15, 354.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.89882
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.687675
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.192693
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.749653
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.3586
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.03066
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.79378
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.6683
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.69052
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.91599
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.43846
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 19.0166
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.13315
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.26902
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.007285
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.219069
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.447328
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.69402
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.912025
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.17116
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.496198
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.85333
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.219885
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.66359
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.165654
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.73103
Õ(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.33753
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.01264
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.77476
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.64596
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.66412
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.88364
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.40133
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 18.94812
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.09044
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.21264
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.003063
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.214522
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.442422
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.68871
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.898499
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.158017
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.481788
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.83746
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.198809
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.639529
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.138651
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.700514
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.31648
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.99463
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.75578
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.62403
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.63778
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.85133
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.36744
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 18.87947
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.04757
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.15609
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.998835
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.209973
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.437511
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.680448
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.88523
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.144875
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.467381
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.821599
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.177936
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.615493
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.111682
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.670051
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.29545
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.97666
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.73595
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.60214
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.6115
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.81906
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.33974
¢(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 18.81066
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.00454
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.09935
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.994606
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.205421
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.4326
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.668247
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.872221
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.131737
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.45298
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.805748
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.15727
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.59149
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.084762
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.63965
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.26837
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.95448
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.71539
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.58032
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.58528
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.78684
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.31174
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 18.74172
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.96136
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.04246
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.990375
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.200868
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.427687
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.656285
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.859468
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.118606
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.438589
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.789911
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.136811
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.56752
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.057887
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.609315
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.23387
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.93057
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.69487
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.55855
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.55913
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.75468
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.28344
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 18.67266
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.91805
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.98543
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.986142
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.196313
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.422771
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.644561
­(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.846971
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.105483
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.424209
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.774087
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.116557
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.543589
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.031065
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.579052
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.19946
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.90669
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.6744
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.53684
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.53306
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.72258
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.25485
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 18.6035
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.87461
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.92827
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.98191
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.191757
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.417858
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.633078
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.834729
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.092369
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.409844
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.758285
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.096513
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.519702
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.004301
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.548865
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.16515
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.86821
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.65049
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.5152
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.50707
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.69055
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.41942
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 18.53426
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.83105
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.87098
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.977676
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.187202
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.412943
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.621831
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.822742
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.079268
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.395495
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.742503
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.076677
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.495861
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.977597
Ò(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.518758
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.13095
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.82903
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.62318
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.49178
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.48115
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.65858
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.40501
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 18.46496
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.78738
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.81359
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.973444
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.18265
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.408031
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.610823
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.811011
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.066181
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.381163
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.726744
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.05705
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.47207
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.95096
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.488734
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.09686
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.79
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.58717
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.4683
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.45562
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.62669
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.35033
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 18.39561
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.1768
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.75609
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.969213
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.178098
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.403121
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.60005
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.799533
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.053112
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.366855
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.709662
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.037634
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.448336
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.924392
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.458803
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.06289
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.75112
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.54224
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.44183
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.43063
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.59488
Á(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.29558
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 18.32624
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.12994
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.69852
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.964986
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.173549
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.398213
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.589516
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.788308
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.040061
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.352568
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.692046
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.018427
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.424658
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.897898
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.428966
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.02904
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.71239
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.49752
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.40884
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.40574
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.56315
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.24079
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 18.25685
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 20.84795
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.64087
(355.06, 7.21, 353.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.960759
