¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ô(332.34, 7.49, 364.76) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.29959
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.08746
(332.03, 7.52, 365.23) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.7364
(332.03, 7.52, 365.23) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.71474
(332.03, 7.52, 365.23) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.6968
(332.03, 7.52, 365.23) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.68257
(332.03, 7.52, 365.23) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.67203
(332.03, 7.52, 365.23) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.66519
(332.03, 7.52, 365.23) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.66203
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.946517
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.153176
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.375701
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.61595
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.876081
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.158617
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.953456
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.30127
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.682188
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.101267
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.564276
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07854
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65292
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29852
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02934
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85974
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80706
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94112
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02722
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96803
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99164
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.1292
(332.03, 7.52, 365.23) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.9392
(332.03, 7.52, 365.23) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.91736
(332.03, 7.52, 365.23) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.89926
(332.03, 7.52, 365.23) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.88491
(332.03, 7.52, 365.23) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.87428
(332.03, 7.52, 365.23) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.86737
(332.03, 7.52, 365.23) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.97106
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.950177
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.157112
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.379945
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.620538
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.881056
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.164031
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.958699
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.306986
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.688494
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.108207
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.571983
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08712
ä(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66252
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30933
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04164
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87733
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83733
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75016
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77902
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.91357
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.93035
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.17136
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.953841
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.161052
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.384193
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.625132
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.886039
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.169451
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.964009
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.312779
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.694862
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.115207
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.579747
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09576
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67222
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32026
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05403
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89156
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70727
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56053
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53859
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.86066
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35432
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.21398
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.953823
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.164999
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.388449
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.629734
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.891028
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.17488
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.969348
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.318623
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.701279
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.122286
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.587576
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10445
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68195
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33128
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06652
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90594
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54416
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37626
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3197
Ô(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70775
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.04295
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.25702
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.947189
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.168949
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.392709
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.63434
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.896025
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.180317
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.974734
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.324515
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.707755
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.12938
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.595441
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11328
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69182
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34239
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07917
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92039
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47198
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1972
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11618
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43854
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.88494
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.30049
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.940511
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.163531
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.396975
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.638952
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.901029
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.185761
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.98016
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.330428
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.714243
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.13659
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.603376
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12213
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70171
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35356
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09189
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91764
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43437
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02312
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9187
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17817
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.91977
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.34438
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.935057
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.156263
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.397061
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.643571
â(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.906036
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.191212
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.985621
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.336394
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.720811
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.143782
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.611404
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13101
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71172
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36485
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10469
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88403
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39798
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95677
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72695
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92622
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.95498
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.3887
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.939218
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.152578
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.38913
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.648191
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.911049
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.669285
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.991103
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.342388
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.727388
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.151055
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.619464
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13999
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72177
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37621
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1176
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85148
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36271
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91843
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54077
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78695
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.99045
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.43344
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.943362
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.157045
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.387654
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.641196
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.916065
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.674348
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.99663
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.348454
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.734015
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.158365
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.627558
è(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14905
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73191
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38762
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13062
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81995
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32858
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88133
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48423
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81702
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.02625
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.47859
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.947488
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.161491
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.392459
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.642449
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.914888
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.679465
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.002194
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.354531
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.740721
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.165749
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.635745
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15814
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74211
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39915
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14374
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78951
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2956
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84552
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48553
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84647
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.06236
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.52416
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.951592
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.165916
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.397243
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.647635
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.9195
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.684628
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.007812
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.360673
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.747443
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.173172
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.643962
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16729
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75241
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41074
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15691
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76006
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2637
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83688
ú(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54634
