¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Š(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.85363
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.18014
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.96985
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.68868
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.41985
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.33627
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.46238
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.91561
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.038
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.8481
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.60314
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.927638
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.130409
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.350843
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.592774
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.854932
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.139913
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.450776
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.793074
ì(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.164978
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.570867
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.020635
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.52723
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.18358
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.97385
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.69114
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.42263
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.33483
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.46068
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.91526
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.04934
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.96922
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.64199
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.927487
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.130246
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.351018
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.592965
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.855137
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.140136
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.45102
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.79327
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.164804
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.570675
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.020423
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.526654
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.1867
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.97749
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.69382
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.42567
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.33341
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.45901
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.91471
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.79499
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.00179
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.67697
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.927348
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.130097
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.351185
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.593144
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.855333
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.14035
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.451253
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.793446
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.164639
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.570491
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.020219
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.526059
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.18953
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.98078
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.69673
ò(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.42895
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.33202
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.45738
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64387
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.23327
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.04353
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.708
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.927224
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.129962
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.351344
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.593317
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.85552
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.140552
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.451475
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.793604
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.164478
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.570313
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.020022
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.525452
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.19206
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.98372
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.69987
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.43251
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.33067
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.45578
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.24438
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.26059
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.08582
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.73506
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.927111
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.129842
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.351495
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.59348
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.855698
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.140747
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.451687
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.793746
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.164325
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.570147
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.019835
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.524827
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.19427
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.9863
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.70323
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.43631
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.32934
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44787
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.58536
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.28845
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.12867
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.77641
õ(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.927013
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.129737
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.35164
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.593637
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.855867
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.14093
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.451888
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.793869
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.164184
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.569987
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.019657
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.524186
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.19619
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.98853
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.70682
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.44038
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19902
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44851
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.0835
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.31688
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.17206
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.82607
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.926927
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.129646
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.351776
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.593784
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.856026
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.141104
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.452079
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.793974
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.164045
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.569836
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.019488
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.523527
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.19779
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.9904
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.71064
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.44469
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27567
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.47635
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.92839
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.34587
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.21601
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.87599
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.926855
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.129568
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.351904
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.593923
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.856178
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.14127
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.452259
ÿ(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.794062
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.163914
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.569692
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.019331
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.522854
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.19909
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.99191
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.71468
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31377
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37767
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.99944
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.97207
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.37542
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.2605
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.92617
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.926797
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.129504
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.352026
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.594055
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.856321
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.141425
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.452428
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.794132
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.163794
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.569555
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.01918
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.522165
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.20008
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.99307
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48667
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40773
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48129
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.71682
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.01593
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.40243
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.30194
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.97659
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.92675
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.129455
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.352139
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.594177
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.856454
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.14157
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.452587
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.794184
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.163678
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.569428
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.019038
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.521462
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.20077
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78902
„(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57281
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50304
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.14408
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.75387
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.05996
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.42362
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.34238
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.02726
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.926718
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.12942
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.352245
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.594292
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.856578
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.141706
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.452735
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.794219
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.163569
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.56931
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.018907
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.52074
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.20114
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86564
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66019
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59961
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.8562
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.79136
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.10415
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.44491
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.38297
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.07818
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.926699
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.129399
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.352343
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.594398
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.856694
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.141831
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.452871
(336.72, 7.53, 344.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.794235
