¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
» (407.95, 7.41, 367.43) (384.68, 2.04, 354.46) (8.16, 2.90, 6.63) Truck 6.981957
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.504249
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.849221
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.237848
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.706779
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22743
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76978
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26892
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9713
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73181
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29611
ˆ(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91092
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.88427
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.35002
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.149583
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.359954
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.5862
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.830219
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.094137
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.357093
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.604938
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.871305
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.158229
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.494936
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.838978
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.24763
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.717624
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23951
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8035
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3161
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01237
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83387
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31254
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.93084
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.90885
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.38112
(408.10, 7.39, 367.49) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 23.503
(408.10, 7.39, 367.49) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 23.31191
(408.10, 7.39, 367.49) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 23.2306
(408.10, 7.39, 367.49) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 23.32188
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.151903
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.362391
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.588857
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.833101
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.097228
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.358463
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.6064
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.872877
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.159896
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.485776
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.831366
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.257637
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.728676
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25182
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83614
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36688
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03822
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93598
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.32913
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95089
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.93363
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.41249
—(408.10, 7.39, 367.49) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 23.41035
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.154199
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.364873
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.591533
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.835979
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.10031
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.360027
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.608093
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.874642
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.161879
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.476829
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.840642
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.267834
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.739965
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26439
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85023
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41842
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06475
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03805
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34587
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97114
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.95859
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.44412
(408.10, 7.39, 367.49) (373.57, 0.69, 380.01) (1.64, 1.39, 4.05) Truck 24.69871
(408.10, 7.39, 367.49) (373.57, 0.69, 380.01) (1.64, 1.39, 4.05) Truck 24.68015
(408.10, 7.39, 367.49) (373.57, 0.69, 380.01) (1.64, 1.39, 4.05) Truck 24.78822
(408.10, 7.39, 367.49) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 23.26631
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.15651
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.36736
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.59423
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.838893
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.103488
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.36181
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.610019
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.876721
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.164098
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.474532
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.850047
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.278224
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.608879
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.596437
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.585453
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.575923
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.606812
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1401
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36271
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99154
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.98381
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.47603
(408.10, 7.39, 367.49) (373.57, 0.69, 380.01) (1.64, 1.39, 4.05) Truck 24.54878
(408.10, 7.39, 367.49) (373.57, 0.69, 380.01) (1.64, 1.39, 4.05) Truck 24.53033
§(408.10, 7.39, 367.49) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 23.05831
(408.10, 7.39, 367.49) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 23.11623
(408.10, 7.39, 367.49) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 23.11368
(408.10, 7.39, 367.49) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 23.30058
(408.10, 7.39, 367.49) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 23.51078
(408.10, 7.39, 367.49) (374.67, 2.15, 380.41) (4.57, 4.04, 5.34) Truck 24.66982
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.158821
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.369879
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.596928
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.841783
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.106642
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.363808
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.61216
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.879014
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.166572
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.477219
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.859653
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.288833
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.481996
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.469576
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.458597
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.452642
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.4776
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.461314
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.446492
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.433123
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.421194
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.410698
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.401628
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.393976
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.387736
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.382905
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.379478
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.377452
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.376828
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.377602
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.379775
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.161192
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.372388
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.59963
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.844711
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.109853
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.366025
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.614556
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.881604
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.169327
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.478031
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.869463
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.299646
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.528821
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.512872
¨(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.49839
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.486311
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.495527
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.476459
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.458876
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.442762
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.428112
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.414908
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.403144
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.39281
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.383897
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.376397
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.370308
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.365625
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.362342
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.360459
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.359972
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.163542
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.374949
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.602377
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.847703
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.113022
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.36844
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.617128
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.884388
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.172361
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.47902
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.879456
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.310646
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.638333
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.622282
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.607718
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.594625
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.606224
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.586911
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.569102
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.552782
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.537938
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.52456
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.512634
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.502159
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.493121
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.485514
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.479332
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.474574
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.471232
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.469305
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.468793
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.165935
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.377482
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.60511
¥(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.850635
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.116232
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.371097
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.619958
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.887453
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.175636
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.48032
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.888666
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.321881
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.799779
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.78899
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.764765
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.742109
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.721008
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.701439
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.683394
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.666857
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.651813
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.638253
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.626165
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.615541
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.606372
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.598653
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.592376
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.587537
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.584134
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.582163
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.581622
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.168311
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.38007
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.607871
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.853651
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.119464
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.373955
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.623049
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.890735
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.177363
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.481932
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 8.576718
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 8.56242
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 8.549439
