¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ƒ (379.83, 15.75, 278.25) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.767699
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.86122
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10592
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82467
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64131
Ö(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49689
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51188
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.658
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.88568
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.99662
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.006259
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.307981
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.649531
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.018958
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.390012
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.805378
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.26574
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.74799
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.29134
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.87217
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.51797
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83512
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6518
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50866
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5159
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.67323
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.90202
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.07062
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.011783
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.313956
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.665451
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.023734
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.395208
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.826207
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.27347
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76886
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.30119
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.88309
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.53014
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85105
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66248
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52063
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52003
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68266
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.91874
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.14626
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.017228
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.324553
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.681219
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.02846
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.400352
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.840376
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.28115
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.78404
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.311
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.89398
×(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.54229
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86818
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67323
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53274
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52426
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68754
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.93597
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.022594
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.338848
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.690432
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.033137
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.417886
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.847344
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.28894
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.79291
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.32079
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.90484
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.5599
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88539
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68421
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54506
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52855
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.69243
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.95355
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.027882
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.352995
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.694697
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.037766
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.436448
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.854275
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30905
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.80176
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.33056
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.91567
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.56927
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90223
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69537
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55762
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53291
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.69746
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.97157
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.036171
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.366989
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.69892
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.042465
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.45488
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.861158
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32905
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.81057
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.34029
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.92746
Î(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.57868
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91249
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70666
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57031
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5443
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.70256
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.99003
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.048878
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.380828
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.703094
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.059138
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.462504
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.868517
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3376
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.81936
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.34999
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.95376
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.58811
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92276
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71811
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58319
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5589
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.7078
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.0089
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.061438
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.389503
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.707218
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.075686
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.468729
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.886451
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34556
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.82811
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.35965
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.9699
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.59758
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.29682
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72975
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59624
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.57366
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.71306
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.01844
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.073845
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.39327
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.711293
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.092101
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.474908
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.90428
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3535
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.83683
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.37671
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.97844
Æ(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.60707
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.30742
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74154
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60951
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58868
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.71846
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.0253
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.086096
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.396993
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.726038
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.107364
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.481044
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.920066
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36139
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.84551
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.4001
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.98701
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.61658
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.31806
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7535
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62294
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.60388
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.7239
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.0324
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.098188
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.400668
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.740789
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.112964
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.49672
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.92725
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36926
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.85416
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.42341
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.9956
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.62613
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.33149
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76562
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63651
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61932
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.7367
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.03981
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.109035
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.404296
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.75541
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.11852
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.512622
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.934399
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.37709
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.87443
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.43447
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.00421
Í(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.6357
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.34151
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77787
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65029
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6349
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.7545
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.04745
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.112353
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.415925
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.769891
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.124029
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.52841
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.941516
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38488
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.89526
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.44227
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.01284
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.64538
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.35157
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7903
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66426
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65075
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.77257
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.05534
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.50519
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.115624
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.429074
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.783686
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.136161
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.542313
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.948595
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39576
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.91602
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.4501
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.02149
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.6613
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.36168
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.14116
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67845
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66675
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.78474
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.06349
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.51954
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.118851
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.442088
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.788682
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.150352
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.548771
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.955639
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41444
