¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ô(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.378176
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97955
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.42905
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.09265
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.76255
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.30817
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.976877
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.177348
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.392714
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.624661
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.875124
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.138037
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.421083
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.728733
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.064204
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.428452
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.811632
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.244595
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.716793
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23798
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81998
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47393
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21399
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9469
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80197
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74175
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90252
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05065
(378.26, 14.72, 274.12) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 17.26008
(378.26, 14.72, 274.12) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 17.21289
(378.26, 14.72, 274.12) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 17.16852
Ï(378.26, 14.72, 274.12) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 17.12692
(378.26, 14.72, 274.12) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 17.08807
(378.26, 14.72, 274.12) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 17.05193
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.970669
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.170676
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.385508
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.616903
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.866751
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.127201
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.409362
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.715936
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.050241
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.416145
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.803284
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.226204
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.693328
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21188
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79075
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44101
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1766
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91398
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77498
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72258
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91625
(378.26, 14.72, 274.12) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 16.66453
(378.26, 14.72, 274.12) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 16.61749
(378.26, 14.72, 274.12) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 16.57319
(378.26, 14.72, 274.12) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 16.53158
(378.26, 14.72, 274.12) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 16.49264
(378.26, 14.72, 274.12) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 16.45633
(378.26, 14.72, 274.12) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 16.42263
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.964476
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.164042
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.378403
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.609238
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.856848
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.116473
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.397704
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.703272
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.036418
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.400997
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.784269
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.205275
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.67016
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18613
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76194
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40857
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13976
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88184
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74856
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70434
Í(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93053
(378.26, 14.72, 274.12) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 16.3624
(378.26, 14.72, 274.12) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 16.34309
(378.26, 14.72, 274.12) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 16.32626
(378.26, 14.72, 274.12) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 16.3119
(378.26, 14.72, 274.12) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 16.3
(378.26, 14.72, 274.12) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 16.29055
(378.26, 14.72, 274.12) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 16.28353
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.958323
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.157469
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.371331
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.60159
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.847015
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.105877
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.386215
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.690765
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.022746
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.384206
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.76555
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.184644
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.647341
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16072
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73351
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37656
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1035
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85046
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72275
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68702
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94545
(378.26, 14.72, 274.12) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 16.4333
(378.26, 14.72, 274.12) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 16.4139
(378.26, 14.72, 274.12) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 16.397
(378.26, 14.72, 274.12) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 16.38256
(378.26, 14.72, 274.12) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 16.3706
(378.26, 14.72, 274.12) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 16.36109
(378.26, 14.72, 274.12) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 16.35404
(378.26, 14.72, 274.12) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 19.28496
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.952255
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.150929
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.364295
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.594025
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.837305
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.095385
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.374833
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.678378
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.009231
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.367325
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.747055
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.164249
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.624832
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13569
Ú(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70555
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34508
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06774
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81978
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6975
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67062
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96095
(378.26, 14.72, 274.12) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 16.5073
(378.26, 14.72, 274.12) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 16.4878
(378.26, 14.72, 274.12) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 16.47081
(378.26, 14.72, 274.12) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 16.4563
(378.26, 14.72, 274.12) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 16.44428
(378.26, 14.72, 274.12) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 16.43472
(378.26, 14.72, 274.12) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 16.42762
(378.26, 14.72, 274.12) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 18.99451
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.946181
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.144441
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.357331
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.586492
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.827684
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.084982
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.363553
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.666131
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.995866
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.350698
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.728802
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.144197
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.602643
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11105
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67796
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31402
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03256
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78987
(378.26, 14.72, 274.12) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 11.92056
(378.26, 14.72, 274.12) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 11.88824
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93585
(378.26, 14.72, 274.12) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 16.58445
(378.26, 14.72, 274.12) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 16.56485
(378.26, 14.72, 274.12) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 16.54777
(378.26, 14.72, 274.12) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 16.53319
(378.26, 14.72, 274.12) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 16.5211
(378.26, 14.72, 274.12) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 16.51148
(378.26, 14.72, 274.12) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 16.50435
(378.26, 14.72, 274.12) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 18.71483
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.940188
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.138002
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.350399
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.579041
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.818201
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.074692
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.3524
î(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.653988
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.982624
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.33426
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.710818
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.124396
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.58075
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0867
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65077
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28345
(378.26, 14.72, 274.12) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 11.72311
(378.26, 14.72, 274.12) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 11.68796
(378.26, 14.72, 274.12) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 11.65476
(378.26, 14.72, 274.12) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 11.62347
(378.26, 14.72, 274.12) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 11.59408
(378.26, 14.72, 274.12) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 11.56656
(378.26, 14.72, 274.12) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 11.65106
(378.26, 14.72, 274.12) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 11.62699
(378.26, 14.72, 274.12) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 16.61329
(378.26, 14.72, 274.12) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 16.60113
(378.26, 14.72, 274.12) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 16.59146
(378.26, 14.72, 274.12) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 16.58428
(378.26, 14.72, 274.12) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 18.44538
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.934219
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.131616
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.343538
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.571639
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.808765
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.064546
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.341383
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.641991
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.969557
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.318069
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.693088
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.104907
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.559156
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06275
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62398
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25334
(378.26, 14.72, 274.12) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 11.46853
(378.26, 14.72, 274.12) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 11.43444
(378.26, 14.72, 274.12) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 11.40225
(378.26, 14.72, 274.12) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 11.37193
(378.26, 14.72, 274.12) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 11.34346
(378.26, 14.72, 274.12) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 11.42486
(378.26, 14.72, 274.12) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 11.39978
(378.26, 14.72, 274.12) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 11.37652
(378.26, 14.72, 274.12) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.06812
(378.26, 14.72, 274.12) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 16.68444
(378.26, 14.72, 274.12) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 16.67472
(378.26, 14.72, 274.12) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 16.66749
(378.26, 14.72, 274.12) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 18.18567
Û(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.928294
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.12526
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.33669
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.563194
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.799488
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.054475
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.330491
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.630157
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.956645
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.302139
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.675612
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.085654
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.537919
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03912
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59764
(378.26, 14.72, 274.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2237
(378.26, 14.72, 274.12) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 11.35006
(378.26, 14.72, 274.12) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 11.21229
(378.26, 14.72, 274.12) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 11.19306
