¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¡ (437.28, 14.08, 299.67) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 3.306961
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.41179
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.364614
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.701957
¶(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.05684
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.422903
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.825238
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.324087
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.923852
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67678
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6161
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13779
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44025
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88223
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35879
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87414
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34632
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70779
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01952
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.473
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00332
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03021
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.78316
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.95147
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.350094
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.685998
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.041016
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.405584
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.812607
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.313744
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.892336
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63683
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54867
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11378
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39983
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77891
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24745
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75379
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20424
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59229
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90048
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23145
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70592
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4883
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.44893
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.1725
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.335334
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.669805
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.025084
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.388105
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.80298
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.302918
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.864623
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59771
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48135
¸(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09077
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37567
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67796
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13868
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63632
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06616
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44629
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78483
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10172
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45816
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98754
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.028
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76491
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.58223
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.320348
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.653351
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.009016
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.37044
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.792944
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.29163
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.851912
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55971
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41407
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06875
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35254
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65194
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03237
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52156
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93196
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30446
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67253
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98435
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31203
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6949
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48302
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.44756
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.09653
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.305173
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.636648
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.992803
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.352682
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.782475
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.279913
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.838685
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52104
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34694
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04775
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33047
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62874
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94374
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40955
´(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8015
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16673
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.554
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87043
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19289
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53205
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9754
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.02976
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76895
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.44497
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.300606
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.619753
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.976441
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.334742
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.771604
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.26774
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.824957
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48173
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27992
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02775
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30944
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6066
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92042
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30011
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67471
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03288
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41248
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75987
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07732
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41107
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76234
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48635
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45493
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.10654
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.298344
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.602599
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.959983
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.316945
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.760328
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.25515
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.810757
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44176
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21307
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00871
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28947
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58559
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89831
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.229
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55143
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90279
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27507
¹(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65252
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96513
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29374
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63947
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10141
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.0365
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.78236
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.295932
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.58519
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.943378
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.306486
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.748682
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.242086
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.796021
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42224
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14637
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93667
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27052
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56565
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87734
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21647
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45278
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77642
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14158
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52886
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85628
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17989
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5203
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06747
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4947
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.47161
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.42514
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.293421
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.580616
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.924868
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.295652
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.736637
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.228613
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.780838
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40499
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07988
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86018
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25259
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54679
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85747
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21173
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45855
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65639
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01193
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39177
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75069
¸(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06949
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41297
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03566
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39718
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04934
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.80584
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.290771
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.577753
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.905253
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.284523
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.724249
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.214694
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.765164
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3872
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01359
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78403
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23567
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52904
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83877
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20801
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4659
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66396
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88594
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2587
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64824
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96242
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33546
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00592
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36609
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74535
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.49822
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.288046
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.574748
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.886221
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.273043
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.711451
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.200386
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.749024
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36888
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97047
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7082
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21979
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51231
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82548
(436.95, 14.18, 301.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20526
