¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ç (376.01, 8.08, 343.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.04717
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27322
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60557
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49513
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.744137
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.081053
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.451178
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.889128
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.375446
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.905689
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50843
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29567
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21236
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42642
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18667
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.727761
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.063143
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.432644
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.86856
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.34721
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.874082
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47395
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2557
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16548
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24996
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88548
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.23665
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.711251
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.045088
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.413816
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.847641
…(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.318669
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.842127
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43884
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21501
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10279
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12221
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59148
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.80364
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.694587
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.026852
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.394659
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.823515
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.289897
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.809916
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40309
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17364
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03713
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04341
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32974
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38353
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.678747
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.008455
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.375219
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.797398
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.260867
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.777445
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36673
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13154
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97121
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9643
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16686
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97594
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.664644
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.990772
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.355492
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.771103
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.2316
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.744669
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32982
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08882
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90517
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88489
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04092
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5806
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.650416
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.975199
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.333057
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.744578
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.202124
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.711673
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2923
‚(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03581
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83891
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80525
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88307
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19716
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.636025
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.959482
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.31613
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.718812
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.172358
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.67847
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25421
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9783
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77255
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72538
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72832
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75381
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.621421
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.943587
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.298975
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.699894
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.142899
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.645031
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21567
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92067
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70608
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64532
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57666
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25918
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.606712
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.927536
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.281627
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.680729
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.121675
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.611379
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17658
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86287
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63951
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56511
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42806
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78877
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.591874
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.91133
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.264065
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.661329
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.100165
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.587347
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1341
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.805
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57287
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4848
…(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28237
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34106
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.576869
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.894977
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.246254
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.641694
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.078397
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.563138
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10015
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74707
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50621
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40443
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13958
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96912
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.561735
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.878468
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.228222
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.621866
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.056428
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.538631
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06693
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70644
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43955
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2803
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99959
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8106
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.546424
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.861799
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.210025
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.601787
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.034203
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.513886
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03338
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66835
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39096
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15814
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86237
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65537
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.531042
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.845031
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.191633
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.581471
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.011763
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.486763
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.99973
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62999
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34704
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1054
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73588
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50344
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.51551
…(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.828089
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.173039
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.561016
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.989052
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.457203
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.966788
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59127
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30286
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06858
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69499
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39213
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.49987
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.811045
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.154241
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.54032
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.966151
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.427515
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.933696
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5523
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25833
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03198
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65438
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34682
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.484101
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.793853
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.135262
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.519464
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.943064
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.397715
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.900511
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51303
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21352
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99562
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61411
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30191
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.468219
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.776578
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.116138
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.49839
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.917807
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.367795
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.86718
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47355
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17414
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95958
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57412
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30686
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.452226
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.759151
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.096849
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.477133
€(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.890701
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.337801
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.833761
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43377
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13457
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92375
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53441
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63317
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.436145
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.741652
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.077395
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.455712
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.863514
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.307706
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.800298
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39381
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09459
(375.80, 8.12, 343.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8882
