¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ö(379.03, 10.05, 325.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.364736
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.1369
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.82519
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.09557
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.13704
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.91117
­(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.77848
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.732698
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.945831
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.176379
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.426526
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.698833
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.996326
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.322616
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.682031
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.097231
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.632244
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.274934
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.0188
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.93512
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.10052
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.80098
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.03876
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.1256
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.25141
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.93473
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.728468
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.941259
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.171425
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.421141
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.692959
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.989896
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.315548
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.674226
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.082458
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.615405
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.256279
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.995039
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.90719
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.06233
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.7753
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.98159
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.1146
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.45219
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.02149
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.724193
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.936641
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.166422
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.415703
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.687028
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.983405
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.308413
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.666348
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.067406
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.598252
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.237237
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.970661
¦(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.87848
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.02238
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.74818
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.9241
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.10407
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.65454
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.10922
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.719878
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.93198
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.161371
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.410214
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.681042
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.976851
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.30121
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.658396
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.053592
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.580786
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.217814
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.945673
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.84898
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.9807
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.71963
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.86628
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.094
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.9299
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.19793
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.715522
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.927273
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.156273
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.404674
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.675001
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.97024
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.293942
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.650373
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.044691
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.563015
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.19637
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.9201
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.81872
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.93734
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.68968
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.80817
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.08439
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.07098
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.51508
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.711125
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.922524
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.151128
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.399085
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.668905
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.963569
«(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.286613
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.642284
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.035717
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.54495
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.173826
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.893945
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.78919
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.89235
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.65174
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.72587
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.07523
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.1575
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.706688
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.917733
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.14594
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.393445
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.662757
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.956841
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.279221
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.634125
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.026669
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.526588
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.150867
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.867228
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75939
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.85343
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.60186
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.60687
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.2616
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.24447
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.702214
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.912901
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.140705
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.387757
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.656558
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.950058
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.271768
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.6259
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.017549
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.507948
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.127501
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.839957
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.72901
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.81804
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.54975
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.48536
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.44889
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.51997
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.697702
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.908028
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.135428
ª(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.382025
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.65031
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.943222
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.264257
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.617613
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.008357
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.489029
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.103739
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.812158
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.69806
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.78195
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.49548
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.36152
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.59587
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.67794
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.693154
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.903117
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.130108
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.376247
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.64401
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.936329
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.256687
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.60926
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.999097
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.469839
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.079589
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.783831
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.66655
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.74518
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.4391
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.23547
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.62927
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.75778
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.68857
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.898167
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.12475
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.370425
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.637665
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.929387
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.249063
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.60085
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.989773
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.450389
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.055066
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.757211
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.63451
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.70775
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.38069
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.10742
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.86387
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.98965
Ë(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.683951
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.893179
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.119349
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.364558
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.631271
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.922394
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.241384
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.592379
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.980385
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.430681
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.030178
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.731517
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60194
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.66757
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.32031
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.97751
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.21894
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.47167
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.679297
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.888156
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.113909
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.358651
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.624834
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.915354
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.233652
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.583852
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.970933
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.410726
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.004939
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.705481
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.56658
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.62419
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.25803
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.48151
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.46732
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.7685
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.674612
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.883098
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.108433
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.352703
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.618353
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.908267
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.225871
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.575271
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.961423
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.390531
(378.48, 9.94, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.979356
