¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Î(332.58, 7.48, 362.03) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 8.564726
(332.92, 7.46, 360.47) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.55657
(332.92, 7.46, 360.47) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.602202
(332.92, 7.46, 360.47) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.649539
(332.92, 7.46, 360.47) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.71288
(332.92, 7.46, 360.47) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.899022
(332.92, 7.46, 360.47) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.70342
(332.92, 7.46, 360.47) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.765867
(332.92, 7.46, 360.47) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.924877
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99675
(332.92, 7.46, 360.47) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.72212
(332.92, 7.46, 360.47) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.52959
(332.92, 7.46, 360.47) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.40639
(332.92, 7.46, 360.47) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.39362
(332.92, 7.46, 360.47) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.38243
(332.92, 7.46, 360.47) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.44839
(332.92, 7.46, 360.47) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.57878
(332.92, 7.46, 360.47) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.77459
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.03866
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.338583
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.35957
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.381529
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.404478
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.428437
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.459863
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.562646
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.670235
(332.92, 7.46, 360.47) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.581904
(332.92, 7.46, 360.47) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.598956
(332.92, 7.46, 360.47) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.645228
(332.92, 7.46, 360.47) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.693224
(332.92, 7.46, 360.47) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.743501
(332.92, 7.46, 360.47) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.931222
(332.92, 7.46, 360.47) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.739784
(332.92, 7.46, 360.47) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.80278
(332.92, 7.46, 360.47) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.953567
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99543
(332.92, 7.46, 360.47) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.91434
(332.92, 7.46, 360.47) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.7152
(332.92, 7.46, 360.47) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.56536
(332.92, 7.46, 360.47) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.5524
(332.92, 7.46, 360.47) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.54104
(332.92, 7.46, 360.47) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.59681
(332.92, 7.46, 360.47) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.73107
á(332.92, 7.46, 360.47) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.9121
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.92647
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.355754
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.376953
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.399128
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.422299
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.446487
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.471713
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.574802
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.682909
(332.92, 7.46, 360.47) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.634301
(332.92, 7.46, 360.47) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.642775
(332.92, 7.46, 360.47) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.689714
(332.92, 7.46, 360.47) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.738396
(332.92, 7.46, 360.47) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.788867
(332.92, 7.46, 360.47) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.964396
(332.92, 7.46, 360.47) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.77771
(332.92, 7.46, 360.47) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.84128
(332.92, 7.46, 360.47) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.983415
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98947
(332.92, 7.46, 360.47) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.1807
(332.92, 7.46, 360.47) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.9094
(332.92, 7.46, 360.47) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.7309
(332.92, 7.46, 360.47) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.71773
(332.92, 7.46, 360.47) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.70619
(332.92, 7.46, 360.47) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.75103
(332.92, 7.46, 360.47) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.88937
(332.92, 7.46, 360.47) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.05455
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.81857
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.373665
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.395084
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.417487
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.440891
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.465319
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.49079
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.587444
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.696093
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.809933
(332.92, 7.46, 360.47) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.688059
(332.92, 7.46, 360.47) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.735692
(332.92, 7.46, 360.47) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.785087
(332.92, 7.46, 360.47) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.836295
(332.92, 7.46, 360.47) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.99856
(332.92, 7.46, 360.47) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.200438
(332.92, 7.46, 360.47) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.881393
(332.92, 7.46, 360.47) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.01443
(332.92, 7.46, 360.47) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 14.97637
(332.92, 7.46, 360.47) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 14.9533
(332.92, 7.46, 360.47) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.11273
(332.92, 7.46, 360.47) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.90854
(332.92, 7.46, 360.47) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.88997
á(332.92, 7.46, 360.47) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.87824
(332.92, 7.46, 360.47) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.91132
(332.92, 7.46, 360.47) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.05397
(332.92, 7.46, 360.47) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.20215
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.71491
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.392831
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.413976
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.436616
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.460266
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.484943
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.510673
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.60058
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.709789
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.82423
(332.92, 7.46, 360.47) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.734846
(332.92, 7.46, 360.47) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.7832
(332.92, 7.46, 360.47) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.833339
(332.92, 7.46, 360.47) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.885314
(332.92, 7.46, 360.47) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.033727
(332.92, 7.46, 360.47) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.237494
(332.92, 7.46, 360.47) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.92315
(332.92, 7.46, 360.47) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.04664
(332.92, 7.46, 360.47) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.31118
(332.92, 7.46, 360.47) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 14.37402
(332.92, 7.46, 360.47) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 14.69628
(332.92, 7.46, 360.47) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.11405
(332.92, 7.46, 360.47) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.06952
(332.92, 7.46, 360.47) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.05759
(332.92, 7.46, 360.47) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.07802
(332.92, 7.46, 360.47) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.22522
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.90289
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.6515
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.417608
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.43364
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.45653
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.480435
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.505375
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.531373
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.61421
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.724006
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.839071
(332.92, 7.46, 360.47) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.783175
(332.92, 7.46, 360.47) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.832279
(332.92, 7.46, 360.47) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.883193
(332.92, 7.46, 360.47) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.935963
(332.92, 7.46, 360.47) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.069921
(332.92, 7.46, 360.47) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.275637
(332.92, 7.46, 360.47) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.966583
(332.92, 7.46, 360.47) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.08005
(332.92, 7.46, 360.47) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.34644
(332.92, 7.46, 360.47) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 13.95387
Ù(332.92, 7.46, 360.47) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 14.25672
(332.92, 7.46, 360.47) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 14.74889
(332.92, 7.46, 360.47) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 20.19279
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.90457
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.30426
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.81079
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.74862
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.71556
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.44343
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.454092
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.477242
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.501413
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.526627
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.552906
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.628343
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.738747
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.854462
(332.92, 7.46, 360.47) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.839324
(332.92, 7.46, 360.47) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.882972
(332.92, 7.46, 360.47) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.93469
(332.92, 7.46, 360.47) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.988291
(332.92, 7.46, 360.47) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.107156
(332.92, 7.46, 360.47) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.314889
(332.92, 7.46, 360.47) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.01172
(332.92, 7.46, 360.47) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.11469
(332.92, 7.46, 360.47) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.383
(332.92, 7.46, 360.47) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 13.55906
(332.92, 7.46, 360.47) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 13.84424
(332.92, 7.46, 360.47) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 14.48115
(332.92, 7.46, 360.47) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 19.28752
(332.92, 7.46, 360.47) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 19.93769
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.1549
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.67351
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.59925
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.78283
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.470319
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.475341
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.498762
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.523212
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.548712
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.575285
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.642982
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.754019
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.870407
(332.92, 7.46, 360.47) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.901552
(332.92, 7.46, 360.47) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.935317
(332.92, 7.46, 360.47) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.987873
(332.92, 7.46, 360.47) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.042338
(332.92, 7.46, 360.47) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.145452
(332.92, 7.46, 360.47) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.355268
(332.92, 7.46, 360.47) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.05861
Ù(332.92, 7.46, 360.47) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.15056
(332.92, 7.46, 360.47) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.42087
(332.92, 7.46, 360.47) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 13.18747
(332.92, 7.46, 360.47) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 13.4565
(332.92, 7.46, 360.47) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 14.224
(332.92, 7.46, 360.47) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 18.46194
(332.92, 7.46, 360.47) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 19.31202
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.04319
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.54055
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.45462
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.57345
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.4983
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.497401
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.521105
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.545847
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.571646
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.598526
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.658131
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.769825
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.886912
(332.92, 7.46, 360.47) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.965974
(332.92, 7.46, 360.47) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.989361
(332.92, 7.46, 360.47) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.04279
(332.92, 7.46, 360.47) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.098155
(332.92, 7.46, 360.47) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.184828
(332.92, 7.46, 360.47) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.396799
(332.92, 7.46, 360.47) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.10727
(332.92, 7.46, 360.47) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.18769
(332.92, 7.46, 360.47) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.46008
(332.92, 7.46, 360.47) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 12.83714
(332.92, 7.46, 360.47) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 13.22961
(332.92, 7.46, 360.47) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 13.97683
(332.92, 7.46, 360.47) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 17.70604
(332.92, 7.46, 360.47) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 18.82245
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.95159
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.40763
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.18592
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.33049
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.527399
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.520288
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.544289
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.569334
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.595444
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.622644
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.673799
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.786172
(332.92, 7.46, 360.47) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.903986
(332.92, 7.46, 360.47) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.032666
(332.92, 7.46, 360.47) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.045154
(332.92, 7.46, 360.47) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.099491
(332.92, 7.46, 360.47) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.15579
Ü(332.92, 7.46, 360.47) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.225303
(332.92, 7.46, 360.47) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.439503
(332.92, 7.46, 360.47) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.15775
(332.92, 7.46, 360.47) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.22862
(332.92, 7.46, 360.47) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.50064
(332.92, 7.46, 360.47) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 12.50636
(332.92, 7.46, 360.47) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 13.01673
(332.92, 7.46, 360.47) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 16.54028
(332.92, 7.46, 360.47) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 17.02895
