¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
è!(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 6.493723
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.67797
¡ (417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.69855
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.72154
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 6.365232
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 6.328224
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 6.292578
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 6.258257
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 6.225236
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 6.19348
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 6.16296
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 6.133651
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 6.105527
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 6.078564
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 6.052737
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 6.028023
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 6.004404
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.981859
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.960367
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.993288
(417.89, 13.34, 328.07) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 7.580058
(417.89, 13.34, 328.07) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 7.775511
(417.89, 13.34, 328.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23993
(417.89, 13.34, 328.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89504
(417.89, 13.34, 328.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32117
(417.89, 13.34, 328.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77853
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.64642
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.70488
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.71383
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.72512
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.73879
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.75484
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.77327
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.79411
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.81737
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 6.141449
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 6.106056
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 6.07197
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 6.039158
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 6.007592
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.977242
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.94808
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.920079
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.893218
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.86747
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.842814
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.819231
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.796698
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.775198
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.754714
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.970768
(417.89, 13.34, 328.07) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 7.586723
(417.89, 13.34, 328.07) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 7.768251
œ (417.89, 13.34, 328.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95012
(417.89, 13.34, 328.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6127
(417.89, 13.34, 328.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35478
(417.89, 13.34, 328.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81456
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.7437
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.80265
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.81178
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.82328
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.83716
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.85344
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.87213
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.89323
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.91676
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.933749
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.899836
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.867178
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.835748
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.805513
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.776448
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.748527
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.721725
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.696015
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.671381
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.647797
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.625245
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.603706
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.604968
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.746556
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.948269
(417.89, 13.34, 328.07) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 7.594285
(417.89, 13.34, 328.07) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 7.761674
(417.89, 13.34, 328.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84957
(417.89, 13.34, 328.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30554
(417.89, 13.34, 328.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01082
(417.89, 13.34, 328.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80405
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.84455
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.90401
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.91334
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.92505
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.93916
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.95568
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.97462
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.996
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.01983
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.7405
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.707945
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.6766
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.646436
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.617424
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.58954
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.562758
Ÿ (417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.537053
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.512403
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.488788
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.466187
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.478147
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.546704
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.617848
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.757312
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.925799
(417.89, 13.34, 328.07) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 7.602745
(417.89, 13.34, 328.07) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 7.755777
(417.89, 13.34, 328.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82829
(417.89, 13.34, 328.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01383
(417.89, 13.34, 328.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68471
(417.89, 13.34, 328.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43707
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.94907
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.00907
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.0186
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.03053
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.04488
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.06165
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.08086
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.10253
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.12666
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.560274
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.528971
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.498836
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.469838
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.441953
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.415155
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.389421
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.364726
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.363038
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.39492
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.428551
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.495088
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.564118
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.635755
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.768629
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.919675
(417.89, 13.34, 328.07) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 7.612106
(417.89, 13.34, 328.07) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 7.750555
(417.89, 13.34, 328.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80857
(417.89, 13.34, 328.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97962
(417.89, 13.34, 328.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37548
(417.89, 13.34, 328.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09019
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.05737
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.11793
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.12767
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.13984
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.15443
¥ (417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.17147
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.19096
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.21292
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.23737
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.391825
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.36168
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.33266
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.306517
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.311056
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.316398
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.322667
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.352539
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.383556
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.415747
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.449143
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.512749
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.582273
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.654427
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.780515
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.93222
(417.89, 13.34, 328.07) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 7.622381
(417.89, 13.34, 328.07) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 7.747646
(417.89, 13.34, 328.07) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.028851
(417.89, 13.34, 328.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96086
(417.89, 13.34, 328.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13818
(417.89, 13.34, 328.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76179
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.16957
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.2307
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.24067
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.25307
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.26792
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.28524
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.30502
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.3273
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.35207
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.358238
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.337849
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.326284
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.330153
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.334825
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.340303
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.346591
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.373568
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.404898
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.437412
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.471141
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.531141
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.601181
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.673875
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.792975
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.945372
š (417.89, 13.34, 328.07) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 7.633568
(417.89, 13.34, 328.07) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 7.759226
(417.89, 13.34, 328.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77373
(417.89, 13.34, 328.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94368
(417.89, 13.34, 328.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12048
(417.89, 13.34, 328.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45046
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.28577
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.3475
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.3577
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.37036
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.38548
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.40308
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.42317
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.44577
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.47089
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.386555
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.366073
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.350708
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.354712
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.359523
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.365144
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.37158
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.39542
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.427078
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.459929
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.494005
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.550272
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.620852
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.69411
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.806014
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.959135
(417.89, 13.34, 328.07) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 7.645679
(417.89, 13.34, 328.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59549
(417.89, 13.34, 328.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75856
(417.89, 13.34, 328.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92807
(417.89, 13.34, 328.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10437
(417.89, 13.34, 328.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28784
(417.89, 13.34, 328.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84462
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.46845
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.4789
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.49181
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.50722
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.52512
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.54553
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.56847
(417.89, 13.34, 328.07) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.59395
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.415974
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.395396
(417.89, 13.34, 328.07) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.376068
