¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Š(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.4526
(326.00, 7.65, 373.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 17.29583
(326.00, 7.65, 373.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 17.42757
(326.00, 7.65, 373.23) (349.51, 0.49, 347.06) (1.16, 1.16, 6.53) Tools 19.90201
(326.00, 7.65, 373.23) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 19.97196
(326.00, 7.65, 373.23) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 20.05541
(326.00, 7.65, 373.23) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 19.86489
(326.00, 7.65, 373.23) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 21.29688
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.501646
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.693497
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.893286
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.116569
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.358423
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.618427
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.893779
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.194155
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.523073
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.884743
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.284241
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.727756
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.2229
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.779154
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40846
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.12611
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80008
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8286
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03927
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48501
(326.00, 7.65, 373.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 17.48535
(326.00, 7.65, 373.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 17.29635
(326.00, 7.65, 373.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 17.27581
(326.00, 7.65, 373.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 17.30639
(326.00, 7.65, 373.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 17.4383
(326.00, 7.65, 373.23) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 19.91552
(326.00, 7.65, 373.23) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 20.52699
(326.00, 7.65, 373.23) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 20.63696
(326.00, 7.65, 373.23) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 20.3968
(326.00, 7.65, 373.23) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 19.76276
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.507291
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.700603
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.900962
Ë(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.124873
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.367431
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.6287
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.904963
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.206378
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.536483
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.89952
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.300604
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.745968
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.243294
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.802138
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43457
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15601
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83713
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8719
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0906
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53757
(326.00, 7.65, 373.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 17.48739
(326.00, 7.65, 373.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 17.30416
(326.00, 7.65, 373.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 17.2836
(326.00, 7.65, 373.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 17.31943
(326.00, 7.65, 373.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 17.45155
(326.00, 7.65, 373.23) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 20.38838
(326.00, 7.65, 373.23) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 21.11683
(326.00, 7.65, 373.23) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 21.25653
(326.00, 7.65, 373.23) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 21.00849
(326.00, 7.65, 373.23) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 19.66315
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.512901
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.707752
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.908657
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.133195
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.376461
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.639034
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.916217
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.218679
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.549979
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.914396
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.317077
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.76431
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.263835
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.825299
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.46088
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97993
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87444
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91562
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14241
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58728
(326.00, 7.65, 373.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 17.49225
(326.00, 7.65, 373.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 17.31456
(326.00, 7.65, 373.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 17.29399
(326.00, 7.65, 373.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 17.33496
Ë(326.00, 7.65, 373.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 17.46733
(326.00, 7.65, 373.23) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 19.61513
(326.00, 7.65, 373.23) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 21.74473
(326.00, 7.65, 373.23) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 21.91783
(326.00, 7.65, 373.23) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 21.66138
(326.00, 7.65, 373.23) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 20.19031
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.51847
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.714938
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.916364
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.141533
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.38551
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.649428
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.927537
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.231052
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.563561
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.929367
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.333659
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.782776
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.284522
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.848631
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.48739
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01247
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91212
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95968
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19472
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63744
(326.00, 7.65, 373.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 17.49996
(326.00, 7.65, 373.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 17.32756
(326.00, 7.65, 373.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 17.30698
(326.00, 7.65, 373.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 17.35298
(326.00, 7.65, 373.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 17.48704
(326.00, 7.65, 373.23) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 20.30386
(326.00, 7.65, 373.23) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 19.72347
(326.00, 7.65, 373.23) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 19.69055
(326.00, 7.65, 373.23) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 19.92211
(326.00, 7.65, 373.23) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 20.90667
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.524003
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.722163
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.924087
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.149889
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.394579
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.659881
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.938922
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.2435
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.577226
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.944432
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.350351
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.801369
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.305358
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.872133
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.5141
ñ(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04527
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95011
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00417
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24755
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68799
(326.00, 7.65, 373.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 17.51051
(326.00, 7.65, 373.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 17.34318
(326.00, 7.65, 373.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 17.32257
(326.00, 7.65, 373.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 17.37352
(326.00, 7.65, 373.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 17.52177
(326.00, 7.65, 373.23) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 19.96629
(326.00, 7.65, 373.23) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 20.40707
(326.00, 7.65, 373.23) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 20.35027
(326.00, 7.65, 373.23) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 20.5884
(326.00, 7.65, 373.23) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 21.67924
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.529495
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.729426
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.931831
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.158259
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.403664
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.670389
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.950373
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.25602
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.590971
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.95959
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.367147
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.820081
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.326331
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.895799
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28901
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07832
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98837
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04906
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30084
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.73893
(326.00, 7.65, 373.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 17.52391
(326.00, 7.65, 373.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 17.36142
(326.00, 7.65, 373.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 17.34079
(326.00, 7.65, 373.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 17.39659
(326.00, 7.65, 373.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 17.55889
(326.00, 7.65, 373.23) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 20.5002
(326.00, 7.65, 373.23) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 21.1611
(326.00, 7.65, 373.23) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 21.05898
(326.00, 7.65, 373.23) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 21.30402
(326.00, 7.65, 373.23) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 22.51475
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.534945
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.736726
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.939688
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.166642
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.412764
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.680388
æ(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.961884
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.26861
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.604798
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.974838
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.384048
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.838915
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.347446
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.919635
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31803
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11162
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02702
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09433
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35464
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.79027
(326.00, 7.65, 373.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 17.54018
(326.00, 7.65, 373.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 17.3823
(326.00, 7.65, 373.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 17.36164
(326.00, 7.65, 373.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 17.4222
(326.00, 7.65, 373.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 17.59841
(326.00, 7.65, 373.23) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 21.06579
(326.00, 7.65, 373.23) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 21.97669
(326.00, 7.65, 373.23) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 21.82223
(326.00, 7.65, 373.23) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 22.07457
(326.00, 7.65, 373.23) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 23.42104
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.540355
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.744061
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.947586
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.175038
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.42188
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.690317
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.973459
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.281272
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.618701
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.990178
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.401052
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.857869
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.368702
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64923
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34726
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14517
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06592
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06105
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40893
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.842
(326.00, 7.65, 373.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 17.55932
(326.00, 7.65, 373.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 17.40583
(326.00, 7.65, 373.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 17.38515
(326.00, 7.65, 373.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 17.45038
(326.00, 7.65, 373.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 17.64037
(326.00, 7.65, 373.23) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 21.66587
(326.00, 7.65, 373.23) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 22.8615
Õ(326.00, 7.65, 373.23) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 22.6464
(326.00, 7.65, 373.23) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 22.90644
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.545722
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.751432
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.955522
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.183444
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.431007
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.700262
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.985095
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.294
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.632683
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.005605
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.418159
(326.00, 7.65, 373.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.87694
