¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¦(337.81, 7.34, 324.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 13.65585
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.902829
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.93132
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.960983
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.061275
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.183765
(337.78, 7.49, 325.44) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.687975
(337.78, 7.49, 325.44) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.728529
(337.78, 7.49, 325.44) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.770682
(337.78, 7.49, 325.44) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.873134
(337.78, 7.49, 325.44) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.049438
(337.78, 7.49, 325.44) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.26375
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.747547
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.638807
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.533997
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.505727
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.492717
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.48101
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.500606
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.564367
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.630389
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.801235
(337.78, 7.49, 325.44) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 14.00056
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.826483
í(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.852406
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.87944
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.907612
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.936945
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.046294
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.168117
(337.78, 7.49, 325.44) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.672318
(337.78, 7.49, 325.44) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.712657
(337.78, 7.49, 325.44) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.754586
(337.78, 7.49, 325.44) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.86271
(337.78, 7.49, 325.44) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.03851
(337.78, 7.49, 325.44) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.22218
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.770219
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.660969
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.555669
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.525662
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.512626
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.500897
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.519829
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.583906
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.650256
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.821075
(337.78, 7.49, 325.44) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.91007
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.804551
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.830181
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.856917
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.884781
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.916184
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.031818
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.152999
(337.78, 7.49, 325.44) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.657668
(337.78, 7.49, 325.44) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.697805
(337.78, 7.49, 325.44) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.739527
(337.78, 7.49, 325.44) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.852965
(337.78, 7.49, 325.44) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.028299
(337.78, 7.49, 325.44) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.18225
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.794532
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.684733
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.578908
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.546964
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.533902
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.522151
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.540311
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.604728
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.671425
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.842042
(337.78, 7.49, 325.44) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.82234
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.783445
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.808796
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.835245
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.862815
é(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.902788
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.017842
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.138405
(337.78, 7.49, 325.44) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.644015
(337.78, 7.49, 325.44) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.683965
(337.78, 7.49, 325.44) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.725492
(337.78, 7.49, 325.44) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.8439
(337.78, 7.49, 325.44) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.018798
(337.78, 7.49, 325.44) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.14392
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.82051
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.710124
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.603733
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.569652
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.556561
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.544785
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.562066
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.626842
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.693912
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.864149
(337.78, 7.49, 325.44) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.73731
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.763153
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.788236
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.814412
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.8417
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.889866
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.004363
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.124331
(337.78, 7.49, 325.44) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.631351
(337.78, 7.49, 325.44) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.671126
(337.78, 7.49, 325.44) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.712475
(337.78, 7.49, 325.44) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.835508
(337.78, 7.49, 325.44) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.010004
(337.78, 7.49, 325.44) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.10717
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.848175
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.737161
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.63017
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.593741
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.580621
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.568818
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.585107
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.650266
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.717731
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.887406
(337.78, 7.49, 325.44) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.65492
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.74366
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.768489
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.794402
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.821421
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.877416
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.991377
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.110774
ä(337.78, 7.49, 325.44) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.619666
(337.78, 7.49, 325.44) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.659281
(337.78, 7.49, 325.44) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.700467
(337.78, 7.49, 325.44) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.827789
(337.78, 7.49, 325.44) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.001914
(337.78, 7.49, 325.44) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.07196
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.877553
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.76587
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.65824
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.619252
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.6061
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.59427
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.609453
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.675017
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.742901
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.911831
(337.78, 7.49, 325.44) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.5751
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.724957
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.749542
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.775204
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.801966
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.865433
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.978878
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.097727
(337.78, 7.49, 325.44) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.608955
(337.78, 7.49, 325.44) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.648425
(337.78, 7.49, 325.44) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.68946
(337.78, 7.49, 325.44) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.820737
(337.78, 7.49, 325.44) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.994526
(337.78, 7.49, 325.44) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.03828
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.908673
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.79628
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.68797
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.646203
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.633019
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.62116
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.63512
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.701114
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.76944
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.937435
(337.78, 7.49, 325.44) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.49779
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.707032
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.731383
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.756807
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.783323
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.853913
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.966864
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.085187
(337.78, 7.49, 325.44) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.599212
(337.78, 7.49, 325.44) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.638548
(337.78, 7.49, 325.44) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.679447
è(337.78, 7.49, 325.44) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.814352
(337.78, 7.49, 325.44) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.987834
(337.78, 7.49, 325.44) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.0061
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.941566
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.82842
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.719387
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.674618
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.661399
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.649508
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.662128
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.728574
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.797368
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.964234
(337.78, 7.49, 325.44) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.42292
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.689872
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.714002
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.739197
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.765479
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.842853
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.955332
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.07315
(337.78, 7.49, 325.44) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.590431
(337.78, 7.49, 325.44) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.629647
(337.78, 7.49, 325.44) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.670422
(337.78, 7.49, 325.44) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.808629
(337.78, 7.49, 325.44) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.98184
(337.78, 7.49, 325.44) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.975404
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.987703
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.86232
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.752524
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.704521
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.691264
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.679342
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.690498
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.75742
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.826706
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.992248
(337.78, 7.49, 325.44) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.35046
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.673469
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.697387
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.722365
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.748426
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.832249
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.944275
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.061612
(337.78, 7.49, 325.44) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.582605
(337.78, 7.49, 325.44) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.621715
(337.78, 7.49, 325.44) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.66238
(337.78, 7.49, 325.44) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.80357
(337.78, 7.49, 325.44) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.976539
(337.78, 7.49, 325.44) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.946169
ç(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 9.053413
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.898013
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.787412
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.735935
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.72264
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.710682
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.720247
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.78767
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.857476
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 9.021489
(337.78, 7.49, 325.44) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.28033
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.657811
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.681529
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.706301
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.73215
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.822099
(337.78, 7.49, 325.44) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.933693
(337.78, 7.49, 325.44) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.538232
(337.78, 7.49, 325.44) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.575731
(337.78, 7.49, 325.44) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.614748
(337.78, 7.49, 325.44) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.655317
(337.78, 7.49, 325.44) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.799171
(337.78, 7.49, 325.44) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.97193
(337.78, 7.49, 325.44) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.91837
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 9.123274
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.935534
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.824081
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.768884
(337.78, 7.49, 325.44) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.755548
