¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¬(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.58894
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84957
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67556
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61521
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75821
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1259
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.67355
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.66735
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.0632
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.75144
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.46094
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.68781
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.932269
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.196397
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.482604
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.793758
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.133132
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.515854
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.941683
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.412799
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.917272
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48053
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11342
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85278
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67938
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61962
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76332
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13206
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68099
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.69626
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.07471
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.74121
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.461879
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.688825
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.933372
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.1976
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.483888
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.795141
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.134686
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.51742
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.943441
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.415812
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.924558
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48873
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12264
„(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85592
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68316
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62402
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76823
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1382
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68837
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.72515
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.04729
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.59019
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.462837
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.689866
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.93448
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.198786
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.485171
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.796539
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.136218
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.518929
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.945118
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.417662
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.93186
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49688
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13184
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85894
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68695
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62838
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77298
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1443
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.69572
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.74937
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.94565
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.35687
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.463755
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.690844
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.93556
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.199957
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.486454
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.797922
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.13773
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.520412
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.946714
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.419438
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.939121
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50505
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14106
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86184
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69069
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63271
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77511
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15036
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.70298
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.77928
…(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.99534
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.15142
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.46469
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.691872
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.936614
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.201111
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.487732
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.799293
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.139217
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.521781
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.948285
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.421173
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.9464
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51317
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15022
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87131
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69439
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63703
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72191
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10638
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.71024
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.80894
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.04696
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.9644
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.465617
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.692841
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.937698
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.202281
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.488981
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.800676
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.140713
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.523146
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.949775
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.422834
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.950275
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52127
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15939
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87854
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6981
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64128
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66901
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01159
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.71738
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.83828
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.10053
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.78134
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.466533
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.693825
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.938785
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.203432
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.490222
†(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.802045
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.142214
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.524401
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.951178
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.424393
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.952002
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52727
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16273
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88173
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70175
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64553
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61635
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93581
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.72452
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.86732
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.15615
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.53141
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.467433
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.694808
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.939811
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.204566
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.49149
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.803395
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.143659
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.525617
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.952525
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.42588
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.95367
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52976
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16553
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88491
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70537
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64971
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60987
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87341
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.73157
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.8961
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.21375
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.50988
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.468325
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.695784
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.940874
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.205678
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.492698
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.804701
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.145114
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.526806
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.953788
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.427317
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.955254
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53222
…(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16832
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88803
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70896
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65388
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61845
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81145
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.73858
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.92456
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.27339
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.49755
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.469224
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.696749
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.941868
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.206801
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.493919
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.806046
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.148417
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.527869
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.955017
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.428673
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.956778
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53464
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17105
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89115
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71255
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.658
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62739
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74984
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.74554
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.95274
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.21835
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.42947
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.470111
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.697675
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.942888
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.2079
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.496301
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.810359
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.153177
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.528927
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.956159
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.429924
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.958207
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53707
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17376
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89424
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71608
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66212
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6368
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68863
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.70566
†(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.83974
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.09641
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.3638
(325.01, 7.17, 392.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.470987
