¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¼ (409.01, 7.34, 367.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.81199
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.316395
š(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.607109
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.923136
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.229355
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.575205
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.953637
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.368434
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.776266
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20608
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61019
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01565
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44276
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90615
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54659
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60824
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.7852
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.76336
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.74378
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.72645
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.71135
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.69847
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.68781
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.67935
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.67309
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.66902
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.66714
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.66746
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.66996
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.569134
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.799596
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.04795
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.316285
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.607003
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.923011
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.223166
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.559878
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.936876
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.350033
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.753531
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18124
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59997
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00327
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42936
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91767
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5791
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64659
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.87556
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.85359
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.83389
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.81646
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.80126
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.78831
›(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.77759
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.76908
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.76278
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.75869
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.75681
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.75713
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.75965
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.569055
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.799555
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.047873
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.316163
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.606865
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.922886
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.217187
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.544695
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.920221
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.331788
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.731169
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15681
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59029
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99156
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41671
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93926
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61187
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22236
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.96927
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.94717
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.92735
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.90981
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.89452
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.88149
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.8707
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.86214
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.85581
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.8517
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.84981
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.85013
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.85267
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.568954
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.799451
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.047758
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.316054
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.606745
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.922762
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.211423
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.529596
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.903761
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.313731
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.709223
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1328
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58121
£(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98053
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43362
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96161
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64923
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.09101
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.06644
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.04419
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.02425
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.00659
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.99122
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.9781
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.96725
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.95864
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.95226
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.94813
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.94623
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.94656
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.94911
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.568848
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.799309
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.047629
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.31592
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.606602
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.922597
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.205874
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.514693
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.887459
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.295803
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.687619
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10923
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57086
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97111
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45466
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98464
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69319
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.13811
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.12526
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.11469
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.12468
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.10691
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.09144
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.07824
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.06731
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.05865
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.05224
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.04808
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.04617
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.0465
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.04908
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.568746
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.799221
‚(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.047511
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.3158
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.606466
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.922446
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.200588
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.499917
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.87131
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.278114
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.666428
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08608
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5455
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99095
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47634
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00841
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73791
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.24135
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.22849
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.21793
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.39236
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.568647
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.799092
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.047393
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.315651
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.606342
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.920282
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.195513
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.491823
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.855307
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.26055
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.645626
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0634
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52059
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01138
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49866
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03356
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78328
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.50912
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.09084
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.01104
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.391
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.568513
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.798963
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.047257
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.31549
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.606133
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.915783
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.190671
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.486584
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.83948
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.24321
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.625229
‚(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0411
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52244
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03243
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52167
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07433
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82939
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.50834
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.0899
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.00988
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.38956
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.568385
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.798833
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.047118
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.315325
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.605989
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.911489
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.18602
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.481598
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.8238
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.225275
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.605178
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01923
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52585
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0541
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54534
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11571
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87622
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.50754
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.08891
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.00868
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.38804
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.568254
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.798687
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.046937
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.315165
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.605796
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.907382
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.181607
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.476847
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.808294
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.20723
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.585516
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0053
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52946
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07637
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56969
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15776
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92378
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.50668
