¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ò(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.53721
(336.68, 7.17, 318.80) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 18.17333
(336.68, 7.17, 318.80) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 18.7513
(336.68, 7.17, 318.80) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.18325
(336.68, 7.17, 318.80) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.25363
(336.68, 7.17, 318.80) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.32756
(336.68, 7.17, 318.80) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 18.8581
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.512554
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.765561
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.040112
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.339031
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.665654
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.02147
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.403285
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.824647
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.291956
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45996
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08317
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78724
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58884
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.20052
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.1786
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.20979
(336.68, 7.17, 318.80) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 15.66798
(336.68, 7.17, 318.80) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 15.82644
(336.68, 7.17, 318.80) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 15.99054
(336.68, 7.17, 318.80) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 16.16052
(336.68, 7.17, 318.80) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 16.41392
(336.68, 7.17, 318.80) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 16.70782
(336.68, 7.17, 318.80) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 17.01502
(336.68, 7.17, 318.80) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 17.35621
(336.68, 7.17, 318.80) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 17.87748
(336.68, 7.17, 318.80) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 18.43386
(336.68, 7.17, 318.80) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.61848
(336.68, 7.17, 318.80) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.51522
(336.68, 7.17, 318.80) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.48738
(336.68, 7.17, 318.80) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.5558
(336.68, 7.17, 318.80) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 18.90613
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.514202
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.767346
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.042054
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.341149
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.667976
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.025085
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.407266
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.829053
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.909696
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46577
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08975
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79471
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59737
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 12.83369
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 12.81216
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 12.91953
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.13631
(336.68, 7.17, 318.80) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 15.57728
(336.68, 7.17, 318.80) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 15.79897
(336.68, 7.17, 318.80) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 16.06624
(336.68, 7.17, 318.80) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 16.34519
(336.68, 7.17, 318.80) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 16.63653
(336.68, 7.17, 318.80) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 17.09269
(336.68, 7.17, 318.80) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 17.59557
(336.68, 7.17, 318.80) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.58545
(336.68, 7.17, 318.80) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.48545
(336.68, 7.17, 318.80) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.38935
(336.68, 7.17, 318.80) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 18.95707
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.515755
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.76903
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.043884
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.343147
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.670163
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.028592
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.41113
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.833328
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.914746
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47145
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09613
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80195
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 12.51159
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 12.48849
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 12.46733
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 12.64316
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 12.85013
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.30318
(336.68, 7.17, 318.80) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 15.73736
(336.68, 7.17, 318.80) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 16.00243
(336.68, 7.17, 318.80) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 16.38434
(336.68, 7.17, 318.80) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 16.84108
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.517211
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.770608
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.045601
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.345021
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.672215
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.031174
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.414873
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.420018
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.919699
„(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47696
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10234
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80898
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 12.18581
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 12.16313
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 12.18981
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 12.37973
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 12.57757
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.12109
(336.68, 7.17, 318.80) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 15.74209
(336.68, 7.17, 318.80) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 16.15876
(336.68, 7.17, 318.80) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 16.83944
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.518571
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.772083
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.047203
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.346771
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.674131
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.033279
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.973427
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.42432
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.924447
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48225
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1083
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81575
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 11.87827
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 11.856
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 11.94657
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 12.12841
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 12.3677
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 12.94475
(336.68, 7.17, 318.80) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 15.9428
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.519835
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.773453
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.048695
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.348397
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.675912
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.03524
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.977195
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.428419
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.929037
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48741
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1141
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 11.61126
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 11.58755
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 11.56566
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 11.71414
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 11.88843
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 12.21196
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.07806
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.33109
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.521002
ƒ(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.774718
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.05007
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.349898
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.677555
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.571625
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.980787
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.432435
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.933476
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49238
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11971
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 11.33565
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 11.31236
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 11.33106
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 11.49187
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 11.65908
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 12.06086
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.09759
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.16198
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.522071
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.775878
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.051332
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.351274
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.679064
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.574776
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.984243
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.436279
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.937744
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49717
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 11.09906
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 11.07442
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 11.05153
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 11.12465
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 11.27914
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 11.43972
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 11.91423
(336.68, 7.17, 318.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 18.93188
(336.68, 7.17, 318.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 18.9258
(336.68, 7.17, 318.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 19.63141
(336.68, 7.17, 318.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 20.76645
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.523044
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.776932
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.052477
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.352524
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.204946
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.577798
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.987585
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.43999
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.941877
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50179
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 10.85073
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 10.82652
±(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 10.80402
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 10.92683
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 11.07539
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 11.29531
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 11.7719
(336.68, 7.17, 318.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 16.81352
(336.68, 7.17, 318.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 17.39462
(336.68, 7.17, 318.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 18.27547
(336.68, 7.17, 318.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 19.75088
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.523918
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.77788
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.053507
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.353648
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.207603
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.580721
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.990812
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.443524
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.945812
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50624
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 10.61481
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 10.59101
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 10.59943
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 10.73713
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 10.88011
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 11.16826
(336.68, 7.17, 318.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 15.13473
(336.68, 7.17, 318.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 15.62143
(336.68, 7.17, 318.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 16.32424
(336.68, 7.17, 318.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 17.31804
(336.68, 7.17, 318.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 19.10786
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.524695
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.778722
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.054425
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.859291
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.207596
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.583525
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.993908
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.446955
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.949627
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 10.41552
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 10.39044
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 10.36703
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 10.42241
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 10.55509
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 10.69281
(336.68, 7.17, 318.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 11.04477
(336.68, 7.17, 318.80) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 13.3345
(336.68, 7.17, 318.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 14.8407
(336.68, 7.17, 318.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 15.42223
(336.68, 7.17, 318.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 16.82259
(336.68, 7.17, 318.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 19.94132
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.525374
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.779458
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.055224
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.857617
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.205764
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.586185
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.996853
