¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¹(375.55, 8.17, 342.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.580669
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.48334
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.49557
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.70574
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.31302
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.68889
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.844739
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.211908
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.679096
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.250803
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.898679
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.63877
µ (375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.50032
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.51575
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.73009
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.38159
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.50566
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.847613
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.212734
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.695811
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.266166
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.910175
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.6521
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.51596
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.53433
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.75253
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.44604
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.64755
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.848873
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.213097
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.709997
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.275305
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.920669
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.66427
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.53023
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.5513
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.77303
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.50625
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.78328
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.849808
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.212117
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.717245
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.283557
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.930145
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.67526
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.54313
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.56663
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.79156
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.56207
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.91246
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.845873
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.208457
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.723709
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.290917
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.9386
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.68507
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.55464
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.58033
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.80811
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.62565
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.03475
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.827623
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.204215
Â (375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.729389
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.297386
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.94603
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.69369
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.56476
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.59236
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.82265
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.69025
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.14984
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.81641
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.199384
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.730745
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.302953
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.952427
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.70111
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.57347
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.60273
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.83518
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.74945
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.31869
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.80493
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.193974
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.702095
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.307614
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.957785
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.70733
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.58077
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.61141
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.84568
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.79461
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.51457
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.797155
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.187987
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.682396
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.311372
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.9621
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.71234
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.58665
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.61841
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.85414
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.83317
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.6532
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.790417
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.181425
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.666392
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.314219
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.965371
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.71614
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.5911
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.62371
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.86056
´ (375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.86675
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.78338
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.783288
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.174294
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.653781
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.278586
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.967593
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.71871
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.59413
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.62732
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.86492
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.89529
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.90469
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.775774
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.166593
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.640385
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.24124
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.968767
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.72008
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.59573
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.62922
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.86722
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.91872
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.15018
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.767876
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.15833
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.626207
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.214034
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.968889
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.72022
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.5959
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.62941
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.86746
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.937
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.33755
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.759601
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.149508
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.611269
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.186208
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.924664
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.71914
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.59463
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.62791
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.86564
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.95009
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.45858
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.750951
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.140137
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.598841
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.161057
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.876952
´ (375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.71684
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.59194
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.6247
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.86176
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.95975
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.56974
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.741931
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.130217
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.587727
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.142308
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.830741
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.71333
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.58781
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.61979
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.85582
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.97778
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.72451
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.732544
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.119758
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.576008
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.122734
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.795135
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.65277
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.58227
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.61319
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.84784
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.98894
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.72551
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.72279
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.108758
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.563688
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.102337
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.758523
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.59177
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.57529
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.60489
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.83781
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.99322
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.66636
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.71268
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.097231
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.550776
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.08114
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.720951
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.53099
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.55758
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.59492
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.82575
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.9906
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.60106
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.702218
Ã (375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.08518
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.537282
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.059155
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.690598
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.47824
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.47816
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.58328
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.81167
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.9811
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.52973
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.691403
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.072612
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.523211
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.036398
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.664464
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.43193
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.40097
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.56997
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.79559
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.96472
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.4525
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.680245
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.059532
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.508574
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.012885
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.63747
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.38464
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.32463
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.52165
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.77753
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.94154
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.36949
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.668746
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.045949
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.493372
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.99491
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.609638
(375.16, 8.24, 342.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.33638
