¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ç(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.20422
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.766864
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.739929
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.71459
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.690824
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.668612
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.647941
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.62879
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.611148
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.594999
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.580334
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.567138
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.555403
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.545118
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.536279
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.528876
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.522905
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.518363
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.515243
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.513545
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.513268
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.622227
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.860096
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.116754
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.394542
û(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.69608
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.019659
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.365875
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.744664
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.160818
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.620047
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.81792
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.789302
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.7623
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.736899
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.713074
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.690808
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.670085
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.650887
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.633201
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.617012
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.602307
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.589077
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.577311
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.566999
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.558137
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.550714
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.544725
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.540169
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.537039
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.535333
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.535051
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.627295
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.86551
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.12264
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.400928
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.703018
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.027598
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.374517
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.754146
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.171259
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.631613
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.842009
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.813313
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.786244
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.760775
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.736886
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.714561
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.693784
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.674535
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.656801
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.640568
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.625825
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.612557
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.60076
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.59042
ö(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.581531
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.574084
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.568078
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.563506
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.560365
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.55865
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.558364
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.632269
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.87092
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.128478
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.407242
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.709879
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.035545
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.38319
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.763657
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.181734
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.643173
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.867696
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.838923
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.811775
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.786236
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.762281
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.739896
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.719058
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.699754
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.68197
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.665689
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.650904
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.637599
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.625766
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.615394
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.606477
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.599008
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.59298
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.588392
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.585238
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.583517
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.583226
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.637282
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.876324
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.134311
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.413571
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.716779
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.043497
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.391857
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.773161
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.192219
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.654784
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.895002
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.866143
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.838917
ˆ (442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.813303
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.789277
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.766825
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.745925
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.726563
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.708725
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.692396
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.677563
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.664216
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.652346
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.641942
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.632996
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.625502
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.619453
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.614848
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.611682
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.60995
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.609654
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.642255
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.88168
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.140119
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.419869
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.723593
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.051429
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.400562
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.782674
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.202711
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.667132
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.923951
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.895002
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.867693
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.841997
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.817896
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.795372
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.774407
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.754984
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.737088
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.720707
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.705827
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.692436
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.680526
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.670086
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.661109
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.653588
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.647519
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.642895
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.639714
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.637973
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.637671
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.64721
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.887011
û(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.145879
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.426116
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.730438
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.059414
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.409288
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.792244
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.213707
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.683386
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.954564
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.925523
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.89812
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.872341
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.848161
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.825562
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.804526
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.785039
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.767084
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.750645
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.735715
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.722279
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.710325
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.699849
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.690839
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.68329
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.677197
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.672553
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.669357
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.667606
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.667297
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.652149
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.892327
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.151634
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.432351
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.737203
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.067381
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.41799
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.802057
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.228413
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.699636
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.986867
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.957725
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.930229
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.90436
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.880096
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.857418
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.836308
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.816752
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.798733
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.782236
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.767252
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.753766
õ(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.741769
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.731254
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.722209
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.714631
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.708511
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.703849
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.700637
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.698874
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.698559
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.657059
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.897629
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.157366
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.438557
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.743939
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.07537
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.426718
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.815367
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.243093
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.715957
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.02089
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.991638
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.964044
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.938079
(442.15, 14.45, 259.55) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.913728
