¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¼(397.09, 14.00, 247.34) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.613554
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.076715
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.470622
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.898283
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.371172
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.888584
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.48093
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.09152
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.79845
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.6055
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.4937
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.53745
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.74449
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.20433
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.09926
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.53386
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.155844
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.315134
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.486939
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.671099
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.863173
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.069512
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.298673
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.548003
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.810754
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.094704
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.398373
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.726994
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.082016
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.476616
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.903591
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.377573
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.892553
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4879
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.09252
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.79561
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.59916
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.48845
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.52995
«(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.72205
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.18353
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.05513
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.49999
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.158922
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.318411
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.490448
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.674686
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.866891
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.073512
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.303046
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.552744
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.815189
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.099533
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.403506
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.732072
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.087586
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.482895
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.90925
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.384338
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.896996
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4953
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.09409
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.79348
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.59365
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.48181
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.51673
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.70413
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.16423
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.92377
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.46858
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.162079
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.321765
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.494038
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.678259
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.870726
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.077638
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.307529
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.557607
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.819782
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.104533
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.408848
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.737396
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.093428
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.489465
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.915258
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.391467
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.901913
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.50302
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.09623
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.79208
¢(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.58899
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.47481
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.50465
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.69125
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.14642
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.88715
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.43959
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.165315
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.325199
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.497713
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.681942
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.874678
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.081888
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.312123
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.562299
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.824534
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.109704
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.4144
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.742967
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.099538
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.496318
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.921619
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.398962
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.907305
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.50342
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.09895
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.79141
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.58517
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.46878
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.49372
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.67962
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.1301
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.8525
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.413
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.168629
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.328709
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.50147
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.685732
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.878746
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.086265
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.316826
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.566825
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.829444
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.11505
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.420161
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.748783
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.105919
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.503461
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.928333
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.406821
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.913173
¡(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.50441
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.10225
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.79146
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.58219
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.46371
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.48394
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.66921
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.11526
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.81978
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.38879
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.17202
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.332295
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.505309
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.689631
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.88293
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.090766
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.321637
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.571496
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.834513
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.120569
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.426131
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.754847
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.112573
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.510869
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.935399
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.415049
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.919518
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.50601
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.10612
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.79231
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.58005
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.4596
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.47529
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.66004
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.09144
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.78899
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.93535
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.175489
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.33596
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.50923
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.693639
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.88723
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.095393
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.326559
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.576313
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.839739
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.126262
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.432311
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.761157
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.119495
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.517584
œ(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.942818
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.423643
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.926338
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.50821
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.11057
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.79573
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.57874
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.45646
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.47132
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.65209
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.06777
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.76012
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.9166
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.179037
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.3397
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.513235
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.697752
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.891647
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.100144
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.331589
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.581275
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.845126
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.132124
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.4387
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.767713
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.126691
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.524619
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.950591
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.430603
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.93364
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51101
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.1156
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.79981
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.57828
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.45428
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.46862
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.64537
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.04573
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.73314
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.89767
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.18266
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.343545
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.517321
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.701974
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.896179
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.105022
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.336727
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.586382
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.850668
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.138162
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.445298
˜(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.774517
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.134157
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.531975
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.958719
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.4376
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.941419
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.5144
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.1212
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.80454
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.57865
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.45321
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.46696
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.63987
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.02531
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.71004
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.8694
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.186362
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.347497
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.521488
