¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ç(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.207133
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41193
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.59793
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.20435
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.89899
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.95423
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.01267
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.07461
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.14079
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.21035
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.28328
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.35966
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.43955
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.52306
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.61023
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.391545
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.627999
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.883688
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.161008
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.459256
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.780607
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.132158
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.512269
×(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.893015
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.310873
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.825109
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41495
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79503
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54212
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40684
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40192
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48591
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61143
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.74046
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35715
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.93705
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.01749
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.07763
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.14104
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.20775
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.27781
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.35128
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.42825
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.50871
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.59282
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.68058
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.413441
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.651652
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.909312
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.188856
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.491281
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.815585
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.170513
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.560551
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.957899
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.382241
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.895938
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.49479
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89964
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66583
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5486
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55416
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67378
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84371
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.88705
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.51434
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.84438
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.93705
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.04731
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.17554
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.278
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.34863
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.42268
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.50021
¾(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.58131
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.66602
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.75443
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.435433
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.675414
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.935063
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.216849
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.523528
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.850822
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.209169
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.603139
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.023802
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.454785
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.967688
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.57575
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99785
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79197
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69338
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70866
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8556
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.08974
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.03778
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.66726
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.75529
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.84695
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.94242
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.0457
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.17673
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.31244
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.45301
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.57563
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.65736
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.74277
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.83183
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.457518
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.699284
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.960938
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.244986
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.554379
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.886318
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.248125
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.646079
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.085805
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.52852
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.04036
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65782
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09818
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92057
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8412
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86652
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03952
Ì(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3433
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.19275
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.58252
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.66964
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.76042
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.85489
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.95315
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.0553
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.18329
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.32194
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.4655
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.61418
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.7681
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.91285
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.479691
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.723258
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.986934
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.273266
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.58525
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.92207
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.287379
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.689371
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.13378
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.603468
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.11397
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.74103
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20105
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05171
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99213
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02778
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22777
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.60466
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35219
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.50116
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.58743
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.67724
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.77079
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.86814
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.96929
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.07443
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.19543
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.3371
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.48378
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.63565
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.79293
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.501952
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.747333
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.013046
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.301683
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.616282
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.958073
Ô(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.326929
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.733007
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.18216
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.679642
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.18852
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53287
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30542
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18541
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13749
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19256
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39192
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.87419
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.3412
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.42309
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.50851
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5975
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.69016
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.78657
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.88681
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.99099
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.09917
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.21315
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.35794
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.50787
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.66309
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.524297
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.771504
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.039272
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.330232
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.64747
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.994325
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.366769
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.776987
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.23095
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.735971
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.26556
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61855
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41133
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32174
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28285
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36091
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56568
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.0475
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.26714
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.34825
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.43288
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.52106
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.61287
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.70838
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80773
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.91096
¿(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.01823
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.12953
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.24508
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.3846
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.5379
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.546721
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.795768
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.065608
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.35891
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.67881
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.029041
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.406898
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.821308
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.280147
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.790881
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.35296
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70715
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51879
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4535
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43118
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53297
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7663
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.11922
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.19617
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.27658
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.36044
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.44782
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.53884
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.63355
