¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ƒ(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.359432
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80467
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78748
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93614
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.11485
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.09322
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.07375
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.05643
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.04125
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.02819
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.01725
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.00841
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.00168
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.99703
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.99448
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.99402
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.634002
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.822248
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.024438
ô(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.242487
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.477599
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.732017
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.010065
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.312215
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.641113
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.004462
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.402006
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.842694
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.963491
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54282
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19543
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93611
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78375
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7632
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90759
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.13298
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.11132
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.09182
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.07448
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.05927
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.0462
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.03524
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.02638
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.01964
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.01498
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.01242
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.01196
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.631513
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.81958
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.021569
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.23931
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.474227
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.728363
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.005162
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.307555
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.636007
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.998391
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.395299
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.835064
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.951022
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52883
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17966
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91813
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76308
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73921
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87938
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22862
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.13158
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.11205
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.09468
ü(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.07945
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.06635
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.05537
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.0465
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.03974
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.03508
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.03251
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.03204
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.629058
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.816944
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.018737
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.236171
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.470899
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.724754
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.000429
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.302953
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.630968
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.992394
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.388675
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.423646
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.938745
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51503
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16404
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90035
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74265
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71549
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85155
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18925
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.15401
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.13445
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.11705
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.10179
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.08867
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.07767
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.06878
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.062
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.05733
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.05476
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.05428
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.626632
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.814343
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.01594
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.233069
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.467614
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.721192
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.996556
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.29841
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.625992
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.986475
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.382133
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.412738
 (329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.926563
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5014
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14863
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88279
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72251
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6921
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82407
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1434
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.17865
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.15905
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.14161
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.12632
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.11316
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.10214
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.09324
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.08644
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.08176
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.07917
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.0787
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.624239
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.811777
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.01318
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.23001
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.464372
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.71768
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.992733
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.293927
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.621081
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.980631
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.941033
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.401962
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.914557
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48791
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1334
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86547
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70257
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.669
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79696
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09814
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.20549
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.18585
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.16837
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.15305
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.13987
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.12882
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.11989
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.11308
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.10838
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.10579
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.1053
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.621878
ó(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.809246
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.01046
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.227077
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.461174
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.714214
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.988967
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.289503
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.616235
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.515726
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.931429
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.391336
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.902691
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47458
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11835
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84832
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68294
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64621
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77021
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05343
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.23457
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.21488
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.19736
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.182
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.16879
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.15771
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.14876
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.14193
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.13722
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.13462
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.13413
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.619551
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.806748
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.007776
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.224183
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.458021
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.710796
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.98525
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.28514
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.611456
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.507097
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.921938
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.380814
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.890959
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46143
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1035
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83145
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66353
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62372
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7438
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02331
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.2659
“(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.24617
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.2286
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.21321
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.19996
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.18885
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.17987
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.17303
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.16829
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.16568
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.16518
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.617241
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.804288
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.00513
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.221333
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.454913
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.707428
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.981589
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.280837
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.122549
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.498641
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.912587
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.370399
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.879377
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44846
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08887
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8148
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64442
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60152
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71782
(329.86, 7.49, 367.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9968
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.29951
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.27973
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.26212
(329.86, 7.49, 367.67) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.24668
