¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ñ(327.32, 7.53, 367.06) (337.11, 1.08, 388.28) (0.81, 2.16, 0.81) Human 6.851679
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78748
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53172
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36329
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92813
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.24647
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.70211
(326.78, 7.43, 366.79) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.3539
(326.78, 7.43, 366.79) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.32924
(326.78, 7.43, 366.79) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.30797
(326.78, 7.43, 366.79) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.29006
(326.78, 7.43, 366.79) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.27551
(326.78, 7.43, 366.79) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.2643
(326.78, 7.43, 366.79) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.25641
(326.78, 7.43, 366.79) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.25185
(326.78, 7.43, 366.79) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.25062
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.510242
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.731355
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.969135
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.225401
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.502413
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.802737
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.129333
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.485821
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.87639
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.30611
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.781045
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28994
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66334
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06823
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77277
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57512
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6516
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47046
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29472
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.27208
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.2641
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.72433
»(326.78, 7.43, 366.79) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.63471
(326.78, 7.43, 366.79) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.6097
(326.78, 7.43, 366.79) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.58811
(326.78, 7.43, 366.79) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.56992
(326.78, 7.43, 366.79) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.55512
(326.78, 7.43, 366.79) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.54371
(326.78, 7.43, 366.79) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.53568
(326.78, 7.43, 366.79) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.53101
(326.78, 7.43, 366.79) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.5297
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.511978
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.73322
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.971116
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.227562
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.504761
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.80528
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.132119
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.48886
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.879734
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.309771
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.785141
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25238
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62292
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02295
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61197
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39147
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42337
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41052
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22766
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.30159
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.28199
(326.78, 7.43, 366.79) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.6139
(326.78, 7.43, 366.79) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.59002
(326.78, 7.43, 366.79) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.56954
(326.78, 7.43, 366.79) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.55247
(326.78, 7.43, 366.79) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.53879
(326.78, 7.43, 366.79) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.52849
(326.78, 7.43, 366.79) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.52155
(326.78, 7.43, 366.79) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.51798
(326.78, 7.43, 366.79) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.51777
(326.78, 7.43, 366.79) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.52092
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.513725
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.73513
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.973174
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.229758
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.507166
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.807841
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.134953
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.49196
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.883093
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.313509
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.789259
Á(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21564
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5834
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98032
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45565
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21323
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20238
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35188
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16209
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.31632
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.30011
(326.78, 7.43, 366.79) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.35756
(326.78, 7.43, 366.79) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.33394
(326.78, 7.43, 366.79) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.3137
(326.78, 7.43, 366.79) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.29682
(326.78, 7.43, 366.79) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.2833
(326.78, 7.43, 366.79) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.27311
(326.78, 7.43, 366.79) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.26625
(326.78, 7.43, 366.79) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.26272
(326.78, 7.43, 366.79) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.26251
(326.78, 7.43, 366.79) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.72814
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.515542
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.737042
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.975231
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.231991
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.509565
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.810486
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.137795
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.495078
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.88655
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.317286
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.793467
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17973
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54476
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93863
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36482
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04021
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98824
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24103
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21031
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.33123
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.31846
(326.78, 7.43, 366.79) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.11022
(326.78, 7.43, 366.79) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.08687
(326.78, 7.43, 366.79) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.06685
(326.78, 7.43, 366.79) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.05016
(326.78, 7.43, 366.79) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.03678
(326.78, 7.43, 366.79) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.0267
(326.78, 7.43, 366.79) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.01992
(326.78, 7.43, 366.79) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.10872
(326.78, 7.43, 366.79) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.47355
(326.78, 7.43, 366.79) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.43222
 (326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.517328
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.738979
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.977327
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.234241
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.512003
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.813108
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.140684
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.498237
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.890022
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.321101
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.797682
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14463
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50699
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8979
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32076
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87219
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7808
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99153
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45309
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.34636
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.33706
(326.78, 7.43, 366.79) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.32585
(326.78, 7.43, 366.79) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.30227
(326.78, 7.43, 366.79) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.28206
(326.78, 7.43, 366.79) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.26521
(326.78, 7.43, 366.79) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.2517
(326.78, 7.43, 366.79) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.24153
(326.78, 7.43, 366.79) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.23468
(326.78, 7.43, 366.79) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.7634
(326.78, 7.43, 366.79) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.75822
(326.78, 7.43, 366.79) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.75659
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.51917
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.740957
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.979443
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.236526
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.514459
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.815816
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.143582
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.501394
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.89349
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.324957
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.775818
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11028
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47006
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8581
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27776
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73291
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57968
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75041
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7198
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.36163
¼(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.35588
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.83994
(326.78, 7.43, 366.79) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.20868
(326.78, 7.43, 366.79) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.18159
(326.78, 7.43, 366.79) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.15816
(326.78, 7.43, 366.79) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.13838
(326.78, 7.43, 366.79) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.12223
(326.78, 7.43, 366.79) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.10969
(326.78, 7.43, 366.79) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.10077
(326.78, 7.43, 366.79) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.09545
(326.78, 7.43, 366.79) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.09372
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.521
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.742919
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.981573
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.238828
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.516931
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.818502
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.146553
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.504634
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.897041
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.328857
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.744567
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07676
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43404
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81925
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23573
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68739
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38468
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63511
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02798
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37712
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.37493
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.86396
(326.78, 7.43, 366.79) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.56148
(326.78, 7.43, 366.79) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.53393
(326.78, 7.43, 366.79) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.51008
(326.78, 7.43, 366.79) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.48994
(326.78, 7.43, 366.79) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.47348
(326.78, 7.43, 366.79) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.46068
(326.78, 7.43, 366.79) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.45156
(326.78, 7.43, 366.79) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.44608
(326.78, 7.43, 366.79) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.44425
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.522875
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.744905
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.983726
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.241166
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.519462
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.82123
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.149509
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.507878
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.900608
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.332813
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.71402
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04401
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39885
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78131
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19474
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66267
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3448
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65256
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34461
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.39281
(326.78, 7.43, 366.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.39421
