¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
à(337.29, 7.49, 330.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.56781
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32899
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14822
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18322
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.24998
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.22333
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.19948
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.17839
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.16006
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.14447
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.13161
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.12147
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.11405
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.10933
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.10732
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.10802
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.11141
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.403192
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.627376
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.868874
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.129758
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.406984
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.684082
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.983998
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.309603
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.690094
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.146621
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.584661
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.984957
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43964
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93405
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62778
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45834
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24875
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90557
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.36604
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.33923
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.31523
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.29401
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.27557
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.25988
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.24695
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.23676
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.22929
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.22455
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.22253
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.22323
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.22666
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.402269
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.626359
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.867777
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.129622
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.412794
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.690409
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.990839
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.317009
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.704432
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.162553
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.614643
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02077
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47891
œ(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95794
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74254
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59047
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3513
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79741
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.48636
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.45938
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.43523
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.41388
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.39532
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.37954
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.36653
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.35627
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.34876
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.344
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.34197
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.34269
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.34614
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.401331
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.625344
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.866693
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.12943
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.418726
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.696795
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.99776
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.324504
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.718758
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.178514
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.645159
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0572
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51135
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98243
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85964
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70784
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45599
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6903
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.61107
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.58391
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.5596
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.53811
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.51943
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.50355
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.49046
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.48014
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.47259
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.46779
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.46576
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.46649
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.46997
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.400386
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.624345
š(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.865598
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.129195
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.424718
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.703273
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.004804
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.332158
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.733074
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.194432
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.676222
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09422
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53428
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00754
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97908
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80293
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56282
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58427
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.74028
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.71294
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.68846
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.66683
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.64803
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.63205
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.61887
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.60848
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.60089
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.59607
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.59402
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.59476
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.59827
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.399424
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.623309
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.864499
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.128919
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.424781
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.709879
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.011946
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.339947
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.747372
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.210324
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.707834
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12295
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55769
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03319
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10099
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89984
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67188
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47928
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.87413
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.8466
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.82195
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.80018
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.78125
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.76516
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.75189
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.74144
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.73379
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.72895
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.7269
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.72765
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.73119
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.398492
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.622298
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.863413
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.128584
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.424408
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.716593
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.019226
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.347861
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.76166
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.226209
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.739956
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14492
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58163
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05941
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22528
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99867
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72135
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37541
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.01276
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.98504
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.96022
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.93829
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.91923
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.90303
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.88967
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.87915
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.87146
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.86658
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.86452
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.86528
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.86886
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.397528
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.621273
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.862269
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.128218
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.423993
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.723401
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.026596
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.35589
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.775922
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.242077
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.751808
š(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16735
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60613
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0862
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35212
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09947
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75213
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2152
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.05729
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.1284
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.1034
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.08131
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.06212
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.0458
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.03235
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.02176
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.01401
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.00911
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.00704
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.00781
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.01142
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.39658
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.620248
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.861187
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.127795
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.423523
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.730306
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.034094
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.368608
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.790162
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.25791
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.753681
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19027
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63116
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18407
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48156
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15941
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78384
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01929
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.26174
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.27684
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.25166
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.22941
(337.61, 7.53, 332.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.21007
