¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
â(441.53, 14.70, 257.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.11664
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.66283
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.48092
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26355
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36198
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6464
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.16816
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.97783
(441.73, 14.63, 257.27) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 18.61799
(441.73, 14.63, 257.27) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 18.59529
(441.73, 14.63, 257.27) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 18.57541
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.846539
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.044863
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.25808
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.487892
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.736275
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.005516
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.298309
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.609725
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.960174
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.343821
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.767639
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.240367
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.761621
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33211
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.96376
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.68178
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30611
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28783
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3902
(441.73, 14.63, 257.27) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 14.80551
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.20778
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.02055
(441.73, 14.63, 257.27) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 18.62931
(441.73, 14.63, 257.27) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 18.97596
(441.73, 14.63, 257.27) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 19.33869
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.849698
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.048255
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.26173
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.491831
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.740538
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.010145
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.303351
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.615897
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.966951
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.351921
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.776517
„(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.250562
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.773026
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34639
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.98059
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45308
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32955
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31257
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41893
(441.73, 14.63, 257.27) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 14.59693
(441.73, 14.63, 257.27) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 14.63557
(441.73, 14.63, 257.27) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 14.67662
(441.73, 14.63, 257.27) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 14.72009
(441.73, 14.63, 257.27) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 14.76604
(441.73, 14.63, 257.27) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 16.42332
(441.73, 14.63, 257.27) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 20.29211
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.852879
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.05167
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.265407
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.495799
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.744831
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.014806
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.308428
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.622112
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.973773
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.360107
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.785449
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.260839
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.78453
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36085
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70454
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47372
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35326
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3377
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44819
(441.73, 14.63, 257.27) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 14.39618
(441.73, 14.63, 257.27) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 14.4335
(441.73, 14.63, 257.27) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 14.47317
(441.73, 14.63, 257.27) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 14.51523
(441.73, 14.63, 257.27) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 14.55972
(441.73, 14.63, 257.27) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 21.26937
(441.73, 14.63, 257.27) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 22.20903
(441.73, 14.63, 257.27) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 23.36067
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.856082
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.05511
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.269109
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.499794
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.749155
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.019499
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.31354
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.628563
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.980639
—(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.368335
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.794436
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.271203
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.796127
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04252
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72292
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49464
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37727
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36331
(441.73, 14.63, 257.27) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 14.16913
(441.73, 14.63, 257.27) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 14.2029
(441.73, 14.63, 257.27) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 14.23895
(441.73, 14.63, 257.27) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 14.27733
(441.73, 14.63, 257.27) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 14.31805
(441.73, 14.63, 257.27) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 14.41819
(441.73, 14.63, 257.27) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 23.46976
(441.73, 14.63, 257.27) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 23.51829
(441.73, 14.63, 257.27) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 23.57055
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.859305
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.058571
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.272835
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.503816
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.753507
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.024226
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.318691
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.635223
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.98755
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.375957
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.803481
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.281628
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.807819
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05899
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74152
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51582
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40158
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38932
(441.73, 14.63, 257.27) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 14.03113
(441.73, 14.63, 257.27) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 14.01672
(441.73, 14.63, 257.27) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 14.05158
(441.73, 14.63, 257.27) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 14.08873
(441.73, 14.63, 257.27) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 14.12819
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.64433
(441.73, 14.63, 257.27) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 23.68491
(441.73, 14.63, 257.27) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 23.73446
(441.73, 14.63, 257.27) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 23.78778
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.86255
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.062055
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.276585
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.507864
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.757889
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.028983
û(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.323874
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.641965
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.994501
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.383624
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.812577
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.291768
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46353
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07227
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75809
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53644
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42618
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41579
(441.73, 14.63, 257.27) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 14.18723
(441.73, 14.63, 257.27) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 14.15706
(441.73, 14.63, 257.27) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 14.12913
(441.73, 14.63, 257.27) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 14.1034
(441.73, 14.63, 257.27) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 14.07987
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.7096
(441.73, 14.63, 257.27) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 23.90759
(441.73, 14.63, 257.27) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 23.95822
(441.73, 14.63, 257.27) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 24.01266
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.865816
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.065562
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.28036
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.51194
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.7623
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.033774
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.329093
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.648796
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.001494
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.39134
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.821729
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.92695
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47315
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08305
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77024
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55031
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44324
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44269
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57031
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.89169
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.46116
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.29878
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.36486
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.77667
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.8691
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.06909
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.28416
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.51604
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.766738
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.038593
‹(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.334345
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.655708
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.008528
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.399099
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.830928
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.936119
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48284
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09398
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78258
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56435
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4594
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46999
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60212
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9292
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.50602
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.34887
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.42094
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.85656
(441.73, 14.63, 257.27) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 23.832
(441.73, 14.63, 257.27) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 23.87252
(441.73, 14.63, 257.27) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 23.98011
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.872406
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.07264
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.28798
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.520164
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.771203
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.043443
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.339629
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.662707
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.015602
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.406903
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.433502
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.945362
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49271
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10501
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79509
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57861
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47579
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49776
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63443
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96732
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.55166
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.40005
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.47852
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.95273
(441.73, 14.63, 257.27) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 23.92673
(441.73, 14.63, 257.27) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 23.96762
(441.73, 14.63, 257.27) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 24.11608
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.87573
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.07621
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.291825
¡(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.524315
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.775696
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.048323
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.344947
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.668828
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.022715
(441.73, 14.63, 257.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.980595
