¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
À(381.63, 14.05, 262.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.31053
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.04008
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.09845
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.3343
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.82146
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.76052
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.1193
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.455485
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.632809
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.824837
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.032778
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.258912
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.503668
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.769141
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.055221
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.371467
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.718603
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.085022
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.493789
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.942883
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.438725
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.988355
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61482
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.32676
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.12275
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.0455
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.11056
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.34951
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92781
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.80945
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.15537
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.455887
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.63324
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.825311
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.033414
´(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.259598
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.504411
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.769945
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.056284
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.372631
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.719882
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.086768
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.495719
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.945113
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.441217
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.991649
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61868
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.33124
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.12757
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.05126
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.12326
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.36529
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95654
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.8594
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.19264
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.456337
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.633721
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.825827
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.034087
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.260325
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.505199
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.770809
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.057399
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.373852
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.721226
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.08862
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.497768
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.947499
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.443882
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.995134
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62277
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.33596
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.13275
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.05736
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.13377
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.38164
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98617
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.91038
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.23102
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.456832
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.634252
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.826385
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.034799
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.261095
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.506033
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.771734
·(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.058568
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.375132
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.722635
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.090576
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.499934
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.950036
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.446714
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.998812
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62709
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.34093
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.13828
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.06379
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.14432
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4169
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.0167
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.96235
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.27064
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.457374
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.634831
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.826985
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.035547
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.261905
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.506911
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.772717
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.059792
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.37647
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.724107
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.092639
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.502217
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.952725
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.449719
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.00268
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.63164
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.34615
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.14417
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.07055
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.15532
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43882
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04815
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.01538
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.3114
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.457962
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.63546
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.827626
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.036335
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.262755
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.507833
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.773761
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.061066
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.377869
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.725643
½(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.094807
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.504618
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.955567
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.452894
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.00674
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.63628
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.35161
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.1504
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.07765
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10762
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46131
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.08055
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.06604
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.35399
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.458596
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.636141
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.82831
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.037161
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.263648
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.508801
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.774864
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.062394
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.379324
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.727243
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.097082
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.507135
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.958564
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.45624
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.01099
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64109
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.35732
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.157
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.08508
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12706
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48445
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.11238
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.1005
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.40461
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.8159
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.459275
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.636868
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.829034
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.038024
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.264581
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.509811
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.776028
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.063775
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.380835
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.728907
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.09946
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.509766
É(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.96171
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.459753
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.01543
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64612
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.36327
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.16394
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99519
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14044
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.50822
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.14113
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.13588
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.45668
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.62188
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.460001
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.637645
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.829799
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.038924
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.265553
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.510865
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.777222
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.065207
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.382406
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.730632
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.101944
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.512516
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.96501
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.463438
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.02006
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65136
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.36947
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.17124
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01265
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15026
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53259
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.1706
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.17226
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.5102
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.44019
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.460773
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.638472
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.830607
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.039863
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.266567
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.511964
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.778417
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.066693
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.384034
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.732423
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.104533
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.515384
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.96846
Ó(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.467293
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.02488
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65682
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.37591
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98656
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02923
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16062
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55756
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.20084
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.20959
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.51142
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.26348
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.461591
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.639347
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.831455
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.040839
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.267622
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.513108
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.77966
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.068232
(381.72, 14.01, 261.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.385717
