¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
­(320.22, 7.02, 369.19) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.20346
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.691928
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.091547
Ÿ(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.480443
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.936815
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51721
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.1277
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.83765
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.60524
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27672
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34568
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59032
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.05767
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.81298
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.94991
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.60766
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.064281
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.337962
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.672222
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.979199
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.313604
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.684018
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.082863
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.456424
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.916336
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.49902
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.10727
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.82271
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.58825
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.45578
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32178
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56236
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.02448
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.77295
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.90071
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.54574
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.056343
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.336702
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.665723
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.972142
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.306892
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.676046
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.074112
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.432837
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.895802
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.48076
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.08677
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.80765
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.57114
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.42869
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.44429
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5342
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99106
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.73269
ú(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.85127
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.48355
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.048363
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.335183
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.659177
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.965034
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.300095
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.668016
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.065298
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.409686
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.875218
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.46243
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0662
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.79251
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.55393
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.40152
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.4192
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.58644
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95753
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.69224
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.80157
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.87322
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.040341
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.333403
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.652586
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.957877
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.293215
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.659929
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.056422
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.386964
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.85459
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44403
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.04557
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.77726
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.5366
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.37426
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.39397
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.55956
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.92529
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.55687
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.53998
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.00149
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.03228
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.33136
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.645949
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.950671
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.286255
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.651787
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.047485
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.364672
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.833921
ë(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.42557
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.02486
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.76192
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.51917
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.34691
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.36864
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.53255
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.89326
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.51832
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.49267
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.94209
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.024181
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.329057
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.639268
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.943418
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.279213
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.643589
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.036483
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.342807
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.813214
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40706
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.01167
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.74648
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.50165
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.3195
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.34319
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.50539
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.86108
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.47958
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.44517
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.88248
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.01685
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.326496
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.632545
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.936121
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.272094
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.63534
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.01649
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.321366
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.792474
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3885
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.00314
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.73096
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.48402
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.29202
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.31763
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.4781
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.82876
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.44069
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.39749
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.82269
ì(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.014277
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.323678
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.625782
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.928779
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.264898
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.627039
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.99689
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.300347
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.771706
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36988
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.99386
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.71536
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.46631
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.26448
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.29198
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.45069
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.7963
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.40165
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.34966
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.76273
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.011467
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.320601
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.618978
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.921428
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.257627
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.618689
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.977678
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.279752
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.75091
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.35122
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.98382
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.69967
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.4485
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.23688
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.26623
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.42317
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.76371
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.36247
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.30167
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.70262
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.008423
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.317269
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.612137
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.914693
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.250279
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.61029
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.958857
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.259574
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.730095
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33252
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.97304
î(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.68391
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.43061
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.20923
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.24039
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.39553
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.73099
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.32315
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.25355
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.64236
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.005147
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.313683
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.605258
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.907893
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.242861
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.601846
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.940419
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.239814
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.709263
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31378
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.96152
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.66807
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.41264
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.18153
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.21446
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.36778
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.69816
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.28371
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.20529
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.58197
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.001638
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.30984
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.598344
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.901026
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.235373
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.593357
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.922368
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.220469
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.688418
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.295
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.94927
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.65216
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.39459
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.15379
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.18845
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.33993
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.66522
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.24416
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.15692
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.52148
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.997899
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.305749
ë(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.591395
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.894095
(319.87, 7.04, 369.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.227814
