¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ó(334.00, 7.01, 313.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.055316
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56303
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7332
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91798
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11092
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30071
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38634
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47502
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56594
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65777
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75285
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85125
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95312
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05858
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16774
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28076
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39773
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51892
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64429
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7742
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.082986
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.296948
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.50209
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.698731
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.907249
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.12859
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.363956
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.026074
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.956126
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11944
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26572
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41782
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57611
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74093
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91259
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10364
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30496
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41155
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50028
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58935
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68162
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77709
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87595
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97823
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08417
‡(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19384
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30733
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42486
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54651
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6725
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80297
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.082797
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.306388
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.507401
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.704429
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.913248
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.134936
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.370727
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.905631
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.864155
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13241
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27907
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43163
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59037
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75568
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92785
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10732
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29865
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43839
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52497
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61446
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70714
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80309
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90238
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00518
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11161
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22179
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33582
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4539
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57615
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70273
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83382
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.082461
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.316082
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.513076
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.710418
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.919586
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.141672
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.377867
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.785559
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.773336
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14638
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29354
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44654
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60579
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7716
†(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94437
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12439
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31222
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46009
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55006
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64126
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73441
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83083
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93063
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03395
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14092
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25162
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36624
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4849
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60777
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73501
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86674
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.081964
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.326021
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.51903
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.716715
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.926266
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.148756
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.385409
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.665828
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.683772
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16145
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30906
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4626
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62238
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78877
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96212
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14279
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33127
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46604
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56538
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65881
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75551
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85562
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95927
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06458
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1721
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28338
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39862
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51793
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64147
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76936
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90184
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.081367
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.336182
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.525312
ˆ(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.723349
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.933274
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.156208
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.393331
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.645964
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.595394
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1776
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32571
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47982
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64017
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80717
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98112
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16251
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3325
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46339
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58226
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67598
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77303
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87347
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97744
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08508
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19649
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31184
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43126
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55296
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67718
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80583
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93904
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.084491
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.344487
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.531875
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.730323
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.940631
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.164042
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.401618
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.654789
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.508151
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13881
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34348
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49817
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65916
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82677
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00146
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18353
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33133
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46221
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59789
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69481
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79222
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89299
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99737
†(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10537
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21716
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33291
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45275
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57685
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70535
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83845
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97633
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.088191
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.342792
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.538772
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.73761
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.948362
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.17222
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.410357
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.664066
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.42211
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04074
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3624
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51769
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67933
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84767
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02307
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20529
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33157
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46244
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59814
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71534
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81309
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91425
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01901
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12741
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23964
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35582
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47616
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60071
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72971
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86332
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00173
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.091804
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.335425
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.535371
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.745192
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.956465
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.180805
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.419459
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.673775
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.337202
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.944097
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38243
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53836
‡(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70074
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86977
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04596
