¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
§(331.38, 7.41, 369.23) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.19538
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.37502
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.35908
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.34574
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.33501
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.32688
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.32134
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.31839
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.118459
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.320772
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.537922
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.771548
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.023612
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.296267
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.592139
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.914228
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.266198
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.652256
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.077562
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.548319
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07217
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6478
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26564
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93989
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70199
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36946
Ä(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09141
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02456
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.72116
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.70948
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.68515
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.66352
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.64456
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.62828
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.61465
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.60367
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.59533
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.58962
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.58654
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.119923
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.322353
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.539576
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.773372
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.025562
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.298399
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.594443
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.91677
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.268939
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.655262
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.080883
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.551995
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07633
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64879
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27619
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95177
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7043
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34916
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06519
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95808
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.69044
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.99155
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.96674
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.94467
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.92532
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.90869
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.89476
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.88351
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.87495
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.86906
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.86584
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.121425
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.323938
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.541313
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.775204
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.027571
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.300565
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.596808
µ(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.919353
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.271754
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.658388
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.084296
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.555817
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08056
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64997
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28546
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96401
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68668
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32967
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04356
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89299
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.73867
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.28553
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.26021
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.23769
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.21793
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.20093
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.18668
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.17516
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.16636
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.16028
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.15691
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.12297
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.32558
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.543093
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.777131
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.029625
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.302819
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.599224
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.922022
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.274664
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.661558
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.087799
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.559711
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08492
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65133
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.287
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97657
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66988
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31109
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02284
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86374
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.74358
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.5921
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.56625
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.54325
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.52306
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.50568
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.49108
¯(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.47927
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.47022
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.46394
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.46042
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.124539
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.327283
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.544911
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.77908
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.031726
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.305068
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.601721
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.924707
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.277625
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.664824
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.091436
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.563742
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08627
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65288
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28869
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98948
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65379
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29333
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00738
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94677
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.74777
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.912
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.88561
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.8621
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.84145
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.82367
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.80871
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.79659
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.78728
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.78079
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.7771
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.126155
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.329033
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.546792
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.781096
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.033906
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.307447
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.604286
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.927477
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.280683
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.668169
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.095126
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.567839
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08779
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65458
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29063
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00269
¾(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63849
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29257
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05075
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09039
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.75119
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.24603
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.21906
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.19502
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.1739
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.15568
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.14035
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.1279
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.11832
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.11159
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.10773
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.127826
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.330806
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.548687
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.783154
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.036134
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.309859
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.606888
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.930349
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.283789
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.671572
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.098927
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.572021
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0895
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65648
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29273
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01175
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64948
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33227
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09517
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23704
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.75386
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.23209
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.56747
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.54288
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.52125
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.50258
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.48686
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.47406
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.46418
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.45722
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.45316
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.129522
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.332586
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.55064
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.785232
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.03841
©(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.312313
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.60956
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.933241
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.286992
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.675081
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.102778
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.576346
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0913
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65851
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29506
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01438
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68604
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37297
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14074
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38672
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.7558
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.2517
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.9318
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.90661
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.88446
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.86531
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.84917
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.83601
(331.28, 7.45, 369.65) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.82582
