¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¹(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.53893
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.665888
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.91513
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97678
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.11255
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.35168
(378.95, 14.86, 304.00) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.26623
(378.95, 14.86, 304.00) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.24853
(378.95, 14.86, 304.00) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.2336
(378.95, 14.86, 304.00) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.2214
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.810653
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.052985
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.31439
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.597112
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.91186
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.224602
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.532484
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.865699
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.227452
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.621475
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.86749
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92284
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.05025
¸(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.28465
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.626
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.20251
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.796027
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.037303
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.297434
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.578726
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.883777
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.192986
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.498345
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.828729
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.187307
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.577671
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81983
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.86892
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.98836
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.21429
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.54573
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.10965
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.97403
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.781508
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.021627
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.280541
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.560409
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.863911
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.16379
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.464674
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.792268
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.147659
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.534458
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.77219
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.81502
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.92676
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.1443
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.46612
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.0174
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.86612
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.766992
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.006052
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.263685
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.542185
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.844044
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.141459
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.435307
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.756242
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.108537
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.491875
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.910437
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76117
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.86554
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.07475
·(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.38721
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.92586
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.75909
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.752534
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.99048
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.246889
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.523991
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.824368
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.119451
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.411568
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.726851
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.069942
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.449854
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.8645
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.70738
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80467
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.0057
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.30896
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.83499
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.65567
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.738159
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.974958
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.230179
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.505919
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.804695
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.097723
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.388174
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.701572
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.040706
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.408801
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.819221
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.65288
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.74417
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.93707
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.23147
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.74482
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.56945
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.723811
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.959555
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.213528
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.48792
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.785153
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.07627
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.365072
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.676643
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.013719
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.379534
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.777754
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.58869
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.68405
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.86893
º(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.15466
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.65527
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.48385
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.709554
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.944193
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.196922
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.469978
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.7657
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.055099
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.342318
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.652079
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.987111
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.350609
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.727317
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.52614
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.62432
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.80123
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.07851
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.57186
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.39888
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.695329
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.928851
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.18042
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.452131
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.746364
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.034238
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.319838
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.627851
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.960882
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.322171
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.673656
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.47229
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.56497
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.73404
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.00315
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.49871
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.31459
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.681161
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.913656
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.164034
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.434347
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.727054
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.013691
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.297729
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.603946
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.935105
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.294117
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.621039
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41835
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.50599
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.66724
¶(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.92845
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.42585
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.21659
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.667055
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.898456
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.147637
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.416669
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.707867
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.99344
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.27596
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.58044
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.909617
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.247707
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.569424
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36444
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.44744
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.60096
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.85446
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.33949
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.10383
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.652984
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.883365
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.131385
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.399064
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.6888
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.973466
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.254435
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.55728
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.884562
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.200591
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.518873
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31051
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.38928
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.53516
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.78117
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.25105
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.99257
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.639011
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.868311
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.115153
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.381538
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.669811
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.953759
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.233284
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.534463
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.859879
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.154428
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.469285
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2566
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.33152
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.46987
³(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.70862
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.16319
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.88275
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.625115
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.853351
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.09904
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.36413
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.650952
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.934347
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.212449
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.511978
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.81875
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.10909
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.420653
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.20265
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.2742
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.40504
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.63679
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.0759
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.77427
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.611226
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.838482
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.082995
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.346781
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.632176
(378.95, 14.86, 304.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.915274
