¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¯ (396.80, 14.67, 306.07) (426.17, 13.86, 303.39) (8.74, 12.77, 16.31) Truck 9.946682
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.317947
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.641898
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.997114
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.388279
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.821064
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.302391
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.830419
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41399
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05799
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73521
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54307
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38266
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26828
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40043
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.89926
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.42871
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.75181
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.31653
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.03588
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.484564
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.732877
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.002029
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.295161
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.616989
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.969722
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.358067
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.787507
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.264973
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.783812
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36153
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00131
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67121
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48359
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3206
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1976
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2928
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.82979
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35602
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.7124
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.2193
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.90123
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.469091
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.716106
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.983829
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.274922
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.592495
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.942389
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.327888
§(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.754078
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.226961
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.737516
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30945
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94516
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60789
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42449
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25928
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12376
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18629
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78261
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.28395
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.67607
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.11535
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.79836
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.45365
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.699402
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.965673
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.255115
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.570869
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.916563
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.297804
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.720727
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.185749
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.69146
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25771
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88954
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55641
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36578
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19871
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04781
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08093
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.73592
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.22323
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.64216
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.01246
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.69655
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.438165
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.682624
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.947494
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.235328
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.54922
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.892841
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.270473
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.687471
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.144756
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.645735
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20633
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83451
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50553
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3074
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1389
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97301
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97664
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68959
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.16825
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.61071
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.91067
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.57973
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.422682
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.665882
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.929343
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.215541
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.527611
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.86911
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.244336
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.658536
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.105477
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.600295
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15532
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77996
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45495
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2494
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0798
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89929
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87354
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64368
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.11375
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.58229
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.826
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.45157
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.407222
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.649159
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.911161
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.195765
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.506011
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.845417
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.218271
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.629467
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.069559
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.558441
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10471
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72305
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4047
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1918
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02144
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82665
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77158
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59812
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.05974
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.55687
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.74464
£(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.32494
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.391759
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.632442
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.893031
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.176026
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.484471
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.821785
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.192241
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.597215
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.033814
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.518657
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06003
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66845
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35469
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13455
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.962
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75504
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67074
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54237
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.00616
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.53429
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.66409
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.20358
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.376315
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.615722
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.874912
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.15632
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.462927
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.798204
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.166268
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.565104
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.99826
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.479066
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01573
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61847
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30018
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07739
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89945
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68452
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57364
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48242
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95314
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.51383
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.57152
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.10295
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.360856
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.599025
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.856802
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.13664
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.441432
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.774639
¦(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.140347
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.533183
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.96288
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.439699
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.971659
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56885
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24387
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01292
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83782
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61503
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49471
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42137
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9006
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.49633
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.49758
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.98238
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.345435
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.58235
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.838723
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.116952
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.419979
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.751142
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.114488
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.501412
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.927752
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.400611
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.927925
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51957
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18797
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.949
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77707
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54659
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41702
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35918
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.84854
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.48177
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.42492
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.86307
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.330016
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.565714
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.820673
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.097339
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.398558
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.727674
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.086359
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.469806
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.892804
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.361752
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.884485
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47068
(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13255
·(397.73, 14.68, 306.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88562
