¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ñ(425.28, 9.62, 363.05) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 24.97254
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.422003
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.770291
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14693
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55282
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9251
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32634
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76315
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23997
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80607
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46565
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29721
…(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16113
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06067
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.79897
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.605442
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.872441
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.138164
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.422426
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.728659
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.066032
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.404556
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.751449
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12653
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53325
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90465
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30429
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74188
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20571
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75964
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40507
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22876
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09299
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00512
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.73812
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.59067
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.856559
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.122305
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.405416
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.711298
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.048031
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.387378
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.73295
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10648
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51146
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8848
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28288
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72127
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18434
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71414
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34542
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1756
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03893
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9395
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67907
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.575919
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.840677
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.106596
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.388516
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.694837
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.030212
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.370504
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.714703
…(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0868
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49011
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86552
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26327
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70137
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1637
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66955
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28668
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12482
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00079
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86577
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62182
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.561247
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.824914
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.091051
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.371824
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.678501
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.01251
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.353908
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.696827
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06743
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46913
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84683
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24543
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68203
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1438
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63569
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23074
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07457
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96375
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79352
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65009
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.546627
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.809201
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.075665
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.355268
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.662268
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.994953
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.33758
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.679272
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04843
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44853
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82873
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22819
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66337
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12467
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61491
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18365
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02497
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92775
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72277
…(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68706
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.532074
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.793489
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.060386
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.339614
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.646226
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.977562
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.3216
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.662012
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02977
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42829
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81123
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2115
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64535
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10624
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59496
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13757
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97593
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89283
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68328
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72486
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.71519
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.518025
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.777917
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.045293
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.324854
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.630273
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.960321
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.305899
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.645075
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01146
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40846
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79548
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19545
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62796
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08858
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57578
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1059
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92746
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85901
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64566
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76351
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.7511
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.509267
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.762395
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.030318
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.310208
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.614455
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.943229
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.290485
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.628483
‡(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.993512
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38899
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78111
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17992
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6112
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07163
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55737
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08589
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87958
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82622
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60924
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80298
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.78726
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.500628
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.746919
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.015493
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.295672
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.59884
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.926295
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.275354
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.61216
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.975936
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36989
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76729
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16503
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59506
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05542
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53977
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06945
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83225
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79445
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57401
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84334
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.82366
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.492044
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.736123
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.001015
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.281301
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.583302
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.909515
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.260502
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.596183
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.958673
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35119
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75324
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15068
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57957
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03992
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52296
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06023
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78552
‚(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76376
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58578
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88449
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.86024
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.483555
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.727036
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.987744
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.26707
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.56795
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.8929
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.244947
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.580544
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.941739
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33276
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7342
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13692
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56469
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02513
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50695
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05173
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76857
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73407
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59945
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.90464
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.89708
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.475154
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.718007
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.976629
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.252929
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.552707
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.876446
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.227102
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.56518
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.925147
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31295
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71573
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12373
