¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¥(437.94, 13.90, 291.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.932237
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05654
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55915
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02473
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44138
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89263
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38284
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95822
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.38683
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.612651
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.856081
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.119218
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.404521
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.714858
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.053572
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.424706
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.804422
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.183438
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.597936
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05318
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55537
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99938
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41406
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86303
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35071
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89459
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.385724
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.611416
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.854756
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.117786
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.40296
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.713129
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.05169
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.42266
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.795732
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.18082
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.595057
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55188
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97488
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3876
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83438
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3196
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.33466
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.384536
·(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.610181
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.853407
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.116328
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.401374
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.71141
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.049818
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.4206
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.787174
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.177861
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.592363
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04703
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54861
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95113
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36193
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80664
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33255
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.33709
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.383381
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.608935
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.852056
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.114857
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.399779
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.709675
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.047915
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.418497
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.778777
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.168652
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.589869
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0443
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54559
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92815
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33718
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80135
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40939
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.34055
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.382194
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.607639
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.850678
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.113385
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.398201
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.707924
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.046021
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.414291
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.77048
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.15959
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.586346
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04176
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52848
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90592
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31589
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87211
º(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48783
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.34512
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.381001
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.606358
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.849325
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.111924
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.396544
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.70617
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.044079
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.40683
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.762361
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.150736
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.576604
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03949
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50856
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88452
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38135
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9443
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.51763
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.28143
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.379811
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.605089
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.847917
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.110357
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.394904
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.704358
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.042118
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.399515
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.754401
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.142009
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.567014
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03507
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48934
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93126
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44804
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01795
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.33262
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.03325
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.378588
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.603768
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.846507
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.108878
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.393262
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.702552
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.040161
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.392357
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.746572
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.133445
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.557634
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02467
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51709
º(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99311
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51601
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09304
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.15086
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.79007
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.377368
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.602446
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.845065
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.10733
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.391593
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.700738
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.038154
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.385298
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.738898
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.125076
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.548437
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01502
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55309
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0561
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58529
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16969
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.97239
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.55231
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.376114
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.601133
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.843658
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.105764
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.389896
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.698905
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.036138
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.378415
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.731395
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.116836
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.539362
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01101
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55059
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12027
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65594
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24781
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.81211
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.31995
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.374886
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.599805
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.842217
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.104188
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.388209
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.697062
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.034135
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.37164
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.724015
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.108787
¸(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.532252
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00715
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54821
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16107
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72795
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21656
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.61982
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.0927
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.32283
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.373645
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.598459
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.840732
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.102632
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.386487
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.695202
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.032075
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.365031
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.716829
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.100907
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.528919
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00349
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54594
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15853
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80136
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13428
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.42446
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.91513
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.62008
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.374225
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.597064
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.839285
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.101015
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.384773
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.693316
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.03001
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.35854
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.709729
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.095722
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.525743
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.999963
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54379
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15614
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84586
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0519
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.22917
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.76463
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.05721
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.37484
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.597314
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.837804
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.099411
º(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.383024
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.691401
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.02793
(437.94, 13.90, 291.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.35219
