¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
± (342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.29778
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.24916
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.31529
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.38477
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.4577
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.53406
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.614
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.69753
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.78476
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.97619
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.41383
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.99715
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.02519
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.71072
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.92971
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.09394
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.103037
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.475091
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.901511
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.374582
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.902353
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4795
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.116
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83672
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55931
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32076
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16468
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00021
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9742
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88435
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.66973
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.42463
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.08012
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.14476
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.21278
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.28413
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.35893
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.43722
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.51908
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.60456
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.69376
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.78673
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.88354
‡(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.18162
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.66572
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.85914
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.69607
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.081617
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.447124
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.870522
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.340088
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.863688
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43888
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07012
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78453
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51484
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27063
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10964
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93347
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91036
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84424
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57693
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.24732
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.91663
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.97993
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.04647
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.11633
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.18962
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.26634
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.34658
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.43039
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.51786
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.60907
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.70409
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.803
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.90588
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.01289
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.42041
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.060051
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.418908
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.83931
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.305336
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.824773
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39799
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02398
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73212
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47039
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23416
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05482
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86724
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84642
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80459
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.48646
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.07414
†(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.75857
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.82048
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.88566
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.95414
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.02592
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.10114
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.17984
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.26204
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.34787
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.43741
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.53068
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.6278
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.72883
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.83391
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.94311
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.038358
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.390474
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.80783
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.270329
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.785651
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3569
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97769
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67944
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43679
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20484
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00341
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8015
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78237
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76536
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.39821
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95757
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.60567
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.66631
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73018
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.79726
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.86768
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.94144
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.01866
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.09938
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.18364
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.27153
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.36313
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.45854
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.55783
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.66109
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.76837
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.016594
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.361877
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.776179
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.235112
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.746246
„(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31561
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93113
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60007
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41059
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17521
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95242
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73627
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71829
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72662
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31224
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.86578
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.45781
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.51723
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.57983
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.64561
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.71468
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.78709
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.86286
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.9421
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.02485
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.11123
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.20124
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.29589
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.39453
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.4971
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.60372
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.994704
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.333058
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.744286
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.199713
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.706653
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27415
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88063
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.478
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3841
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1453
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90194
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67156
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65419
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68832
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22845
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.77637
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.31483
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37307
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.43444
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.49901
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.56679
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.63828
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.71368
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.79252
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.87481
„(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.96074
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.05025
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.14351
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.24056
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.34151
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.44644
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.972714
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.307316
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.712255
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.164063
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.666855
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22962
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7732
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35809
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35742
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1151
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85195
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60737
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59004
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63903
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14681
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68932
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.13756
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.23544
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.29662
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.36094
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.42844
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.49926
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.57342
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.65092
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73192
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.8164
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.90452
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.99632
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.09183
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.19125
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.29454
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.950674
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.283242
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.680009
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.12827
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.62686
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15613
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6676
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24041
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33041
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08465
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80238
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54369
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52593
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56433
ÿ(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.0673
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40651
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57678
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.75311
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9357
(342.29, 7.65, 311.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.22892
