¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ê (417.64, 13.37, 328.50) (426.17, 13.24, 302.53) (8.74, 11.53, 18.04) Truck 6.722645
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.89477
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.026463
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.364008
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.732599
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.147099
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.608092
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00369
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33993
¸(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70121
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07443
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4265
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80344
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20801
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64952
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16805
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96846
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51556
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10962
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.16338
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.001997
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.337363
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.703402
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.115991
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.573633
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0567
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39678
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76235
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11929
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47435
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8547
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27582
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74247
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64644
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33889
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91688
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.50509
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.51576
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.977531
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.310631
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.674146
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.084772
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.539072
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04282
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45459
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82452
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16504
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52324
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92544
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36376
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83746
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15897
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73049
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88676
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18534
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.4212
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.952937
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.28387
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.644907
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.053438
¸(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.504454
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00428
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51335
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87379
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21288
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5963
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00876
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45354
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00002
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54997
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30438
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51559
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6571
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.94197
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.928363
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.257091
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.616031
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.022055
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.469707
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.965664
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51811
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92434
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28655
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67536
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09378
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5453
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45943
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95415
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89795
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78575
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.3435
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.27394
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.903732
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.230215
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.58746
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.990568
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.434901
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.926973
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47487
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99446
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36165
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75601
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18059
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63896
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95036
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32646
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14808
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.06543
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.07662
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.47112
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.879039
º(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.203364
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.558754
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.95902
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.400009
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.888203
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43157
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00663
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43823
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83828
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26921
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81612
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34744
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55874
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40673
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68467
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.21212
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.854339
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.176489
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.530021
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.927385
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.365056
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.849392
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38824
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95695
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51637
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92225
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3597
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25526
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35042
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6794
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67428
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.11314
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.50081
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.829608
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.149567
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.501195
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.895718
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.330081
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.810564
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34487
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90736
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52262
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00789
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45204
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51698
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35332
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74799
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.06404
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.21005
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.79675
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.804875
µ(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.122663
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.472319
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.863977
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.295016
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.771689
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3015
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85802
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46735
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09531
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6159
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51947
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35614
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81534
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24561
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.30842
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.10025
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.780107
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.095715
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.443405
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.83219
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.259939
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.732792
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25812
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80883
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41235
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08913
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77895
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52189
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35882
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8814
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33398
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.40827
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.29917
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.755355
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.06879
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.414433
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.800369
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.224863
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.693868
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21476
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75986
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35757
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0275
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78104
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52424
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36146
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8979
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3025
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.50961
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.40008
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.730597
­(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.04188
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.385462
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.768555
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.189759
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.65498
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17141
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71107
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30307
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96621
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7325
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52648
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36403
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81545
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.20507
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.64799
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.5013
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.9554
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.705839
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.014995
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.35642
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.736694
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.154641
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.6161
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1281
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6625
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24881
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90524
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66303
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52867
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39041
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73308
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.10809
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.76989
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.69622
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.69197
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.229227
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.516135
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.327412
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.704836
(417.73, 13.36, 328.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.119515
