¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ã(323.69, 7.67, 370.39) (343.45, 1.15, 381.82) (0.81, 2.16, 0.81) Human 8.601713
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.95299
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.55655
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.66894
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.126462
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.329562
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.547574
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.782239
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.035389
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.309302
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.606623
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.93037
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.284185
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.672422
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.100243
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.573976
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10135
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69187
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35754
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11351
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97937
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98081
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15215
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53373
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92234
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.95832
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.57023
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.76524
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.130462
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.333853
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.552205
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.78717
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.04075
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.31513
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.612942
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.937257
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.291744
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.68073
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.109426
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.584165
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11271
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7046
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37193
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12994
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99829
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00279
€(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17801
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55584
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92852
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.00564
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.55198
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.86476
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.134506
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.338202
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.556877
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.792204
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.046186
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.320996
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.619319
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.944251
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.29937
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.689095
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.118653
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.594428
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12416
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71751
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38653
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14656
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01741
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02504
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2042
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5785
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9361
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.09192
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.53577
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.96753
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.138607
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.342565
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.561568
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.797266
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.05165
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.326931
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.62577
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.951263
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.307094
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.697578
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.12805
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.60484
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13578
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73055
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40128
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1634
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03678
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04756
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2307
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.60168
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.96049
ƒ(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.25017
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.5216
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.142715
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.347003
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.566317
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.802411
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.057194
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.332949
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.632322
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.958387
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.314892
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.706141
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.13751
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.615349
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14752
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74373
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41621
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18041
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05638
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07035
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25755
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6254
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.03984
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.56092
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.50946
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.146883
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.351482
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.571139
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.807583
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.062808
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.339015
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.638903
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.965588
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.322741
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.714814
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.147055
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.625959
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15938
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75705
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43129
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19763
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0762
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09342
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28472
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64963
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.12117
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.8812
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.61153
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.1511
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.355976
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.575972
‡(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.812804
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.068429
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.345114
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.645551
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.972824
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.330681
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.723559
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.156737
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.636687
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17138
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77054
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44654
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21504
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09624
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11674
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31221
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67441
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.20444
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.36344
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.72744
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.155342
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.360537
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.580878
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.818072
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.074124
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.35133
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.652281
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.980169
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.33872
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.732409
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.166511
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.647554
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18349
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78415
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46196
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23264
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11649
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14034
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34002
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.71141
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.28969
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.39803
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.2797
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.159648
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.365132
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.585814
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.823427
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.079906
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.357535
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.659044
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.987586
‚(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.346856
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.741312
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.176375
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.658506
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19574
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7979
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47754
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25042
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.137
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1642
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36815
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75009
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37695
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.50416
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.30102
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.163938
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.369758
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.590812
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.828808
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.085711
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.363846
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.665907
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.99506
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.355023
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.750322
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.186338
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.669565
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20807
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81182
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49328
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26839
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15771
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18832
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39659
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78925
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.46624
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.585
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.36235
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.168324
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.37445
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.595853
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.834227
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.091559
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.370193
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.672795
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.002597
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.363298
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.759429
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.196386
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.680742
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22055
‡(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82586
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50918
(323.93, 7.58, 370.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28655
