¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¼(418.49, 14.57, 316.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.892301
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.565426
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.906316
(418.11, 14.66, 316.10) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 11.21852
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.762596
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.796613
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.831827
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.868305
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.906081
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.945191
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.985671
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.027568
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.07097
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.115862
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.162374
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.210488
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.2603
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.31189
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.365299
¼(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.420632
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.477907
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.53729
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.598794
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.662508
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.728566
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.797577
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.908068
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.050876
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.313092
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.600147
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.915557
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.2638
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.650167
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.016277
(418.11, 14.66, 316.10) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 11.20552
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.783731
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.818122
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.85377
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.890677
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.928885
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.96843
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.009375
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.051763
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.09566
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.141076
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.188112
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.236807
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.28718
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.339383
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.393411
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.449362
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.507342
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.567404
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.629623
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.694106
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.760971
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.850469
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.963052
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.102527
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.369371
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.661671
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.983188
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.338491
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.733055
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.137781
(418.11, 14.66, 316.10) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 11.19422
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.805542
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.840369
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.876426
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.913774
¹(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.952421
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.99246
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.033876
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.076793
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.121189
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.167137
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.214732
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.26399
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.314982
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.36778
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.422492
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.479126
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.537763
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.598571
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.661567
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.726832
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.795402
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.905056
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.01984
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.15573
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.427441
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.725267
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.053115
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.41576
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.818924
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.275401
(418.11, 14.66, 316.10) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 11.1846
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.828068
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.863311
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.899838
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.937602
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.976751
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.017267
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.059218
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.102639
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.147571
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.194083
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.242247
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.292104
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.343723
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.397182
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.452523
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.509881
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.569272
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.630806
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.694589
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.760672
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.849646
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.961452
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.078539
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.210625
Á(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.487331
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.790899
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.125385
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.495694
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.907876
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.418745
(418.11, 14.66, 316.10) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 11.17667
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.851319
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.887011
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.923987
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.962259
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.001889
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.042916
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.085347
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.129309
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.174814
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.221929
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.270668
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.321158
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.373414
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.427569
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.483609
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.541698
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.60182
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.664146
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.728757
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.796713
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.905678
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.01974
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.139205
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.267206
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.549152
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.858684
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.200097
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.578479
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.000062
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.568261
(418.11, 14.66, 316.10) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 11.17042
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.875305
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.911451
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.948885
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.987641
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.027786
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.069329
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.112338
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.156877
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.202961
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.250656
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.300034
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.351196
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.404126
¿(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.458927
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.515702
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.574558
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.635451
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.698611
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.764055
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.85235
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.963521
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.079912
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.201864
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.329808
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.612932
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.92871
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.277339
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.664115
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.095612
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.740275
(418.11, 14.66, 316.10) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 11.16584
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.900009
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.936644
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.974568
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.013845
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.054514
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.096609
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.14017
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.185266
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.231994
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.280305
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.330361
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.382174
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.435785
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.491357
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.548907
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.608479
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.670242
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.734242
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.801391
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.909777
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.02326
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.142088
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.266662
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.397385
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.678757
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.001068
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.357234
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.752823
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.194624
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.942928
(418.11, 14.66, 316.10) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 11.16293
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.925469
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.962629
»(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.001051
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.040856
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.082082
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.124736
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.168918
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.214604
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.261925
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.310921
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.361662
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.414161
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.468521
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.524845
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.583148
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.643565
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.706175
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.771056
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.858429
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.969109
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.08495
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.206323
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.333628
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.467238
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.746716
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.07585
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.439906
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.84467
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.297327
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1559
(418.11, 14.66, 316.10) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 11.14652
(418.11, 14.66, 316.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.951754
