¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¾(394.13, 14.40, 309.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.052482
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.794342
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.97918
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.177151
Ë(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.396591
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.622998
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.855185
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.105341
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.375589
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.813519
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.532948
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14171
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9772
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91796
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89372
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83237
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02674
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.21525
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.75474
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.853575
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.957361
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.066456
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.181252
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.302181
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.462525
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.63194
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.805573
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.991177
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.189993
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.407636
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.638951
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.872319
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.123792
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.395514
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.784798
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.498642
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.100116
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02248
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97072
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96408
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91272
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03413
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.84319
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.766442
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.865823
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.970194
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.079914
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.195383
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.317033
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.470908
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.642785
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.817136
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.003529
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.203217
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.419036
Í(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.655393
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.889981
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.142817
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.416063
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.756215
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.764698
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.008472
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06863
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02454
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03628
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99517
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16786
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6115
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.77845
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.878393
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.983365
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.093731
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.209891
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.332287
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.479527
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.65394
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.829029
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.016236
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.216825
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.432244
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.672328
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.908175
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.162417
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.437241
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.740879
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.680623
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.919533
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.173376
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07943
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1103
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10406
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3053
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.5964
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.790768
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.891288
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.996878
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.107906
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.224779
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.347943
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.488383
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.665404
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.841256
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.029302
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.230819
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.447266
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.68976
È(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.926909
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.182603
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.459054
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.758839
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.599039
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.833287
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.082003
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13538
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18618
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22663
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44654
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76114
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.803398
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.904511
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.010737
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.122448
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.240054
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.364006
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.497478
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.675879
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.853818
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.042729
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.2452
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.462709
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.70383
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.946186
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.20338
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.48151
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.783187
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.519805
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.74954
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.993399
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.252635
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26535
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35239
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59177
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.815027
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.918064
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.024944
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.137357
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.255717
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.380481
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.512156
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.685862
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.866719
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.05652
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.259974
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.478575
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.71771
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.966011
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.22475
Ì(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.504613
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.808246
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.442908
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.668285
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.90745
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.161583
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.432077
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48141
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74099
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.825696
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.931951
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.039503
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.152636
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.271771
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.39737
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.529947
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.696103
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.87996
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.070674
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.275142
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.494866
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.731988
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.986389
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.246723
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.528375
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.834021
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.368204
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.589459
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.824061
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.073291
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.338419
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61374
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.89438
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.836576
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.946172
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.054415
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.168291
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.288223
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.414681
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.548184
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.706601
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.893542
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.085197
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.290707
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.511588
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.749589
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.007326
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.269303
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.5528
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.860528
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.338921
Ó(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.533367
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.74321
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.987656
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.247635
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.524546
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.847671
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.960734
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.069686
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.184322
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.305074
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.432415
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.56687
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.71736
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.90747
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.100092
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.306671
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.528742
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.76807
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.02883
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.2925
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.577897
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.145008
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.329189
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.52314
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.727687
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.943676
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.171994
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.431146
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.858979
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.975637
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.085318
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.200737
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.322331
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.450578
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.586012
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.729228
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.921745
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.11536
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.323041
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.546335
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.787027
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.050904
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.316319
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.603675
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.136578
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.320309
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.513847
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.717949
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.933439
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.161221
(393.68, 14.37, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.402403
