¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‚ (419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.07032
(419.46, 13.72, 325.63) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.657669
(419.46, 13.72, 325.63) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.678304
(419.46, 13.72, 325.63) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.699729
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.314919
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.387957
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.464239
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.543227
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.625083
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.709898
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.797817
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.888915
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.983375
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.081378
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.183039
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.288507
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.39801
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.511789
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.629964
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.752754
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.880487
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.013359
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48758
(419.46, 13.72, 325.63) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 12.07588
(419.46, 13.72, 325.63) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 12.07276
(419.46, 13.72, 325.63) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 12.07145
(419.46, 13.72, 325.63) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 12.07194
(419.46, 13.72, 325.63) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 12.07424
(419.46, 13.72, 325.63) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.04945
(419.46, 13.72, 325.63) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.07281
(419.46, 13.72, 325.63) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.660532
(419.46, 13.72, 325.63) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.664157
(419.46, 13.72, 325.63) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.676604
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.201221
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.269626
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.340444
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.41378
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.489696
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.568312
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.649805
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.734174
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.821671
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.912327
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.006314
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.103814
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.204922
Ş(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.309902
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.418792
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.531932
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.649427
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.772816
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.901144
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.03463
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37919
(419.46, 13.72, 325.63) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 12.14028
(419.46, 13.72, 325.63) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 12.14896
(419.46, 13.72, 325.63) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 12.15947
(419.46, 13.72, 325.63) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 12.17181
(419.46, 13.72, 325.63) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 12.186
(419.46, 13.72, 325.63) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 12.20205
(419.46, 13.72, 325.63) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.22971
(419.46, 13.72, 325.63) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.759981
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.095515
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.159882
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.226507
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.295489
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.36691
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.44087
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.517428
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.596757
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.678888
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.764065
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.852289
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.943754
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.038591
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.13692
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.238964
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.344856
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.454773
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.56893
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.687529
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.810741
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.938909
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.075996
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27044
(419.46, 13.72, 325.63) (405.55, 10.06, 299.57) (1.04, 0.61, 1.05) Tools 12.8298
(419.46, 13.72, 325.63) (405.55, 10.06, 299.57) (1.04, 0.61, 1.05) Tools 12.82952
(419.46, 13.72, 325.63) (405.55, 10.06, 299.57) (1.04, 0.61, 1.05) Tools 12.83116
(419.46, 13.72, 325.63) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.2471
(419.46, 13.72, 325.63) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.26625
(419.46, 13.72, 325.63) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.358145
(419.46, 13.72, 325.63) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.524851
(419.46, 13.72, 325.63) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.766691
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.252681
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.3223
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.394331
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.468909
Õ(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.546185
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.626204
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.7091
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.795035
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.884037
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.976345
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.072028
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.171306
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.274274
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.381141
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.492109
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.607326
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.727046
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.851508
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.989383
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.149773
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.810768
(419.46, 13.72, 325.63) (405.55, 10.06, 299.57) (1.04, 0.61, 1.05) Tools 12.81745
(419.46, 13.72, 325.63) (405.55, 10.06, 299.57) (1.04, 0.61, 1.05) Tools 12.81717
(419.46, 13.72, 325.63) (405.55, 10.06, 299.57) (1.04, 0.61, 1.05) Tools 12.8188
(419.46, 13.72, 325.63) (402.52, 10.19, 296.46) (0.84, 0.87, 0.84) Tools 17.31108
(419.46, 13.72, 325.63) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.288941
(419.46, 13.72, 325.63) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.509269
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.212
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.279842
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.350023
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.422724
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.498002
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.575967
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.656739
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.740403
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.827091
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.916972
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.010135
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.106714
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.206913
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.310869
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.418785
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.530804
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.647156
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.768078
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.906724
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.062877
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.226009
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.396536
(419.46, 13.72, 325.63) (402.52, 10.19, 296.46) (0.84, 0.87, 0.84) Tools 17.33593
(419.46, 13.72, 325.63) (402.52, 10.19, 296.46) (0.84, 0.87, 0.84) Tools 17.33951
(419.46, 13.72, 325.63) (402.52, 10.19, 296.46) (0.84, 0.87, 0.84) Tools 17.34567
(419.46, 13.72, 325.63) (402.52, 10.19, 296.46) (0.84, 0.87, 0.84) Tools 17.35444
(419.46, 13.72, 325.63) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.274592
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.173321
½(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.239416
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.307894
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.378754
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.45213
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.528108
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.606836
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.688327
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.772818
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.860373
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.951058
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.045114
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.142651
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.243828
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.348804
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.457783
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.570931
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.68848
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.827742
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.979883
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.138735
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.304695
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.478292
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.109436
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.201067
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.267808
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.336913
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.408458
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.482567
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.559278
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.638736
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.721065
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.806374
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.894748
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.986379
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.081361
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.17989
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.282057
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.388112
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.498173
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.612488
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.752363
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.900623
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.055392
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.217044
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.385988
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.562742
(419.46, 13.72, 325.63) (403.02, 10.55, 298.23) (1.19, 1.67, 1.17) Tools 15.57073
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.077175
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.229706
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.297123
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.366908
Ã(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.439173
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.514005
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.591502
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.671767
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.754884
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.841043
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.930313
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.022863
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.118849
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.218382
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.3216
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.42877
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.541618
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.680345
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.824963
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.975824
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.133389
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.297952
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.470005
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.650028
(419.46, 13.72, 325.63) (403.02, 10.55, 298.23) (1.19, 1.67, 1.17) Tools 15.56554
(419.46, 13.72, 325.63) (403.02, 10.55, 298.23) (1.19, 1.67, 1.17) Tools 15.81452
(419.46, 13.72, 325.63) (403.02, 10.55, 298.23) (1.19, 1.67, 1.17) Tools 15.80563
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.045485
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.213943
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.32742
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.397914
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.470913
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.546499
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.624773
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.705879
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.789881
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.876907
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.967127
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.060651
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.157633
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.258209
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.362556
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.476116
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.611516
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.75266
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.899872
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.053482
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.213885
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.381466
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.55676
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.740181
(419.46, 13.72, 325.63) (403.02, 10.55, 298.23) (1.19, 1.67, 1.17) Tools 15.56253
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.014389
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.181189
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.357247
»(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.429923
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.503689
(419.46, 13.72, 325.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.580063
