¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ï(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.19921
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.805983
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.788674
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.772882
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.758597
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.745807
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.734499
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.724669
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.716306
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.709406
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.703964
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.699973
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.697434
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.696342
(433.19, 14.19, 309.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.388734
(433.19, 14.19, 309.35) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 5.916965
(433.19, 14.19, 309.35) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 5.913249
(433.19, 14.19, 309.35) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 5.910418
(433.19, 14.19, 309.35) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 5.908472
(433.19, 14.19, 309.35) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 5.907408
(433.19, 14.19, 309.35) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 5.907228
(433.19, 14.19, 309.35) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 5.907928
(433.19, 14.19, 309.35) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 5.909511
(433.19, 14.19, 309.35) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 5.911977
(433.19, 14.19, 309.35) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 5.915328
(433.19, 14.19, 309.35) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 5.919568
(433.19, 14.19, 309.35) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 5.924698
(433.19, 14.19, 309.35) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 6.066116
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.724742
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.701656
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.680122
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.660123
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.641642
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.624665
œ (433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.609179
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.595174
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.582637
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.571561
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.561934
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.553753
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.547009
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.541697
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.537814
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.535357
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.534325
(433.19, 14.19, 309.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.385965
(433.19, 14.19, 309.35) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 5.97218
(433.19, 14.19, 309.35) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 5.968628
(433.19, 14.19, 309.35) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 5.96597
(433.19, 14.19, 309.35) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 5.964205
(433.19, 14.19, 309.35) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 5.963328
(433.19, 14.19, 309.35) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 5.963344
(433.19, 14.19, 309.35) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 5.964249
(433.19, 14.19, 309.35) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 5.966046
(433.19, 14.19, 309.35) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 5.968734
(433.19, 14.19, 309.35) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 5.972317
(433.19, 14.19, 309.35) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 5.976797
(433.19, 14.19, 309.35) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 5.982178
(433.19, 14.19, 309.35) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 6.061234
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.565691
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.543024
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.521881
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.502248
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.484109
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.467447
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.452254
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.438516
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.426222
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.415364
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.405933
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.397923
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.391327
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.38614
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.382359
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.379979
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.379001
(433.19, 14.19, 309.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.383247
(433.19, 14.19, 309.35) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 6.029259
(433.19, 14.19, 309.35) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 6.025882
(433.19, 14.19, 309.35) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 6.023405
(433.19, 14.19, 309.35) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 6.021829
(433.19, 14.19, 309.35) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 6.021152
(433.19, 14.19, 309.35) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 6.021376
(433.19, 14.19, 309.35) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 6.022497
(433.19, 14.19, 309.35) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 6.024518
— (433.19, 14.19, 309.35) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 6.02744
(433.19, 14.19, 309.35) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 6.031266
(433.19, 14.19, 309.35) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 6.035999
(433.19, 14.19, 309.35) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 6.041641
(433.19, 14.19, 309.35) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 6.056373
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.413151
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.390882
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.370113
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.350832
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.333018
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.31666
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.301744
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.288261
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.276199
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.265551
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.256305
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.248458
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.242002
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.236934
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.233247
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.230943
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.230014
(433.19, 14.19, 309.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.380539
(433.19, 14.19, 309.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.600432
(433.19, 14.19, 309.35) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 6.085078
(433.19, 14.19, 309.35) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 6.082794
(433.19, 14.19, 309.35) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 6.081419
(433.19, 14.19, 309.35) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 6.080952
(433.19, 14.19, 309.35) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 6.081393
(433.19, 14.19, 309.35) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 6.082742
(433.19, 14.19, 309.35) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 6.085
(433.19, 14.19, 309.35) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 6.088168
(433.19, 14.19, 309.35) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 6.092251
(433.19, 14.19, 309.35) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 6.097249
(433.19, 14.19, 309.35) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 6.103167
(433.19, 14.19, 309.35) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 6.110008
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.266765
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.244879
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.224469
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.205521
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.188018
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.171949
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.1573
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.144061
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.132221
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.121771
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.112703
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.105012
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.09869
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.093734
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.090139
‚ (433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.087902
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.087023
(433.19, 14.19, 309.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.377845
(433.19, 14.19, 309.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.597531
(433.19, 14.19, 309.35) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 6.146291
(433.19, 14.19, 309.35) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 6.14421
(433.19, 14.19, 309.35) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 6.143048
(433.19, 14.19, 309.35) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 6.142802
(433.19, 14.19, 309.35) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 6.143474
(433.19, 14.19, 309.35) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 6.145064
(433.19, 14.19, 309.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.73427
(433.19, 14.19, 309.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.141985
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.227187
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.199671
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.173682
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.149199
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.126209
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.104688
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.084621
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.065993
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.048789
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.032996
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.018601
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.005596
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 8.993967
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 8.983707
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 8.974809
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 8.967267
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 8.961072
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 8.956223
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 8.952715
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 8.950542
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 8.94971
(433.19, 14.19, 309.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.37514
(433.19, 14.19, 309.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.594636
(433.19, 14.19, 309.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.830845
(433.19, 14.19, 309.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.085657
(433.19, 14.19, 309.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.361442
(433.19, 14.19, 309.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.660703
(433.19, 14.19, 309.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.986579
(433.19, 14.19, 309.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.3427
(433.19, 14.19, 309.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.728815
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.019732
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 8.99144
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 8.964658
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 8.939365
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 8.915542
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 8.893169
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 8.872231
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 8.852706
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 8.834585
ü(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 8.817851
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 8.802492
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 8.788496
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 8.77585
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 8.76455
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 8.754581
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 8.74594
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 8.740216
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 8.736969
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 8.735029
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 8.734393
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 8.735062
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 8.737035
(433.19, 14.19, 309.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.372427
(433.19, 14.19, 309.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.591745
(433.19, 14.19, 309.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.827718
(433.19, 14.19, 309.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.082311
(433.19, 14.19, 309.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.357797
(433.19, 14.19, 309.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.656751
(433.19, 14.19, 309.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.982271
(433.19, 14.19, 309.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.337989
(433.19, 14.19, 309.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.7234
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.067551
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.042138
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.018209
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 8.995747
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 8.974732
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 8.955149
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 8.936981
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 8.920217
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 8.904841
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 8.890844
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 8.878213
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 8.86694
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 8.857016
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 8.848433
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 8.841186
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 8.835267
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 8.830674
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 8.827402
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 8.825449
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 8.824815
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 8.825498
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 8.827498
(433.19, 14.19, 309.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.369789
(433.19, 14.19, 309.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.588858
(433.19, 14.19, 309.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.824626
(433.19, 14.19, 309.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.07898
(433.19, 14.19, 309.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.354147
(433.19, 14.19, 309.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.652802
(433.19, 14.19, 309.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.977976
ÿ(433.19, 14.19, 309.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.33328
(433.19, 14.19, 309.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.718133
(433.19, 14.19, 309.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.124256
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.137946
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.113772
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.091082
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.069852
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.05007
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.031719
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.014786
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 8.999255
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 8.985117
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 8.972362
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 8.960978
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 8.950957
(433.19, 14.19, 309.35) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 8.94229
